fecha,marca,zona,tipo_cristal,precio
2024-05-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,100563.37955365346
2024-05-01,RENAULT,Rosario,Custodia/Coleta,94468.62927767445
2024-05-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,182842.50827936994
2024-05-01,TOYOTA,CABA,Custodia/Coleta,142114.9694665727
2024-05-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,133994.11406848283
2024-05-01,TOYOTA,Rosario,Custodia/Coleta,125873.25867039296
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,243625.6619426961
2024-05-01,VOLKSWAGEN,CABA,Custodia/Coleta,55796.790413663795
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,52608.40239002587
2024-05-01,VOLKSWAGEN,Rosario,Custodia/Coleta,49420.01436638794
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,95651.64070913795
2024-07-01,CHEVROLET,CABA,Custodia/Coleta,117900.6733164842
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,111163.49198411366
2024-07-01,CHEVROLET,Rosario,Custodia/Coleta,104426.31065174314
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,202115.43997111576
2024-07-01,FIAT,CABA,Custodia/Coleta,89544.50551273175
2024-07-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,84427.67662628993
2024-07-01,FIAT,Rosario,Custodia/Coleta,79310.8477398481
2024-07-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,153504.8665932544
2024-07-01,FORD,CABA,Custodia/Coleta,49289.585263160865
2024-07-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,46473.0375338374
2024-07-01,FORD,Rosario,Custodia/Coleta,43656.48980451392
2024-07-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,84496.43187970437
2024-07-01,PEUGEOT,CABA,Custodia/Coleta,76474.40984851506
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,72104.44357145707
2024-07-01,PEUGEOT,Rosario,Custodia/Coleta,67734.47729439907
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,131098.98831174013
2024-07-01,RENAULT,CABA,Custodia/Coleta,110473.4097277224
2024-07-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,104160.64345756685
2024-07-01,RENAULT,Rosario,Custodia/Coleta,97847.87718741129
2024-07-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,189382.988104667
2024-07-01,TOYOTA,CABA,Custodia/Coleta,146378.41855056986
2024-07-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,138013.93749053733
2024-07-01,TOYOTA,Rosario,Custodia/Coleta,129649.45643050474
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,250934.43180097695
2024-07-01,VOLKSWAGEN,CABA,Custodia/Coleta,57470.69412607371
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,54186.65446172665
2024-07-01,VOLKSWAGEN,Rosario,Custodia/Coleta,50902.61479737958
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,98521.18993041209
2024-10-01,CHEVROLET,CABA,Custodia/Coleta,118227.6273373168
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,111471.76291804152
2024-10-01,CHEVROLET,Rosario,Custodia/Coleta,104715.8984987663
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,202675.93257825734
2024-10-01,FIAT,CABA,Custodia/Coleta,89544.50551273175
2024-10-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,84427.67662628993
2024-10-01,FIAT,Rosario,Custodia/Coleta,79310.8477398481
2024-10-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,153504.8665932544
2024-10-01,FORD,CABA,Custodia/Coleta,51380.391336469074
2024-10-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,48444.368974385136
2024-10-01,FORD,Rosario,Custodia/Coleta,45508.34661230118
2024-10-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,88080.67086251843
2024-10-01,PEUGEOT,CABA,Custodia/Coleta,76474.40984851506
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,72104.44357145707
2024-10-01,PEUGEOT,Rosario,Custodia/Coleta,67734.47729439907
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,131098.98831174013
2024-10-01,RENAULT,CABA,Custodia/Coleta,111005.23283448807
2024-10-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,104662.07667251733
2024-10-01,RENAULT,Rosario,Custodia/Coleta,98318.92051054657
2024-10-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,190294.68485912235
2024-10-01,TOYOTA,CABA,Custodia/Coleta,146378.41855056986
2024-10-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,138013.93749053733
2024-10-01,TOYOTA,Rosario,Custodia/Coleta,129649.45643050474
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,250934.43180097695
2024-10-01,VOLKSWAGEN,CABA,Custodia/Coleta,56280.657593122465
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,53064.62001637262
2024-10-01,VOLKSWAGEN,Rosario,Custodia/Coleta,49848.58243962276
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,96481.12730249566
2025-01-01,CHEVROLET,CABA,Custodia/Coleta,118227.6273373168
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,111471.76291804152
2025-01-01,CHEVROLET,Rosario,Custodia/Coleta,104715.8984987663
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,202675.93257825734
2025-01-01,FIAT,CABA,Custodia/Coleta,89544.50551273175
2025-01-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,84427.67662628993
2025-01-01,FIAT,Rosario,Custodia/Coleta,79310.8477398481
2025-01-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,153504.8665932544
2025-01-01,FORD,CABA,Custodia/Coleta,51380.391336469074
2025-01-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,48444.368974385136
2025-01-01,FORD,Rosario,Custodia/Coleta,45508.34661230118
2025-01-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,88080.67086251843
2025-01-01,PEUGEOT,CABA,Custodia/Coleta,76474.40984851506
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,72104.44357145707
2025-01-01,PEUGEOT,Rosario,Custodia/Coleta,67734.47729439907
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,131098.98831174013
2025-01-01,RENAULT,CABA,Custodia/Coleta,111005.23283448807
2025-01-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,104662.07667251733
2025-01-01,RENAULT,Rosario,Custodia/Coleta,98318.92051054657
2025-01-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,190294.68485912235
2025-01-01,TOYOTA,CABA,Custodia/Coleta,146378.41855056986
2025-01-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,138013.93749053733
2025-01-01,TOYOTA,Rosario,Custodia/Coleta,129649.45643050474
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,250934.43180097695
2025-01-01,VOLKSWAGEN,CABA,Custodia/Coleta,56280.657593122465
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,53064.62001637262
2025-01-01,VOLKSWAGEN,Rosario,Custodia/Coleta,49848.58243962276
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,96481.12730249566
2025-04-01,CHEVROLET,CABA,Custodia/Coleta,121774.45615743627
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,114815.91580558279
2025-04-01,CHEVROLET,Rosario,Custodia/Coleta,107857.37545372928
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,208756.21055560504
2025-04-01,FIAT,CABA,Custodia/Coleta,94192.27380902425
2025-04-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,88809.8581627943
2025-04-01,FIAT,Rosario,Custodia/Coleta,83427.44251656436
2025-04-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,161472.46938689874
2025-04-01,FORD,CABA,Custodia/Coleta,51993.26634140245
2025-04-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,49022.22255046517
2025-04-01,FORD,Rosario,Custodia/Coleta,46051.17875952789
2025-04-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,89131.31372811849
2025-04-01,PEUGEOT,CABA,Custodia/Coleta,78768.6421439705
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,74267.57687860078
2025-04-01,PEUGEOT,Rosario,Custodia/Coleta,69766.51161323104
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,135031.95796109232
2025-04-01,RENAULT,CABA,Custodia/Coleta,114335.38981952271
2025-04-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,107801.93897269285
2025-04-01,RENAULT,Rosario,Custodia/Coleta,101268.48812586299
2025-04-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,196003.52540489606
2025-04-01,TOYOTA,CABA,Custodia/Coleta,150769.77110708697
2025-04-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,142154.35561525344
2025-04-01,TOYOTA,Rosario,Custodia/Coleta,133538.94012341992
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,258462.46475500622
2025-04-01,VOLKSWAGEN,CABA,Custodia/Coleta,57969.077320916134
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,54656.5586168638
2025-04-01,VOLKSWAGEN,Rosario,Custodia/Coleta,51344.039912811444
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,99375.56112157053
2023-12-01,CHEVROLET,CABA,Luneta,104491.50060803551
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Luneta,98520.55771614777
2023-12-01,CHEVROLET,Rosario,Luneta,92549.61482426003
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,179128.2867566323
2023-12-01,FIAT,CABA,Luneta,103795.66564814723
2023-12-01,FIAT,CORD_TUC_STAFE,Luneta,97864.48475396741
2023-12-01,FIAT,Rosario,Luneta,91933.30385978756
2023-12-01,FIAT,TIERRA DEL FUEGO,Luneta,177935.42682539523
2023-12-01,FORD,CABA,Luneta,106939.16823795816
2023-12-01,FORD,CORD_TUC_STAFE,Luneta,100828.35862436057
2023-12-01,FORD,Rosario,Luneta,94717.54901076294
2023-12-01,FORD,TIERRA DEL FUEGO,Luneta,183324.28840792828
2023-12-01,PEUGEOT,CABA,Luneta,115462.3901941703
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Luneta,108864.53932593203
2023-12-01,PEUGEOT,Rosario,Luneta,102266.6884576937
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,197935.5260471491
2023-12-01,RENAULT,CABA,Luneta,94505.71525508314
2023-12-01,RENAULT,CORD_TUC_STAFE,Luneta,89105.3886690784
2023-12-01,RENAULT,Rosario,Luneta,83705.06208307363
2023-12-01,RENAULT,TIERRA DEL FUEGO,Luneta,162009.79758014253
2023-12-01,TOYOTA,CABA,Luneta,173417.23873814734
2023-12-01,TOYOTA,CORD_TUC_STAFE,Luneta,163507.68223882464
2023-12-01,TOYOTA,Rosario,Luneta,153598.12573950193
2023-12-01,TOYOTA,TIERRA DEL FUEGO,Luneta,297286.6949796811
2023-12-01,VOLKSWAGEN,CABA,Luneta,122805.82723559783
2023-12-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,115788.35139356367
2023-12-01,VOLKSWAGEN,Rosario,Luneta,108770.87555152952
2023-12-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,210524.27526102483
2024-02-01,CHEVROLET,CABA,Luneta,110762.19704966737
2024-02-01,CHEVROLET,CORD_TUC_STAFE,Luneta,104432.92864682926
2024-02-01,CHEVROLET,Rosario,Luneta,98103.66024399111
2024-02-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,189878.05208514407
2024-02-01,FIAT,CABA,Luneta,110264.62974290122
2024-02-01,FIAT,CORD_TUC_STAFE,Luneta,103963.79375759258
2024-02-01,FIAT,Rosario,Luneta,97662.95777228395
2024-02-01,FIAT,TIERRA DEL FUEGO,Luneta,189025.0795592592
2024-02-01,FORD,CABA,Luneta,114591.73508236832
2024-02-01,FORD,CORD_TUC_STAFE,Luneta,108043.63593480444
2024-02-01,FORD,Rosario,Luneta,101495.53678724052
2024-02-01,FORD,TIERRA DEL FUEGO,Luneta,196442.97442691715
2024-02-01,PEUGEOT,CABA,Luneta,125088.11511253832
2024-02-01,PEUGEOT,CORD_TUC_STAFE,Luneta,117940.22282039328
2024-02-01,PEUGEOT,Rosario,Luneta,110792.33052824822
2024-02-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,214436.76876435144
2024-02-01,RENAULT,CABA,Luneta,101560.04195494542
2024-02-01,RENAULT,CORD_TUC_STAFE,Luneta,95756.61098609141
2024-02-01,RENAULT,Rosario,Luneta,89953.18001723738
2024-02-01,RENAULT,TIERRA DEL FUEGO,Luneta,174102.92906562073
2024-02-01,TOYOTA,CABA,Luneta,186297.86745127058
2024-02-01,TOYOTA,CORD_TUC_STAFE,Luneta,175652.27502548372
2024-02-01,TOYOTA,Rosario,Luneta,165006.6825996968
2024-02-01,TOYOTA,TIERRA DEL FUEGO,Luneta,319367.7727736067
2024-02-01,VOLKSWAGEN,CABA,Luneta,130198.26618899827
2024-02-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,122758.36526391268
2024-02-01,VOLKSWAGEN,Rosario,Luneta,115318.46433882706
2024-02-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,223197.0277525685
2024-03-01,CHEVROLET,CABA,Luneta,117806.72173432208
2024-03-01,CHEVROLET,CORD_TUC_STAFE,Luneta,111074.90906378941
2024-03-01,CHEVROLET,Rosario,Luneta,104343.0963932567
2024-03-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,201954.38011598072
2024-03-01,FIAT,CABA,Luneta,117619.88159982541
2024-03-01,FIAT,CORD_TUC_STAFE,Luneta,110898.74550840682
2024-03-01,FIAT,Rosario,Luneta,104177.60941698823
2024-03-01,FIAT,TIERRA DEL FUEGO,Luneta,201634.08274255783
2024-03-01,FORD,CABA,Luneta,124151.464513355
2024-03-01,FORD,CORD_TUC_STAFE,Luneta,117057.09511259187
2024-03-01,FORD,Rosario,Luneta,109962.72571182872
2024-03-01,FORD,TIERRA DEL FUEGO,Luneta,212831.0820228943
2024-03-01,PEUGEOT,CABA,Luneta,136303.69843536956
2024-03-01,PEUGEOT,CORD_TUC_STAFE,Luneta,128514.91566763418
2024-03-01,PEUGEOT,Rosario,Luneta,120726.13289989876
2024-03-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,233663.48303206213
2024-03-01,RENAULT,CABA,Luneta,108952.62436852444
2024-03-01,RENAULT,CORD_TUC_STAFE,Luneta,102726.76011889448
2024-03-01,RENAULT,Rosario,Luneta,96500.89586926452
2024-03-01,RENAULT,TIERRA DEL FUEGO,Luneta,186775.92748889906
2024-03-01,TOYOTA,CABA,Luneta,197460.2535370094
2024-03-01,TOYOTA,CORD_TUC_STAFE,Luneta,186176.81047775174
2024-03-01,TOYOTA,Rosario,Luneta,174893.36741849405
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Luneta,338503.2917777304
2024-03-01,VOLKSWAGEN,CABA,Luneta,137298.15054048007
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,129452.54193816693
2024-03-01,VOLKSWAGEN,Rosario,Luneta,121606.9333358538
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,235368.25806939445
2024-05-01,CHEVROLET,CABA,Luneta,124453.22949202685
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Luneta,117341.61637819676
2024-05-01,CHEVROLET,Rosario,Luneta,110230.00326436665
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,213348.3934149032
2024-05-01,FIAT,CABA,Luneta,124656.26483911056
2024-05-01,FIAT,CORD_TUC_STAFE,Luneta,117533.04970544712
2024-05-01,FIAT,Rosario,Luneta,110409.83457178365
2024-05-01,FIAT,TIERRA DEL FUEGO,Luneta,213696.45400990386
2024-05-01,FORD,CABA,Luneta,134319.24429650663
2024-05-01,FORD,CORD_TUC_STAFE,Luneta,126643.85890813482
2024-05-01,FORD,Rosario,Luneta,118968.47351976299
2024-05-01,FORD,TIERRA DEL FUEGO,Luneta,230261.5616511542
2024-05-01,PEUGEOT,CABA,Luneta,144862.25485819104
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Luneta,136584.41172343728
2024-05-01,PEUGEOT,Rosario,Luneta,128306.56858868348
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,248335.2940426132
2024-05-01,RENAULT,CABA,Luneta,116170.91481237231
2024-05-01,RENAULT,CORD_TUC_STAFE,Luneta,109532.57682309388
2024-05-01,RENAULT,Rosario,Luneta,102894.23883381547
2024-05-01,RENAULT,TIERRA DEL FUEGO,Luneta,199150.1396783525
2024-05-01,TOYOTA,CABA,Luneta,209510.41345046792
2024-05-01,TOYOTA,CORD_TUC_STAFE,Luneta,197538.3898247269
2024-05-01,TOYOTA,Rosario,Luneta,185566.3661989859
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Luneta,359160.7087722308
2024-05-01,VOLKSWAGEN,CABA,Luneta,144730.89621924039
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,136460.55929242665
2024-05-01,VOLKSWAGEN,Rosario,Luneta,128190.22236561294
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,248110.1078044121
2024-07-01,CHEVROLET,CABA,Luneta,129547.90762764995
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Luneta,122145.17004892709
2024-07-01,CHEVROLET,Rosario,Luneta,114742.43247020424
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,222082.12736168562
2024-07-01,FIAT,CABA,Luneta,129524.21858861472
2024-07-01,FIAT,CORD_TUC_STAFE,Luneta,122122.83466926533
2024-07-01,FIAT,Rosario,Luneta,114721.4507499159
2024-07-01,FIAT,TIERRA DEL FUEGO,Luneta,222041.51758048238
2024-07-01,FORD,CABA,Luneta,140845.68909968127
2024-07-01,FORD,CORD_TUC_STAFE,Luneta,132797.36400827093
2024-07-01,FORD,Rosario,Luneta,124749.03891686055
2024-07-01,FORD,TIERRA DEL FUEGO,Luneta,241449.75274231075
2024-07-01,PEUGEOT,CABA,Luneta,152346.19120583212
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Luneta,143640.69456549888
2024-07-01,PEUGEOT,Rosario,Luneta,134935.19792516562
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,261164.89920999794
2024-07-01,RENAULT,CABA,Luneta,122843.22886250241
2024-07-01,RENAULT,CORD_TUC_STAFE,Luneta,115823.61578464514
2024-07-01,RENAULT,Rosario,Luneta,108804.00270678785
2024-07-01,RENAULT,TIERRA DEL FUEGO,Luneta,210588.3923357184
2024-07-01,TOYOTA,CABA,Luneta,219714.59087987646
2024-07-01,TOYOTA,CORD_TUC_STAFE,Luneta,207159.4714010264
2024-07-01,TOYOTA,Rosario,Luneta,194604.3519221763
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Luneta,376653.5843655025
2024-07-01,VOLKSWAGEN,CABA,Luneta,150094.93177894293
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,141518.07853443193
2024-07-01,VOLKSWAGEN,Rosario,Luneta,132941.2252899209
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,257305.5973353308
2024-10-01,CHEVROLET,CABA,Luneta,130446.25727396525
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Luneta,122992.18542973867
2024-10-01,CHEVROLET,Rosario,Luneta,115538.11358551207
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,223622.15532679757
2024-10-01,FIAT,CABA,Luneta,130710.0103568723
2024-10-01,FIAT,CORD_TUC_STAFE,Luneta,123240.86690790819
2024-10-01,FIAT,Rosario,Luneta,115771.72345894403
2024-10-01,FIAT,TIERRA DEL FUEGO,Luneta,224074.30346892396
2024-10-01,FORD,CABA,Luneta,142320.74936496426
2024-10-01,FORD,CORD_TUC_STAFE,Luneta,134188.13511553773
2024-10-01,FORD,Rosario,Luneta,126055.5208661112
2024-10-01,FORD,TIERRA DEL FUEGO,Luneta,243978.42748279587
2024-10-01,PEUGEOT,CABA,Luneta,155057.4825642697
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Luneta,146197.0549891686
2024-10-01,PEUGEOT,Rosario,Luneta,137336.62741406748
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,265812.8272530338
2024-10-01,RENAULT,CABA,Luneta,125929.57394668921
2024-10-01,RENAULT,CORD_TUC_STAFE,Luneta,118733.59829259271
2024-10-01,RENAULT,Rosario,Luneta,111537.62263849618
2024-10-01,RENAULT,TIERRA DEL FUEGO,Luneta,215879.26962289578
2024-10-01,TOYOTA,CABA,Luneta,221622.5492187235
2024-10-01,TOYOTA,CORD_TUC_STAFE,Luneta,208958.4035490822
2024-10-01,TOYOTA,Rosario,Luneta,196294.2578794408
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Luneta,379924.3700892403
2024-10-01,VOLKSWAGEN,CABA,Luneta,150978.03367252325
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,142350.7174626648
2024-10-01,VOLKSWAGEN,Rosario,Luneta,133723.4012528063
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,258819.48629575412
2025-01-01,CHEVROLET,CABA,Luneta,130446.25727396525
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Luneta,122992.18542973867
2025-01-01,CHEVROLET,Rosario,Luneta,115538.11358551207
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,223622.15532679757
2025-01-01,FIAT,CABA,Luneta,130710.0103568723
2025-01-01,FIAT,CORD_TUC_STAFE,Luneta,123240.86690790819
2025-01-01,FIAT,Rosario,Luneta,115771.72345894403
2025-01-01,FIAT,TIERRA DEL FUEGO,Luneta,224074.30346892396
2025-01-01,FORD,CABA,Luneta,142320.74936496426
2025-01-01,FORD,CORD_TUC_STAFE,Luneta,134188.13511553773
2025-01-01,FORD,Rosario,Luneta,126055.5208661112
2025-01-01,FORD,TIERRA DEL FUEGO,Luneta,243978.42748279587
2025-01-01,PEUGEOT,CABA,Luneta,155744.4653298315
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Luneta,146844.78159669827
2025-01-01,PEUGEOT,Rosario,Luneta,137945.09786356505
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,266990.5119939969
2025-01-01,RENAULT,CABA,Luneta,125942.12448946653
2025-01-01,RENAULT,CORD_TUC_STAFE,Luneta,118745.43166149703
2025-01-01,RENAULT,Rosario,Luneta,111548.7388335275
2025-01-01,RENAULT,TIERRA DEL FUEGO,Luneta,215900.78483908545
2025-01-01,TOYOTA,CABA,Luneta,221622.5492187235
2025-01-01,TOYOTA,CORD_TUC_STAFE,Luneta,208958.4035490822
2025-01-01,TOYOTA,Rosario,Luneta,196294.2578794408
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Luneta,379924.3700892403
2025-01-01,VOLKSWAGEN,CABA,Luneta,151020.67364992155
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,142390.92086992608
2025-01-01,VOLKSWAGEN,Rosario,Luneta,133761.16808993055
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,258892.58339986557
2025-04-01,CHEVROLET,CABA,Luneta,136744.24429416447
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Luneta,128930.28747735507
2025-04-01,CHEVROLET,Rosario,Luneta,121116.33066054566
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,234418.70450428192
2025-04-01,FIAT,CABA,Luneta,134631.31066757848
2025-04-01,FIAT,CORD_TUC_STAFE,Luneta,126938.09291514542
2025-04-01,FIAT,Rosario,Luneta,119244.87516271237
2025-04-01,FIAT,TIERRA DEL FUEGO,Luneta,230796.53257299168
2025-04-01,FORD,CABA,Luneta,153086.5782173092
2025-04-01,FORD,CORD_TUC_STAFE,Luneta,144338.7737477487
2025-04-01,FORD,Rosario,Luneta,135590.96927818813
2025-04-01,FORD,TIERRA DEL FUEGO,Luneta,262434.13408681576
2025-04-01,PEUGEOT,CABA,Luneta,160416.79928972645
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Luneta,151250.12504459923
2025-04-01,PEUGEOT,Rosario,Luneta,142083.45079947202
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,275000.2273538168
2025-04-01,RENAULT,CABA,Luneta,129720.38822415052
2025-04-01,RENAULT,CORD_TUC_STAFE,Luneta,122307.79461134195
2025-04-01,RENAULT,Rosario,Luneta,114895.20099853333
2025-04-01,RENAULT,TIERRA DEL FUEGO,Luneta,222377.80838425807
2025-04-01,TOYOTA,CABA,Luneta,228271.22569528522
2025-04-01,TOYOTA,CORD_TUC_STAFE,Luneta,215227.15565555467
2025-04-01,TOYOTA,Rosario,Luneta,202183.08561582403
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Luneta,391322.1011919175
2025-04-01,VOLKSWAGEN,CABA,Luneta,155551.2938907395
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,146662.64852555442
2025-04-01,VOLKSWAGEN,Rosario,Luneta,137774.0031603693
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,266659.3609555535
2023-12-01,CHEVROLET,CABA,Parabrisas,154233.6439390227
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,145420.29285679283
2023-12-01,CHEVROLET,Rosario,Parabrisas,136606.94177456296
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,264400.53246689605
2023-12-01,FIAT,CABA,Parabrisas,161009.79154391075
2023-12-01,FIAT,CORD_TUC_STAFE,Parabrisas,151809.23202711588
2023-12-01,FIAT,Rosario,Parabrisas,142608.67251032096
2023-12-01,FIAT,TIERRA DEL FUEGO,Parabrisas,276016.785503847
2023-12-01,FORD,CABA,Parabrisas,185470.11666224996
2023-12-01,FORD,CORD_TUC_STAFE,Parabrisas,174871.82428154995
2023-12-01,FORD,Rosario,Parabrisas,164273.53190084995
2023-12-01,FORD,TIERRA DEL FUEGO,Parabrisas,317948.77142099995
2023-12-01,PEUGEOT,CABA,Parabrisas,196913.6272681574
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,185661.4199956913
2023-12-01,PEUGEOT,Rosario,Parabrisas,174409.21272322515
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,337566.21817398415
2023-12-01,RENAULT,CABA,Parabrisas,145543.05910658956
2023-12-01,RENAULT,CORD_TUC_STAFE,Parabrisas,137226.3128719273
2023-12-01,RENAULT,Rosario,Parabrisas,128909.56663726504
2023-12-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,249502.3870398678
2023-12-01,TOYOTA,CABA,Parabrisas,202559.55878665464
2023-12-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,190984.7268559887
2023-12-01,TOYOTA,Rosario,Parabrisas,179409.89492532267
