fecha,marca,zona,tipo_cristal,precio_ipc
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,344381.2998598831
2024-05-01,VOLKSWAGEN,CABA,Custodia/Coleta,78872.5254041042
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,74365.52395244112
2024-05-01,VOLKSWAGEN,Rosario,Custodia/Coleta,69858.52250762319
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,135210.04354989293
2024-07-01,CHEVROLET,CABA,Custodia/Coleta,153191.21666470857
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,144437.43285529665
2024-07-01,CHEVROLET,Rosario,Custodia/Coleta,135683.64907759713
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,262613.51428235753
2024-07-01,FIAT,CABA,Custodia/Coleta,116347.35713775762
2024-07-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,109698.93672988578
2024-07-01,FIAT,Rosario,Custodia/Coleta,103050.51634609916
2024-07-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,199452.61223615595
2024-07-01,FORD,CABA,Custodia/Coleta,64043.15872814276
2024-07-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,60383.54965796319
2024-07-01,FORD,Rosario,Custodia/Coleta,56723.940601041286
2024-07-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,109788.2721053876
2024-07-01,PEUGEOT,CABA,Custodia/Coleta,99365.06347985072
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,93687.05985243068
2024-07-01,PEUGEOT,Rosario,Custodia/Coleta,88009.05624558039
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,170340.10882260124
2024-07-01,RENAULT,CABA,Custodia/Coleta,143540.79217054386
2024-07-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,135338.46118936996
2024-07-01,RENAULT,Rosario,Custodia/Coleta,127136.13023791065
2024-07-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,246069.92943521807
2024-07-01,TOYOTA,CABA,Custodia/Coleta,190193.0447082745
2024-07-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,179324.8707249445
2024-07-01,TOYOTA,Rosario,Custodia/Coleta,168456.69678098673
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,326045.21949989913
2024-07-01,VOLKSWAGEN,CABA,Custodia/Coleta,74673.07274917509
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,70406.0400206508
2024-07-01,VOLKSWAGEN,Rosario,Custodia/Coleta,66139.00730758473
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,128010.98185572877
2024-10-01,CHEVROLET,CABA,Custodia/Coleta,138783.48314544736
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,130852.99839427895
2024-10-01,CHEVROLET,Rosario,Custodia/Coleta,122922.51364316938
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,237914.54253505263
2024-10-01,FIAT,CABA,Custodia/Coleta,105113.3195470221
2024-10-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,99106.84414433515
2024-10-01,FIAT,Rosario,Custodia/Coleta,93100.36874169271
2024-10-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,180194.2620806093
2024-10-01,FORD,CABA,Custodia/Coleta,60313.734070857325
2024-10-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,56867.23498109405
2024-10-01,FORD,Rosario,Custodia/Coleta,53420.73589135635
2024-10-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,103394.97269289827
2024-10-01,PEUGEOT,CABA,Custodia/Coleta,89770.76855300697
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,84641.01034997801
2024-10-01,PEUGEOT,Rosario,Custodia/Coleta,79511.2521469871
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,153892.74609086913
2024-10-01,RENAULT,CABA,Custodia/Coleta,130305.35423152367
2024-10-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,122859.33398972233
2024-10-01,RENAULT,Rosario,Custodia/Coleta,115413.31374797622
2024-10-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,223380.60725404057
2024-10-01,TOYOTA,CABA,Custodia/Coleta,171828.76152804392
2024-10-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,162009.9751550129
2024-10-01,TOYOTA,Rosario,Custodia/Coleta,152191.18878205464
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,294563.59119093255
2024-10-01,VOLKSWAGEN,CABA,Custodia/Coleta,66065.99379859529
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,62290.79415296129
2024-10-01,VOLKSWAGEN,Rosario,Custodia/Coleta,58515.59450735528
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,113255.98936902052
2025-01-01,CHEVROLET,CABA,Custodia/Coleta,129074.23893683281
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,121698.56814044237
2025-01-01,CHEVROLET,Rosario,Custodia/Coleta,114322.89732284109
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,221270.1238917134
2025-01-01,FIAT,CABA,Custodia/Coleta,97759.62827245882
2025-01-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,92173.3637997469
2025-01-01,FIAT,Rosario,Custodia/Coleta,86587.09931097006
2025-01-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,167587.934181358
2025-01-01,FORD,CABA,Custodia/Coleta,56094.206213830774
2025-01-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,52888.82300161187
2025-01-01,FORD,Rosario,Custodia/Coleta,49683.43978017498
2025-01-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,96161.49636656705
2025-01-01,PEUGEOT,CABA,Custodia/Coleta,83490.43680947591
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,78719.5547060773
2025-01-01,PEUGEOT,Rosario,Custodia/Coleta,73948.67258895865
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,143126.4631019587
2025-01-01,RENAULT,CABA,Custodia/Coleta,121189.23697282959
2025-01-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,114264.13771723935
2025-01-01,RENAULT,Rosario,Custodia/Coleta,107339.038441734
2025-01-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,207752.9776677079
2025-01-01,TOYOTA,CABA,Custodia/Coleta,159807.6811377273
2025-01-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,150675.81364414294
2025-01-01,TOYOTA,Rosario,Custodia/Coleta,141543.94612429722
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,273956.0248075326
2025-01-01,VOLKSWAGEN,CABA,Custodia/Coleta,61444.039851790796
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,57932.9518602599
2025-01-01,VOLKSWAGEN,Rosario,Custodia/Coleta,54421.86385863186
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,105332.63974592708
2025-04-01,CHEVROLET,CABA,Custodia/Coleta,121774.45615743627
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,114815.91580558279
2025-04-01,CHEVROLET,Rosario,Custodia/Coleta,107857.37545372928
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,208756.21055560504
2025-04-01,FIAT,CABA,Custodia/Coleta,94192.27380902425
2025-04-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,88809.8581627943
2025-04-01,FIAT,Rosario,Custodia/Coleta,83427.44251656436
2025-04-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,161472.46938689874
2025-04-01,FORD,CABA,Custodia/Coleta,51993.26634140245
2025-04-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,49022.22255046517
2025-04-01,FORD,Rosario,Custodia/Coleta,46051.17875952789
2025-04-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,89131.31372811849
2025-04-01,PEUGEOT,CABA,Custodia/Coleta,78768.6421439705
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,74267.57687860078
2025-04-01,PEUGEOT,Rosario,Custodia/Coleta,69766.51161323104
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,135031.95796109232
2025-04-01,RENAULT,CABA,Custodia/Coleta,114335.38981952271
2025-04-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,107801.93897269285
2025-04-01,RENAULT,Rosario,Custodia/Coleta,101268.48812586299
2025-04-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,196003.52540489606
2025-04-01,TOYOTA,CABA,Custodia/Coleta,150769.77110708697
2025-04-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,142154.35561525344
2025-04-01,TOYOTA,Rosario,Custodia/Coleta,133538.94012341992
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,258462.46475500622
2025-04-01,VOLKSWAGEN,CABA,Custodia/Coleta,57969.077320916134
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,54656.5586168638
2025-04-01,VOLKSWAGEN,Rosario,Custodia/Coleta,51344.039912811444
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,99375.56112157053
2023-12-01,CHEVROLET,CABA,Luneta,253912.89007499078
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Luneta,239403.5820707056
2023-12-01,CHEVROLET,Rosario,Luneta,224894.27405680408
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,435279.2401285557
2023-12-01,FIAT,CABA,Luneta,252222.02082100994
2023-12-01,FIAT,CORD_TUC_STAFE,Luneta,237809.33391695225
2023-12-01,FIAT,Rosario,Luneta,223396.64700334222
2023-12-01,FIAT,TIERRA DEL FUEGO,Luneta,432380.60712173133
2023-12-01,FORD,CABA,Luneta,259860.68830011142
2023-12-01,FORD,CORD_TUC_STAFE,Luneta,245011.5061115336
2023-12-01,FORD,Rosario,Luneta,230162.32391311423
2023-12-01,FORD,TIERRA DEL FUEGO,Luneta,445475.46565733384
2023-12-01,PEUGEOT,CABA,Luneta,280571.99885703926
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Luneta,264539.31320806564
2023-12-01,PEUGEOT,Rosario,Luneta,248506.6275484659
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,480980.5694692102
2023-12-01,RENAULT,CABA,Luneta,229647.57084919277
2023-12-01,RENAULT,CORD_TUC_STAFE,Luneta,216524.85251495318
2023-12-01,RENAULT,Rosario,Luneta,203402.13417201623
2023-12-01,RENAULT,TIERRA DEL FUEGO,Luneta,393681.55002718756
2023-12-01,TOYOTA,CABA,Luneta,421401.47304422443
2023-12-01,TOYOTA,CORD_TUC_STAFE,Luneta,397321.38887026877
2023-12-01,TOYOTA,Rosario,Luneta,373241.3046803535
2023-12-01,TOYOTA,TIERRA DEL FUEGO,Luneta,722402.5252186704
2023-12-01,VOLKSWAGEN,CABA,Luneta,298416.44851488265
2023-12-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,281364.080028318
2023-12-01,VOLKSWAGEN,Rosario,Luneta,264311.71153045143
2023-12-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,511571.05459694174
2024-02-01,CHEVROLET,CABA,Luneta,197058.13084236294
2024-02-01,CHEVROLET,CORD_TUC_STAFE,Luneta,185797.66622279937
2024-02-01,CHEVROLET,Rosario,Luneta,174537.2016229556
2024-02-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,337813.9385869079
2024-02-01,FIAT,CABA,Luneta,196172.90387818817
2024-02-01,FIAT,CORD_TUC_STAFE,Luneta,184963.0236565774
2024-02-01,FIAT,Rosario,Luneta,173753.14345459788
2024-02-01,FIAT,TIERRA DEL FUEGO,Luneta,336296.40664832253
2024-02-01,FORD,CABA,Luneta,203871.300198108
2024-02-01,FORD,CORD_TUC_STAFE,Luneta,192221.51161535902
2024-02-01,FORD,Rosario,Luneta,180571.72305301158
2024-02-01,FORD,TIERRA DEL FUEGO,Luneta,349493.6574824709
2024-02-01,PEUGEOT,CABA,Luneta,222545.5147266344
2024-02-01,PEUGEOT,CORD_TUC_STAFE,Luneta,209828.62817082673
2024-02-01,PEUGEOT,Rosario,Luneta,197111.74163728947
2024-02-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,381506.5966742305
2024-02-01,RENAULT,CABA,Luneta,180686.48482062237
2024-02-01,RENAULT,CORD_TUC_STAFE,Luneta,170361.54283087252
2024-02-01,RENAULT,Rosario,Luneta,160036.60085920416
2024-02-01,RENAULT,TIERRA DEL FUEGO,Luneta,309748.25969249546
2024-02-01,TOYOTA,CABA,Luneta,331444.39635305986
2024-02-01,TOYOTA,CORD_TUC_STAFE,Luneta,312504.7165614565
2024-02-01,TOYOTA,Rosario,Luneta,293565.03680302104
2024-02-01,TOYOTA,TIERRA DEL FUEGO,Luneta,568190.3937481026
2024-02-01,VOLKSWAGEN,CABA,Luneta,231637.03553673296
2024-02-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,218400.63350606256
2024-02-01,VOLKSWAGEN,Rosario,Luneta,205164.23149857228
2024-02-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,397092.0609201137
2024-03-01,CHEVROLET,CABA,Luneta,188804.32504939084
2024-03-01,CHEVROLET,CORD_TUC_STAFE,Luneta,178015.50647513996
2024-03-01,CHEVROLET,Rosario,Luneta,167226.68786835796
2024-03-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,323664.5572275272
2024-03-01,FIAT,CABA,Luneta,188504.88351527078
2024-03-01,FIAT,CORD_TUC_STAFE,Luneta,177733.17588582673
2024-03-01,FIAT,Rosario,Luneta,166961.46822390324
2024-03-01,FIAT,TIERRA DEL FUEGO,Luneta,323151.22888332134
2024-03-01,FORD,CABA,Luneta,198972.80151976444
2024-03-01,FORD,CORD_TUC_STAFE,Luneta,187602.9271472065
2024-03-01,FORD,Rosario,Luneta,176233.0527403654
2024-03-01,FORD,TIERRA DEL FUEGO,Luneta,341096.2311767391
2024-03-01,PEUGEOT,CABA,Luneta,218448.72182134617
2024-03-01,PEUGEOT,CORD_TUC_STAFE,Luneta,205965.9377172693
2024-03-01,PEUGEOT,Rosario,Luneta,193483.15357555353
2024-03-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,374483.5231223077
2024-03-01,RENAULT,CABA,Luneta,174614.20200326268
2024-03-01,RENAULT,CORD_TUC_STAFE,Luneta,164636.24760307628
2024-03-01,RENAULT,Rosario,Luneta,154658.2931728037
2024-03-01,RENAULT,TIERRA DEL FUEGO,Luneta,299338.63200559316
2024-03-01,TOYOTA,CABA,Luneta,316461.9925271634
2024-03-01,TOYOTA,CORD_TUC_STAFE,Luneta,298378.4500970398
2024-03-01,TOYOTA,Rosario,Luneta,280294.9076123896
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Luneta,542506.2729037086
2024-03-01,VOLKSWAGEN,CABA,Luneta,220042.492157497
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,207468.6354627829
2024-03-01,VOLKSWAGEN,Rosario,Luneta,194894.77873015538
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,377215.7008414234
2024-05-01,CHEVROLET,CABA,Luneta,175923.0312704317
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Luneta,165870.28662640703
2024-05-01,CHEVROLET,Rosario,Luneta,155817.54199765032
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,301582.33932074
2024-05-01,FIAT,CABA,Luneta,176210.0354233958
2024-05-01,FIAT,CORD_TUC_STAFE,Luneta,166140.8905420589
2024-05-01,FIAT,Rosario,Luneta,156071.74567601492
2024-05-01,FIAT,TIERRA DEL FUEGO,Luneta,302074.34644010715
2024-05-01,FORD,CABA,Luneta,189869.30842247803
2024-05-01,FORD,CORD_TUC_STAFE,Luneta,179019.6336554793
2024-05-01,FORD,Rosario,Luneta,168169.95890495888
2024-05-01,FORD,TIERRA DEL FUEGO,Luneta,325490.2430099624
2024-05-01,PEUGEOT,CABA,Luneta,204772.5647244491
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Luneta,193071.27531162347
2024-05-01,PEUGEOT,Rosario,Luneta,181369.9859165695
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,351038.6823847699
2024-05-01,RENAULT,CABA,Luneta,164215.42102739037
2024-05-01,RENAULT,CORD_TUC_STAFE,Luneta,154831.6826829681
2024-05-01,RENAULT,Rosario,Luneta,145447.94435279767
2024-05-01,RENAULT,TIERRA DEL FUEGO,Luneta,281512.15033266926
2024-05-01,TOYOTA,CABA,Luneta,296157.0958613737
2024-05-01,TOYOTA,CORD_TUC_STAFE,Luneta,279233.8332407238
2024-05-01,TOYOTA,Rosario,Luneta,262310.5706457767
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Luneta,507697.8786194978
2024-05-01,VOLKSWAGEN,CABA,Luneta,204586.88043130474
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,192896.20154951594
2024-05-01,VOLKSWAGEN,Rosario,Luneta,181205.52268548272
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,350720.36645366525
2024-07-01,CHEVROLET,CABA,Luneta,168324.75190853956
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Luneta,158706.194656623
2024-07-01,CHEVROLET,Rosario,Luneta,149087.6374395517
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,288556.7175574964
2024-07-01,FIAT,CABA,Luneta,168293.9721631035
2024-07-01,FIAT,CORD_TUC_STAFE,Luneta,158677.17375378334
2024-07-01,FIAT,Rosario,Luneta,149060.37537930193
2024-07-01,FIAT,TIERRA DEL FUEGO,Luneta,288503.95227960596
2024-07-01,FORD,CABA,Luneta,183004.23456651098
2024-07-01,FORD,CORD_TUC_STAFE,Luneta,172546.84973413893
2024-07-01,FORD,Rosario,Luneta,162089.4649396509
2024-07-01,FORD,TIERRA DEL FUEGO,Luneta,313721.54497116164
2024-07-01,PEUGEOT,CABA,Luneta,197947.11708226308
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Luneta,186635.8532489909
2024-07-01,PEUGEOT,Rosario,Luneta,175324.5894566961
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,339337.9149981653
2024-07-01,RENAULT,CABA,Luneta,159613.199476418
2024-07-01,RENAULT,CORD_TUC_STAFE,Luneta,150492.44522062273
2024-07-01,RENAULT,Rosario,Luneta,141371.6909978692
2024-07-01,RENAULT,TIERRA DEL FUEGO,Luneta,273622.6276738594
2024-07-01,TOYOTA,CABA,Luneta,285480.5197382282
2024-07-01,TOYOTA,CORD_TUC_STAFE,Luneta,269167.347181758
2024-07-01,TOYOTA,Rosario,Luneta,252854.17468438562
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Luneta,489395.17669410544
2024-07-01,VOLKSWAGEN,CABA,Luneta,195022.00087272882
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,183877.88653714437
2024-07-01,VOLKSWAGEN,Rosario,Luneta,172733.77224193173
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,334323.4300675352
2024-10-01,CHEVROLET,CABA,Luneta,153126.52681522482
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Luneta,144376.43956864055
2024-10-01,CHEVROLET,Rosario,Luneta,135626.3523221212
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,262502.61739752826
2024-10-01,FIAT,CABA,Luneta,153436.13779499824
2024-10-01,FIAT,CORD_TUC_STAFE,Luneta,144668.35849242695
2024-10-01,FIAT,Rosario,Luneta,135900.57918992065
2024-10-01,FIAT,TIERRA DEL FUEGO,Luneta,263033.37907713983
2024-10-01,FORD,CABA,Luneta,167065.5985033509
2024-10-01,FORD,CORD_TUC_STAFE,Luneta,157518.99287458797
2024-10-01,FORD,Rosario,Luneta,147972.3872458959
2024-10-01,FORD,TIERRA DEL FUEGO,Luneta,286398.16886288725
2024-10-01,PEUGEOT,CABA,Luneta,182016.82637710808
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Luneta,171615.86486984475
2024-10-01,PEUGEOT,Rosario,Luneta,161214.90336265863
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,312028.8452178996
2024-10-01,RENAULT,CABA,Luneta,147824.5423422058
2024-10-01,RENAULT,CORD_TUC_STAFE,Luneta,139377.4256369369
2024-10-01,RENAULT,Rosario,Luneta,130930.30893173069
2024-10-01,RENAULT,TIERRA DEL FUEGO,Luneta,253413.50115806708
2024-10-01,TOYOTA,CABA,Luneta,260155.3462321715
2024-10-01,TOYOTA,CORD_TUC_STAFE,Luneta,245289.32644747602
2024-10-01,TOYOTA,Rosario,Luneta,230423.3066628908
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Luneta,445980.5935408654
2024-10-01,VOLKSWAGEN,CABA,Luneta,177228.0968790941
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,167100.7770574316
2024-10-01,VOLKSWAGEN,Rosario,Luneta,156973.45723584425
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,303819.5946498756
2025-01-01,CHEVROLET,CABA,Luneta,142413.848260329
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Luneta,134275.91407402448
2025-01-01,CHEVROLET,Rosario,Luneta,126137.97986431704
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,244138.0255891354
2025-01-01,FIAT,CABA,Luneta,142701.7989636476
2025-01-01,FIAT,CORD_TUC_STAFE,Luneta,134547.41045143918
2025-01-01,FIAT,Rosario,Luneta,126393.02191578048
2025-01-01,FIAT,TIERRA DEL FUEGO,Luneta,244631.65536625305
2025-01-01,FORD,CABA,Luneta,155377.74734149888
2025-01-01,FORD,CORD_TUC_STAFE,Luneta,146499.01892198465
2025-01-01,FORD,Rosario,Luneta,137620.29047693714
2025-01-01,FORD,TIERRA DEL FUEGO,Luneta,266361.85258542665
2025-01-01,PEUGEOT,CABA,Luneta,170033.00145504027
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Luneta,160316.8299433237
2025-01-01,PEUGEOT,Rosario,Luneta,150600.65840366553
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,291485.14535149763
2025-01-01,RENAULT,CABA,Luneta,137496.49074988093
2025-01-01,RENAULT,CORD_TUC_STAFE,Luneta,129639.54842131631
2025-01-01,RENAULT,Rosario,Luneta,121782.6060701568
2025-01-01,RENAULT,TIERRA DEL FUEGO,Luneta,235708.2698569387
2025-01-01,TOYOTA,CABA,Luneta,241954.96869806948
2025-01-01,TOYOTA,CORD_TUC_STAFE,Luneta,228128.97048675126
2025-01-01,TOYOTA,Rosario,Luneta,214302.9722356724
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Luneta,414779.9463395477
2025-01-01,VOLKSWAGEN,CABA,Luneta,164875.8327820962
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,155454.3566231193
2025-01-01,VOLKSWAGEN,Rosario,Luneta,146032.88043704824
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,282644.2847693078
2025-04-01,CHEVROLET,CABA,Luneta,136744.24429416447
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Luneta,128930.28747735507
2025-04-01,CHEVROLET,Rosario,Luneta,121116.33066054566
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,234418.70450428192
2025-04-01,FIAT,CABA,Luneta,134631.31066757848
2025-04-01,FIAT,CORD_TUC_STAFE,Luneta,126938.09291514542
2025-04-01,FIAT,Rosario,Luneta,119244.87516271237
2025-04-01,FIAT,TIERRA DEL FUEGO,Luneta,230796.53257299168
2025-04-01,FORD,CABA,Luneta,153086.5782173092
2025-04-01,FORD,CORD_TUC_STAFE,Luneta,144338.7737477487
2025-04-01,FORD,Rosario,Luneta,135590.96927818813
2025-04-01,FORD,TIERRA DEL FUEGO,Luneta,262434.13408681576
2025-04-01,PEUGEOT,CABA,Luneta,160416.79928972645
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Luneta,151250.12504459923
2025-04-01,PEUGEOT,Rosario,Luneta,142083.45079947202
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,275000.2273538168
2025-04-01,RENAULT,CABA,Luneta,129720.38822415052
2025-04-01,RENAULT,CORD_TUC_STAFE,Luneta,122307.79461134195
2025-04-01,RENAULT,Rosario,Luneta,114895.20099853333
2025-04-01,RENAULT,TIERRA DEL FUEGO,Luneta,222377.80838425807
2025-04-01,TOYOTA,CABA,Luneta,228271.22569528522
2025-04-01,TOYOTA,CORD_TUC_STAFE,Luneta,215227.15565555467
2025-04-01,TOYOTA,Rosario,Luneta,202183.08561582403
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Luneta,391322.1011919175
2025-04-01,VOLKSWAGEN,CABA,Luneta,155551.2938907395
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,146662.64852555442
2025-04-01,VOLKSWAGEN,Rosario,Luneta,137774.0031603693
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,266659.3609555535
2023-12-01,CHEVROLET,CABA,Parabrisas,374785.60506329586
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,353369.2847739647
2023-12-01,CHEVROLET,Rosario,Parabrisas,331952.9644704394
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,642489.6086799358
2023-12-01,FIAT,CABA,Parabrisas,391251.5492972286
2023-12-01,FIAT,CORD_TUC_STAFE,Parabrisas,368894.3179088155
2023-12-01,FIAT,Rosario,Parabrisas,346537.0865055847
2023-12-01,FIAT,TIERRA DEL FUEGO,Parabrisas,670716.9416523918
2023-12-01,FORD,CABA,Parabrisas,450689.7984067813
2023-12-01,FORD,CORD_TUC_STAFE,Parabrisas,424936.09564067953
2023-12-01,FORD,Rosario,Parabrisas,399182.3928575089
2023-12-01,FORD,TIERRA DEL FUEGO,Parabrisas,772611.0829830538
2023-12-01,PEUGEOT,CABA,Parabrisas,478497.36967948556
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,451154.6628406579
2023-12-01,PEUGEOT,Rosario,Parabrisas,423811.9559837082
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,820281.2051648325
2023-12-01,RENAULT,CABA,Parabrisas,353667.6050498547
2023-12-01,RENAULT,CORD_TUC_STAFE,Parabrisas,333458.02761843445
2023-12-01,RENAULT,Rosario,Parabrisas,313248.4501736199
2023-12-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,606287.3229426082
2023-12-01,TOYOTA,CABA,Parabrisas,492216.9045764404
2023-12-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,464090.22431492957
2023-12-01,TOYOTA,Rosario,Parabrisas,435963.54403477703
2023-12-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,843800.4078453264
2023-12-01,VOLKSWAGEN,CABA,Parabrisas,417559.3261161415
2023-12-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,393698.7931952192
2023-12-01,VOLKSWAGEN,Rosario,Parabrisas,369838.2602584827
2023-12-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,715815.9876276711
2024-02-01,CHEVROLET,CABA,Parabrisas,294184.1897814242
