coverable,fecha,provincia,prima_dev,prima_dev_ipc,sa,sa_ipc,pagos,pagos_ipc,rva,ar,cant_stros_total,cant_stros_nro_stro,coste_medio
TRP,2025-04-01,santa_cruz,27168785,28555983,45740039524,48075441059,17512371,18134305,18126641,27,6,4,5939835
TRP,2025-05-01,buenos_aires,88753656,91905649,51609534005,53442392665,3357839,3402331,17778731,71,64,50,330258
TRP,2025-05-01,catamarca,835189,864850,501297000,519100039,0,0,0,0,0,0,0
TRP,2025-05-01,cordoba,22733269,23540620,12591040399,13038198037,1689605,1691608,6143442,17,10,6,783304
TRP,2025-05-01,entre_rios,2960584,3065728,2597477845,2689724554,0,0,0,3,0,0,0
TRP,2025-05-01,corrientes,3442896,3565171,1333956900,1381330985,0,0,146000,2,1,1,146000
TRP,2025-05-01,san_luis,4580130,4742788,3710435700,3842207948,0,0,0,4,0,0,0
TRP,2025-05-01,santa_fe,91416701,94663273,74544456312,77191824758,10157959,10311623,24264596,122,36,26,956182
TRP,2025-05-01,jujuy,991430,1026640,911365000,943731175,0,0,0,0,0,0,0
TRP,2025-05-01,la_rioja,0,0,0,0,0,0,0,0,0,0,0
TRP,2025-05-01,mendoza,50255943,52040735,94732099544,98096411032,3590099,3647527,5675188,59,19,18,487646
TRP,2025-05-01,salta,19849284,20554203,2989866750,3096048742,0,0,4468421,47,5,4,893684
TRP,2025-05-01,san_juan,9238204,9566287,7322094450,7582130980,0,0,0,14,0,0,0
TRP,2025-05-01,chaco,10798876,11182382,17072179587,17678480197,2070260,2078671,671464,9,7,3,391674
TRP,2025-05-01,chubut,35906878,37182075,348767525609,361153639722,3390435,3471546,2148985,66,21,21,263781
TRP,2025-05-01,santiago_del_estero,2819784,2919926,2019224810,2090935470,0,0,0,1,0,0,0
TRP,2025-05-01,tucuman,2395220,2480283,3343607668,3462352401,0,0,0,2,0,0,0
TRP,2025-05-01,tierra_del_fuego,7663691,7935857,3770045107,3903934316,0,0,0,4,0,0,0
TRP,2025-05-01,formosa,1262554,1307393,258226130,267396762,0,0,0,0,0,0,0
TRP,2025-05-01,la_pampa,3888283,4026369,1662869150,1721924211,0,0,0,3,0,0,0
TRP,2025-05-01,capital_federal,80621870,83485072,40989571576,42445273362,6527059,6590254,9558009,44,50,40,321701
TRP,2025-05-01,misiones,8950903,9268785,5995991848,6208933232,0,0,2474624,9,5,4,494924
TRP,2025-05-01,neuquen,12540912,12986290,7812575170,8090030612,0,0,146000,10,1,1,146000
TRP,2025-05-01,rio_negro,23846840,24693733,56672134609,58684786222,3421483,3450324,7422066,37,24,16,451814
TRP,2025-05-01,santa_cruz,26462600,27402388,42987431440,44514085135,0,0,392000,28,4,4,98000
TRP,2025-06-01,buenos_aires,92459761,94218061,53193323656,54204892440,3166599,3174888,39514966,72,54,46,790399
TRP,2025-06-01,catamarca,837937,853873,497093000,506546137,0,0,0,0,0,0,0
TRP,2025-06-01,cordoba,22621862,23052060,13092082115,13341052117,1646281,1646281,4255061,17,10,7,590134
TRP,2025-06-01,entre_rios,3016865,3074238,2426281180,2472421375,730495,739632,2416699,3,7,4,449599
TRP,2025-06-01,corrientes,3231644,3293102,1366853900,1392847136,0,0,0,2,0,0,0
TRP,2025-06-01,san_luis,4752429,4842805,3741488400,3812639677,0,0,0,4,0,0,0
TRP,2025-06-01,santa_fe,91832625,93578981,78532540562,80025981120,1669549,1669549,9114788,120,26,22,414782
TRP,2025-06-01,jujuy,992073,1010940,942479000,960401971,0,0,0,0,0,0,0
TRP,2025-06-01,la_rioja,0,0,0,0,0,0,0,0,0,0,0
TRP,2025-06-01,mendoza,51682424,52665253,98591887106,100466793013,4260828,4282926,4117842,59,23,21,364290
TRP,2025-06-01,salta,18489344,18840958,2885615175,2940490447,0,0,7075700,46,10,6,707570
TRP,2025-06-01,san_juan,8922133,9091800,8724143450,8890049071,0,0,0,13,0,0,0
TRP,2025-06-01,chaco,10964026,11172523,8972711587,9143344183,670967,670967,813037,8,4,3,371001
TRP,2025-06-01,chubut,36085144,36771370,344948343599,351508170212,3607634,3616396,8079537,68,37,31,315869
TRP,2025-06-01,santiago_del_estero,2923233,2978825,1974754810,2012308404,0,0,0,1,0,0,0
TRP,2025-06-01,tucuman,1926324,1962956,2233100000,2275566502,0,0,0,2,0,0,0
TRP,2025-06-01,tierra_del_fuego,7397469,7538145,3810049776,3882504871,975000,975000,100000,4,2,2,537500
TRP,2025-06-01,formosa,1228549,1251913,224748130,229022130,0,0,0,0,0,0,0
TRP,2025-06-01,la_pampa,4011857,4088151,1647704150,1679038269,-1334000,-1334000,2778126,3,2,1,722063
TRP,2025-06-01,capital_federal,82774673,84348781,41725101859,42518581348,1329800,1338928,13496763,47,38,30,390172
TRP,2025-06-01,misiones,9255620,9431635,6937863248,7069799466,0,0,546128,9,1,1,546128
TRP,2025-06-01,neuquen,13534288,13791668,6929401170,7061176467,965289,972896,0,10,2,2,482644
TRP,2025-06-01,rio_negro,21946323,22363673,47153265781,48049971774,763000,773745,5276208,35,20,17,301960
TRP,2025-06-01,santa_cruz,25488734,25973459,36539771720,37234642635,0,0,1446000,27,3,2,482000
TRP,2025-07-01,buenos_aires,80778907,80778888,40549740497,40549740497,0,0,10920145,64,46,40,237394
TRP,2025-07-01,catamarca,875432,875433,498136000,498136000,0,0,0,0,0,0,0
TRP,2025-07-01,cordoba,21995527,21995526,10947244750,10947244752,0,0,3584400,14,7,3,512057
TRP,2025-07-01,entre_rios,3034794,3034797,3979396130,3979396130,0,0,470000,2,4,3,117500
TRP,2025-07-01,corrientes,3289129,3289128,1679900900,1679900900,0,0,0,2,0,0,0
TRP,2025-07-01,san_luis,4320294,4320297,3577970700,3577970700,0,0,0,4,0,0,0
TRP,2025-07-01,santa_fe,70792638,70792629,60349935786,60349935787,400000,400000,9390812,58,33,30,296691
TRP,2025-07-01,jujuy,1027534,1027535,566564000,566564000,0,0,0,0,0,0,0
TRP,2025-07-01,la_rioja,0,0,0,0,0,0,0,0,0,0,0
TRP,2025-07-01,mendoza,46303487,46303490,45082493588,45082493589,0,0,12014100,45,28,21,429075
TRP,2025-07-01,salta,6586808,6586814,2432532425,2432532425,0,0,400000,14,4,4,100000
TRP,2025-07-01,san_juan,4825285,4825293,5217669975,5217669975,0,0,100000,5,1,1,100000
TRP,2025-07-01,chaco,10405589,10405592,7977757587,7977757588,0,0,200000,8,2,1,100000
TRP,2025-07-01,chubut,28432977,28432975,104585812901,104585812903,1847067,1847067,4276906,42,40,33,153099
TRP,2025-07-01,santiago_del_estero,2356315,2356316,2245409810,2245409810,0,0,0,1,0,0,0
TRP,2025-07-01,tucuman,1125551,1125552,1352891000,1352891000,0,0,0,1,0,0,0
TRP,2025-07-01,tierra_del_fuego,7256553,7256555,3818815053,3818815053,0,0,55000,4,2,2,27500
TRP,2025-07-01,formosa,1372722,1372723,335274874,335274875,0,0,0,0,0,0,0
TRP,2025-07-01,la_pampa,4477536,4477538,2110263390,2110263390,0,0,0,3,0,0,0
TRP,2025-07-01,capital_federal,57198716,57198718,23045409674,23045409674,41322,41322,5736301,28,21,17,275124
TRP,2025-07-01,misiones,8512780,8512775,5790724380,5790724381,0,0,2248200,8,4,3,562050
TRP,2025-07-01,neuquen,13344700,13344700,7321190528,7321190528,0,0,4710451,9,9,6,523383
TRP,2025-07-01,rio_negro,22624148,22624148,37101166351,37101166351,442338,442338,1289298,31,15,13,115442
TRP,2025-07-01,santa_cruz,22334149,22334146,26283904488,26283904489,0,0,300000,21,5,4,60000
CAM,2022-07-01,buenos_aires,133429303,1413615348,294270327954,3117643909683,163411591,1366637766,42521405,2123,570,459,361285
CAM,2022-07-01,catamarca,351082,3719538,240757412,2550701883,4900,42984,0,5,2,1,2450
CAM,2022-07-01,cordoba,62387719,660966001,89382663138,946963689163,53671491,290516170,443400,1214,257,216,210563
CAM,2022-07-01,entre_rios,11311905,119843861,14073119423,149097516438,3686790,29798636,790964,270,44,37,101767
CAM,2022-07-01,corrientes,3635500,38516283,8425707063,89266065298,2388745,21189167,80000,93,20,16,123437
CAM,2022-07-01,san_luis,2263052,23975904,10815759480,114587450620,121097,1062280,0,63,6,4,20182
CAM,2022-07-01,santa_fe,98109260,1039417460,331812897785,3515388272858,93235994,567657180,39810102,1557,457,362,291129
CAM,2022-07-01,jujuy,1937770,20529694,12179272882,129033179087,35717027,210143795,2905631,24,20,15,1931132
CAM,2022-07-01,la_rioja,65653,695562,50289250,532788934,0,0,0,7,2,2,0
CAM,2022-07-01,mendoza,14788205,156673451,70560331570,747550694329,46294631,279069390,2668775,348,80,66,612042
CAM,2022-07-01,salta,2180167,23097765,6269132956,66418263490,2402650,19862707,0,40,26,22,92409
CAM,2022-07-01,san_juan,1626878,17235928,6979371811,73942881598,92537,709749,0,59,2,2,46268
CAM,2022-07-01,chaco,9378750,99363069,18340803524,194311450979,4354592,33742753,0,193,29,25,150158
CAM,2022-07-01,chubut,6234327,66049524,9084230420,96242784110,534007,4818256,0,123,11,10,48546
CAM,2022-07-01,santiago_del_estero,4969020,52644239,7745795432,82062748631,1002555,4327079,0,108,16,15,62659
CAM,2022-07-01,tucuman,2158388,22867015,5696214179,60348481496,606510,5388857,0,79,18,16,33695
CAM,2022-07-01,tierra_del_fuego,4662245,49394122,84607066213,896368677497,29982282,187053365,0,157,60,46,499704
CAM,2022-07-01,formosa,2269668,24045972,9747564660,103270471773,302400,1697211,0,48,6,6,50400
CAM,2022-07-01,la_pampa,5878751,62282348,6010902869,63682447530,326497,2894735,0,121,11,10,29681
CAM,2022-07-01,capital_federal,21141006,223978151,142088135122,1505351260437,18988865,143041733,26003901,337,175,154,257101
CAM,2022-07-01,misiones,7373376,78117121,21114488107,223697223269,7478996,47504283,0,168,40,32,186974
CAM,2022-07-01,neuquen,2731914,28943236,4518902557,47875465849,137842,1175201,0,44,7,7,19691
CAM,2022-07-01,rio_negro,3900811,41327105,7731038080,81906402020,649464,5653265,0,89,10,10,64946
CAM,2022-07-01,santa_cruz,4239579,44916173,27710633896,293580020800,1488891,13375304,0,169,35,32,42539
CAM,2022-08-01,buenos_aires,141665569,1403075289,320724536762,3176500035997,103588882,672766845,86880262,2103,609,496,312757
CAM,2022-08-01,catamarca,361415,3579516,261520412,2590134224,0,0,0,5,1,1,0
CAM,2022-08-01,cordoba,65637873,650086511,89183479946,883285482647,34846657,269294065,36271575,1216,245,204,290278
CAM,2022-08-01,entre_rios,12112430,119963156,15734494416,155836602297,2094584,17273364,11094288,271,39,31,338176
CAM,2022-08-01,corrientes,3731027,36952601,8605339780,85228471758,21984885,128606697,0,94,19,14,1157099
CAM,2022-08-01,san_luis,3753292,37173144,23548154313,233224167303,7270007,60326215,0,85,31,24,234516
CAM,2022-08-01,santa_fe,104136484,1031382119,359062812675,3556207607001,121240570,755949631,19314349,1560,454,356,309592
CAM,2022-08-01,jujuy,2076851,20569422,3623621732,35888849284,0,0,0,24,2,2,0
CAM,2022-08-01,la_rioja,93483,925874,74987250,742684064,0,0,0,8,2,2,0
CAM,2022-08-01,mendoza,16241914,160862175,92588522048,917009489156,6030397,23852287,5039026,349,67,58,165215
CAM,2022-08-01,salta,2330728,23083860,6320033924,62594487437,175271,1370159,0,41,9,7,19474
CAM,2022-08-01,san_juan,1563619,15486294,4900657891,48536791489,485784,4061691,0,59,3,3,161928
CAM,2022-08-01,chaco,10006368,99104460,20681672624,204834137411,4820775,34602824,33370871,201,44,35,867991
CAM,2022-08-01,chubut,6790511,67254140,12786309005,126637367450,10666953,70503992,0,124,27,25,395072
CAM,2022-08-01,santiago_del_estero,5159658,51101968,7680113162,76064899741,1361137,11168765,0,106,20,18,68056
CAM,2022-08-01,tucuman,2256451,22348214,5974680336,59174057880,2158261,13225910,0,80,22,19,98102
CAM,2022-08-01,tierra_del_fuego,4783924,47380649,84535041766,837246709963,17284512,135671104,40000,157,65,47,266530
CAM,2022-08-01,formosa,2270649,22488827,9720274660,96270940537,403695,3351170,0,48,5,5,80739
CAM,2022-08-01,la_pampa,6054207,59961699,6132944723,60741530196,725466,6025845,246450,122,12,12,80993
CAM,2022-08-01,capital_federal,22852965,226338902,97971911247,970327318085,34609921,259377831,28545196,333,196,171,322219
CAM,2022-08-01,misiones,7738903,76647182,22942125086,227221970295,2819568,20547001,18147500,168,38,36,551764
CAM,2022-08-01,neuquen,2854320,28269589,5186320882,51366037139,871037,7651311,0,46,15,13,58069
CAM,2022-08-01,rio_negro,4175979,41359464,8445437675,83644779255,946009,6929759,0,88,12,10,78834
CAM,2022-08-01,santa_cruz,4379232,43372527,28484629680,282115700028,2371834,20307519,0,167,23,21,103123
CAM,2022-09-01,buenos_aires,147274258,1373915559,329293915958,3071969461034,124183746,960265690,24219827,2044,607,474,244486
CAM,2022-09-01,catamarca,358431,3343798,438476737,4090531530,0,0,0,5,1,1,0
CAM,2022-09-01,cordoba,67869709,633153813,102738716078,958445276269,133237167,450613020,65000,1174,202,181,659911
CAM,2022-09-01,entre_rios,12470128,116333312,15015539354,140079351913,3458078,25140372,17081831,262,49,41,419181
CAM,2022-09-01,corrientes,3931335,36675269,11383244239,106193819489,1112302,8268513,0,90,13,13,85561
CAM,2022-09-01,san_luis,4068683,37956570,25739125181,240119245087,16568486,88473222,0,85,22,14,753113
CAM,2022-09-01,santa_fe,106543101,993936257,355413330759,3315636412475,151964761,985665434,15466144,1508,455,368,367980
CAM,2022-09-01,jujuy,2063794,19253046,18945987451,176746341304,838784,6032753,0,24,14,12,59913
CAM,2022-09-01,la_rioja,90455,843852,71277750,664947212,51000,426417,0,8,2,2,25500
CAM,2022-09-01,mendoza,16916360,157811980,75131406824,700897818469,31309783,73510754,105163,342,79,68,397657
CAM,2022-09-01,salta,2417054,22548600,6517180896,60798513772,1001751,7666299,0,39,6,6,166958
CAM,2022-09-01,san_juan,1570575,14651836,5514005491,51439931490,394736,3137328,0,59,12,9,32894
CAM,2022-09-01,chaco,9812996,91545045,19643508931,183253490651,5332628,40117480,21613000,197,52,41,518185
CAM,2022-09-01,chubut,6985347,65166027,12331068915,115036037098,815932,6937255,0,121,16,14,50995
CAM,2022-09-01,santiago_del_estero,5303611,49477154,7962378673,74280704670,663525,4981988,70900,104,14,12,52458
CAM,2022-09-01,tucuman,2269162,21168922,5746371719,53607666519,2357872,16420703,0,80,12,9,196489
CAM,2022-09-01,tierra_del_fuego,4740671,44225532,86136218166,803561252960,15079072,99613668,0,153,69,59,218537
CAM,2022-09-01,formosa,2197913,20504250,9779771640,91235089257,251172,1466651,0,47,6,5,41862
CAM,2022-09-01,la_pampa,6140285,57282484,6036645377,56315617577,17045649,120232560,18335100,117,19,15,1862144
CAM,2022-09-01,capital_federal,23258592,216978468,108729388803,1014332016877,22838006,136428614,4231009,321,150,126,180460
CAM,2022-09-01,misiones,7957051,74231010,23622297525,220371446551,395000,3180364,0,163,20,19,19750
CAM,2022-09-01,neuquen,2869049,26765256,6152589094,57397251781,282247,2237890,0,46,9,8,31360
CAM,2022-09-01,rio_negro,4285233,39976753,9174458032,85588143393,196201,1450177,0,84,16,13,12262
CAM,2022-09-01,santa_cruz,4615050,43053607,29051378225,271019118132,396885,3271350,60000,161,22,20,20767
CAM,2022-10-01,buenos_aires,163645023,1435520184,375832279494,3296860660548,113329273,757005103,64555374,2119,542,446,328200
CAM,2022-10-01,catamarca,407966,3578750,592814311,5200261624,0,0,0,5,0,0,0
CAM,2022-10-01,cordoba,75632991,663464564,109640694032,961785643990,39685836,286150338,142500,1205,207,178,192407
CAM,2022-10-01,entre_rios,13735618,120491050,17066249708,149707862663,3441544,21887709,119000,272,34,27,104721
CAM,2022-10-01,corrientes,4436040,38913635,9728159308,85336964051,925575,5677053,47324445,94,24,19,2010417
CAM,2022-10-01,san_luis,4304572,37760386,25911142478,227296671856,2081173,15524294,0,88,28,25,74327
CAM,2022-10-01,santa_fe,117024427,1026556835,360862286758,3165541498198,130713829,638409148,5089263,1559,390,317,348213
CAM,2022-10-01,jujuy,3427154,30063540,17880402765,156849743055,559254,3751535,0,25,16,13,34953
CAM,2022-10-01,la_rioja,98613,865053,73143750,641628633,496500,3518037,0,8,4,4,124125
CAM,2022-10-01,mendoza,18547371,162700471,111822453316,980924384174,67483249,114811198,14360990,359,65,57,1259142
CAM,2022-10-01,salta,2590132,22721054,6521942646,57211520445,125349,262709,0,41,4,4,31337
CAM,2022-10-01,san_juan,1828388,16038948,7234301622,63460446924,672772,5013922,0,62,11,10,61161
CAM,2022-10-01,chaco,10789652,94648537,19948395913,174990508574,6813378,48694583,18100000,203,42,35,593175
CAM,2022-10-01,chubut,7456969,65413722,13009963751,114125475723,687832,5066410,25000,121,12,9,59402
CAM,2022-10-01,santiago_del_estero,5865175,51450238,9130418621,80093487462,4974924,16218418,0,107,15,14,331661
CAM,2022-10-01,tucuman,2386330,20933278,5699896870,50000403865,1427120,11188455,0,84,15,14,95141
CAM,2022-10-01,tierra_del_fuego,5136990,45062489,86415138908,758047372420,2869578,22128662,16440400,160,54,46,357592
CAM,2022-10-01,formosa,2389814,20963828,20317950812,178232303055,85189,682117,0,49,5,4,17037
CAM,2022-10-01,la_pampa,6806077,59704003,7498476642,65777832314,975151,6044794,31494,120,14,11,71903
CAM,2022-10-01,capital_federal,25886884,227083896,112735374652,988932675621,15497916,85393909,3779732,342,144,129,133872
CAM,2022-10-01,misiones,8760302,76846720,25040451771,219658834183,16270500,92596416,0,167,23,18,707413
CAM,2022-10-01,neuquen,3379429,29644894,10651757138,93438911417,974080,6781000,0,54,9,7,108231
CAM,2022-10-01,rio_negro,4811284,42205350,10674597324,93639269185,9397350,56971210,808100,86,14,13,728960
CAM,2022-10-01,santa_cruz,5055154,44344580,37299178905,327194342558,848609,6127165,0,167,25,24,33944
CAM,2022-11-01,buenos_aires,167879621,1403660686,384179195859,3212166320480,135532531,784276577,57936760,2040,556,452,347966
CAM,2022-11-01,catamarca,419008,3503379,543564311,4544803548,0,0,0,5,0,0,0
CAM,2022-11-01,cordoba,78127130,653229811,115038928062,961853672059,54762268,192039488,7205921,1169,202,175,306773
CAM,2022-11-01,entre_rios,14117203,118035551,17722787727,148182260917,8781941,42617197,0,263,49,45,179223
CAM,2022-11-01,corrientes,4520770,37798655,9780271828,81773974523,2141643,11621899,0,90,14,13,152974
CAM,2022-11-01,san_luis,4222000,35300637,26862957984,224604272787,53331264,68986852,100000,86,30,19,1781042
CAM,2022-11-01,santa_fe,121899789,1019218123,394513934481,3298576255509,147110019,631999303,11727537,1515,374,305,424699
CAM,2022-11-01,jujuy,3358203,28078327,18048467765,150905309078,319576,2240857,0,24,8,6,39947
CAM,2022-11-01,la_rioja,99353,830701,61703750,515912132,0,0,0,8,1,1,0
CAM,2022-11-01,mendoza,20297036,169705840,93469094544,781505820057,4414782,31518007,6476049,349,63,54,172870
CAM,2022-11-01,salta,2743978,22942722,10294426842,86072883561,30000,225041,0,39,3,3,10000
CAM,2022-11-01,san_juan,1878227,15704072,6341560019,53022510675,929430,6106316,0,60,10,9,92943
CAM,2022-11-01,chaco,11342835,94838722,22012473947,184048819413,15938722,79085173,0,196,33,30,482991
CAM,2022-11-01,chubut,7668300,64115526,12756106146,106655266572,1122777,7327270,0,119,14,11,80198
CAM,2022-11-01,santiago_del_estero,6065654,50715627,8594004300,71855455650,14975030,46479426,2194304,104,12,10,1430777
CAM,2022-11-01,tucuman,2467873,20634190,6202531451,51860076864,3327761,13763051,0,80,15,13,221850
CAM,2022-11-01,tierra_del_fuego,8770939,73334845,105160480984,879258843021,3211612,18098036,23305966,154,28,22,947056
CAM,2022-11-01,formosa,2549887,21319901,11532993040,96428677599,511100,3432564,0,46,7,6,73014
CAM,2022-11-01,la_pampa,7325448,61248909,7921759086,66234736310,32285566,210732480,0,115,18,13,1793642
CAM,2022-11-01,capital_federal,28231337,236045399,124026197109,1036997259375,50779525,262783710,18100000,342,153,126,450192
CAM,2022-11-01,misiones,9225315,77133914,31775581380,265679280458,1390275,8932751,65000,185,28,26,51974
CAM,2022-11-01,neuquen,4011779,33542942,9530105786,79682307547,1055108,5661163,0,60,13,9,81162
CAM,2022-11-01,rio_negro,4891151,40895472,10543335937,88154041055,568304,3748992,0,83,19,17,29910
CAM,2022-11-01,santa_cruz,5267973,44046118,34784063519,290833544693,665593,4257460,72000,163,27,25,27318
CAM,2022-12-01,buenos_aires,183959402,1463126160,384175953077,3055554047417,158066631,679482886,142949525,2095,574,467,524418
CAM,2022-12-01,catamarca,504929,4015970,659329911,5243998649,0,0,0,5,1,1,0
CAM,2022-12-01,cordoba,86261816,686085831,122799305424,976687665402,16720731,108621480,3952635,1209,207,175,99871
CAM,2022-12-01,entre_rios,15466261,123011350,19489756280,155012314571,1057418,7126815,370000,276,46,41,31030
CAM,2022-12-01,corrientes,4991042,39696404,10512861103,83614330968,869884,5793377,0,94,12,11,72490
CAM,2022-12-01,san_luis,4629615,36821772,36468931508,290056653430,1806292,7517746,83740,90,31,22,60968
CAM,2022-12-01,santa_fe,135273785,1075903775,409725119472,3258760047570,91450093,540586212,2366967,1572,418,359,224442
CAM,2022-12-01,jujuy,3426049,27249173,17959312500,142839887704,311033,1909927,0,24,9,7,34559
CAM,2022-12-01,la_rioja,104189,828669,73748750,586562719,0,0,0,8,0,0,0
CAM,2022-12-01,mendoza,23189419,184437709,95584777535,760236166603,42986246,257184507,6476049,373,72,64,686976
CAM,2022-12-01,salta,3399461,27037715,8303471748,66041891755,6159400,27742889,0,38,7,4,879914
CAM,2022-12-01,san_juan,2321764,18466224,10609601436,84383757887,54049,405440,0,65,4,4,13512
CAM,2022-12-01,chaco,12303470,97856014,19680638870,156530504519,37658540,237451057,55238750,204,64,48,1451520
CAM,2022-12-01,chubut,8502670,67626225,37692306311,299786798680,923811,5922165,0,125,16,15,57738
CAM,2022-12-01,santiago_del_estero,6743358,53633464,10435448051,82998624130,818115,5448004,0,107,13,12,62931
CAM,2022-12-01,tucuman,2600695,20684699,6438307393,51207255570,2302983,7523963,0,80,22,15,104681
CAM,2022-12-01,tierra_del_fuego,9460138,75241481,254786976285,2026455248932,3686316,23584075,0,160,60,48,61438
CAM,2022-12-01,formosa,2710519,21558203,11454435820,91103171477,745500,5244659,0,47,2,2,372750
CAM,2022-12-01,la_pampa,8229924,65456940,10120821555,80496233608,1513681,9469266,0,119,15,14,100912
CAM,2022-12-01,capital_federal,32391666,257628009,129314674604,1028507834035,43938491,113479541,38160124,354,161,133,509929
CAM,2022-12-01,misiones,9910702,78825043,34371876089,273377665257,1894557,11151537,0,192,28,26,67662
CAM,2022-12-01,neuquen,4116037,32737008,9858965647,78413555413,1387286,8649991,0,62,11,10,126116
CAM,2022-12-01,rio_negro,5603024,44563811,11257072756,89533438905,34186338,204370616,0,87,27,22,1266160
CAM,2022-12-01,santa_cruz,6912939,54982230,148444844546,1180660168714,1182428,7190522,0,168,15,15,78828
CAM,2023-01-01,buenos_aires,198585450,1489659921,418895940785,3142287321245,150719593,825209415,72157964,2117,473,393,471199
CAM,2023-01-01,catamarca,607864,4559812,575984911,4320667513,0,0,0,5,0,0,0
CAM,2023-01-01,cordoba,93466025,701121954,133148617256,998795097104,48740198,271051917,18100000,1212,193,164,346322
CAM,2023-01-01,entre_rios,16383208,122896273,22530582897,169009909347,12551285,76451311,0,277,47,39,267048
CAM,2023-01-01,corrientes,5133752,38510074,10931091939,81998005382,2324976,8048245,1382304,95,6,6,617880
CAM,2023-01-01,san_luis,4895832,36725381,34789480254,260968255049,2917718,14636643,2961852,90,32,22,183736
CAM,2023-01-01,santa_fe,145639487,1092493512,444296188308,3332823604823,90508423,504727492,14555990,1570,384,310,273605
CAM,2023-01-01,jujuy,3541926,26569244,17904577054,134308595504,3509311,17908052,0,26,9,7,389923
CAM,2023-01-01,la_rioja,118722,890577,187385750,1405647105,0,0,0,8,0,0,0
CAM,2023-01-01,mendoza,25147404,188639632,99457688345,746067466091,86899521,448206624,37741049,378,85,66,1466359
CAM,2023-01-01,salta,3759237,28199368,8739220387,65555997913,15795,24447,4784647,38,8,5,600055
CAM,2023-01-01,san_juan,2900193,21755404,12985210145,97406676045,1156456,6651211,0,69,9,9,128495
CAM,2023-01-01,chaco,13107362,98322972,20547954021,154137505545,3948922,20218852,0,219,43,35,91835
CAM,2023-01-01,chubut,9212420,69105646,42430968286,318289772446,857111,4882177,0,128,15,14,57140
CAM,2023-01-01,santiago_del_estero,7133803,53513206,9971289313,74798184790,10027270,17436837,0,106,11,10,911570
CAM,2023-01-01,tucuman,2913676,21856510,7817150657,58639225178,4656890,11394406,0,79,20,17,232844
CAM,2023-01-01,tierra_del_fuego,11845240,88855343,243751285434,1828465017652,27705737,165371513,67951343,155,55,45,1739219
CAM,2023-01-01,formosa,2757348,20683851,11495234370,86229838245,75000,490021,0,47,3,2,25000
CAM,2023-01-01,la_pampa,9249147,69381118,12642358509,94834824091,1039991,6379005,0,122,13,11,79999
CAM,2023-01-01,capital_federal,34189920,256470742,126303747333,947449295239,27761541,84913426,27917468,358,143,123,389363
CAM,2023-01-01,misiones,10462998,78486657,35105765853,263340825719,1471829,8552536,0,193,37,33,39779
CAM,2023-01-01,neuquen,4510386,33834029,12178255063,91353419200,330012,2032118,0,63,4,3,82503
CAM,2023-01-01,rio_negro,5863122,43981363,13759100252,103211900773,1120184,4604206,0,89,20,16,56009
CAM,2023-01-01,santa_cruz,7913468,59361742,132441658218,993491946115,14747823,82895227,0,167,28,25,526707
CAM,2023-02-01,buenos_aires,193984104,1364695422,424690015698,2987732163823,143090213,729386758,52518142,1914,462,374,423394
CAM,2023-02-01,catamarca,533844,3755643,621770911,4374213853,0,0,0,4,0,0,0
CAM,2023-02-01,cordoba,90346806,635597822,140416831125,987844939117,22864158,106848010,14697198,1098,175,150,214636
CAM,2023-02-01,entre_rios,16246445,114295167,25034846935,176122382537,2693071,14320252,0,249,36,31,74807
CAM,2023-02-01,corrientes,4974909,34998931,11216685790,78910385623,10783682,59367874,0,86,12,10,898640
CAM,2023-02-01,san_luis,4735893,33317436,36699266198,258182613102,4313084,25632302,0,80,35,24,123230
CAM,2023-02-01,santa_fe,142261736,1000823991,450804780779,3171451866957,64313927,264316430,10391832,1409,327,270,228457
CAM,2023-02-01,jujuy,3182807,22391346,17943852614,126236604626,0,0,0,23,5,3,0
CAM,2023-02-01,la_rioja,118834,836012,160765500,1130999641,0,0,0,7,0,0,0
CAM,2023-02-01,mendoza,24252943,170621636,98352092997,691915752105,55776963,173699631,54168783,349,68,56,1616849
CAM,2023-02-01,salta,3477770,24466416,9003112350,63337698904,1217902,5057908,0,35,11,7,110718
CAM,2023-02-01,san_juan,2677641,18837441,9858446168,69355048666,753250,3864560,0,59,7,7,107607
CAM,2023-02-01,chaco,12555642,88330093,22822288062,160556833405,20519473,78757834,5215631,198,52,35,494905
CAM,2023-02-01,chubut,8875006,62436466,45024310896,316750045556,1544316,6559949,0,116,14,13,110308
CAM,2023-02-01,santiago_del_estero,6833995,48077760,10245775254,72079943356,1724519,10024984,0,95,11,11,156774
CAM,2023-02-01,tucuman,3036848,21364505,12500092736,87939268027,1511722,9651756,0,71,11,11,137429
CAM,2023-02-01,tierra_del_fuego,10826523,76165561,249776687017,1757201285677,37991497,217148972,0,139,43,34,883523
CAM,2023-02-01,formosa,2561725,18021968,11440378170,80484081474,153679,835412,0,42,3,2,51226
CAM,2023-02-01,la_pampa,8971623,63116178,11996356887,84395441368,3536187,16223793,0,112,10,8,353618
CAM,2023-02-01,capital_federal,32242893,226831630,129590016440,911677331546,20941814,95854231,9176751,319,139,121,216680
CAM,2023-02-01,misiones,9976806,70187721,36377924726,255921947173,6721580,29854379,0,177,23,21,292242
CAM,2023-02-01,neuquen,4718998,33198553,11501013446,80910656051,101423,558356,0,58,6,6,16903
