coverable,fecha,provincia,prima_dev,prima_dev_ipc,sa,sa_ipc,pagos,pagos_ipc,rva,ar,cant_stros_total,cant_stros_nro_stro,coste_medio
AUT,2023-12-01,salta,43982134,112332877,55141601821,140834774282,28379038,49951796,2523425,359,94,78,328749
AUT,2023-12-01,san_juan,53891139,137640986,211516879070,540226089545,87632869,127947518,25327082,362,115,85,982260
AUT,2023-12-01,chaco,199882939,510512421,194836615453,497623751515,262543140,447960765,66964812,1040,456,324,722605
AUT,2023-12-01,chubut,396967277,1013876960,484434033833,1237271960998,388329711,713699125,22284979,2468,1006,784,408165
AUT,2023-12-01,santiago_del_estero,81236348,207482244,84452250817,215695831995,123202010,218047267,26818127,536,131,103,1145191
AUT,2023-12-01,tucuman,47801586,122087988,102251572202,261156306998,39925164,65571227,6418036,317,123,96,376773
AUT,2023-12-01,tierra_del_fuego,65314870,166817900,61771708645,157768442654,88218656,146399227,1700417,266,154,105,583890
AUT,2023-12-01,formosa,31428416,80269982,28837977934,73653829044,16159794,28580261,3015694,196,62,42,309282
AUT,2023-12-01,la_pampa,259302359,662272979,239611577749,611981541324,192781378,333393201,16402559,1733,421,323,496873
AUT,2023-12-01,capital_federal,547198395,1397575700,573767920334,1465435766888,637130674,1122347031,112638773,1709,1166,799,643026
AUT,2023-12-01,misiones,142702895,364471285,167068304088,426701911489,87568488,150856557,24167547,834,276,186,404840
AUT,2023-12-01,neuquen,162715551,415584794,123891193581,316425125679,259557484,415334373,11502794,752,372,283,728656
AUT,2023-12-01,rio_negro,186457336,476222593,153945036437,393184342639,196042370,327424452,11496280,1099,422,334,491797
AUT,2023-12-01,santa_cruz,212696693,543239421,208763057738,533192673929,206402485,370712035,7930738,1418,408,339,525326
AUT,2024-01-01,buenos_aires,3767659040,7978175042,3695539079949,7825458484511,3382933334,5456759168,468072508,14836,5948,4416,647445
AUT,2024-01-01,catamarca,13966427,29574483,18359948434,38877958299,4401653,7373395,932006,75,16,14,333353
AUT,2024-01-01,cordoba,1844237527,3905250018,1579227428924,3344080096404,1376156506,2246471244,170488355,7906,2807,2140,550995
AUT,2024-01-01,entre_rios,368641238,780613128,358315038472,758747072435,219215618,370917355,21569349,2316,557,434,432288
AUT,2024-01-01,corrientes,174723290,369983786,200405140200,424366261801,135040387,219637464,7620129,1157,271,197,526422
AUT,2024-01-01,san_luis,132489654,280552384,163117801905,345408764263,173315476,275420149,16088753,902,360,298,526122
AUT,2024-01-01,santa_fe,2791620252,5911372513,2213591867940,4687373314059,2317839562,3690629199,339001101,10104,4587,3274,579210
AUT,2024-01-01,jujuy,18532140,39242597,31543085483,66793802080,8758242,13987531,513500,104,37,31,250587
AUT,2024-01-01,la_rioja,8274888,17522411,11040591186,23378913348,3510156,5277192,0,53,5,4,702031
AUT,2024-01-01,mendoza,459022014,971998271,516538168717,1093791164846,478906118,774693968,93642688,1949,925,729,618971
AUT,2024-01-01,salta,52767845,111738128,69774688850,147750820394,37036544,57082119,2962662,366,101,83,396031
AUT,2024-01-01,san_juan,62672770,132712239,236355778684,500493241662,46665567,74809940,2472096,361,108,84,454978
AUT,2024-01-01,chaco,234538658,496645386,254826238285,539605211922,221308244,344255554,29299016,1026,394,280,636059
AUT,2024-01-01,chubut,464753816,984135647,441310180512,934492755075,408455519,682665059,44353567,2481,914,754,495414
AUT,2024-01-01,santiago_del_estero,95453916,202127647,107394669385,227412701778,37751482,62373902,20094710,533,124,104,466501
AUT,2024-01-01,tucuman,56519585,119682557,123668593276,261873415891,93205918,146244278,14564117,318,112,86,962232
AUT,2024-01-01,tierra_del_fuego,75940302,160806773,72641849971,153822153903,69975766,106040364,1231500,264,122,93,583666
AUT,2024-01-01,formosa,37170005,78709028,37117601939,78598073729,13475738,23159286,2641153,193,55,45,293034
AUT,2024-01-01,la_pampa,315638689,668378129,320267787075,678180427107,256316978,420778910,47797188,1737,431,323,705601
AUT,2024-01-01,capital_federal,646551282,1369099307,691804136576,1464924178455,664688770,1023947294,96817083,1680,905,644,841442
AUT,2024-01-01,misiones,170895935,361879299,215653118495,456654493256,115608844,176856371,13280018,841,200,139,644444
AUT,2024-01-01,neuquen,193135466,408972439,167236119109,354129473122,141568108,229069041,21308104,751,335,263,486197
AUT,2024-01-01,rio_negro,224888506,476210794,217636500904,460854388393,206027239,336487508,19940123,1101,467,377,483870
AUT,2024-01-01,santa_cruz,254661109,539255584,252604043381,534899621293,232545672,366865797,20857544,1426,374,312,677548
AUT,2024-02-01,buenos_aires,4053365650,7579582721,3731467847393,6977650988571,2925229968,4427696863,418198620,13820,5274,3854,633945
AUT,2024-02-01,catamarca,14679415,27449734,19320373006,36128093654,10492807,16076854,245000,70,12,9,894817
AUT,2024-02-01,cordoba,1994491630,3729595531,1619961319279,3029243494153,1510687094,2286802175,128938268,7370,2485,1841,659808
AUT,2024-02-01,entre_rios,403940201,755347152,423622370817,792151822122,220151514,343314615,27417149,2132,582,443,425375
AUT,2024-02-01,corrientes,188340978,352187860,199392656079,372853906494,129678528,189927290,21913688,1077,246,180,616228
AUT,2024-02-01,san_luis,142960129,267327961,166234286615,310849478509,152464752,228733491,17332808,840,240,192,707489
AUT,2024-02-01,santa_fe,3033958727,5673345038,2288105218007,4278637868380,2041048455,3070751368,242221227,9406,4125,2881,553519
AUT,2024-02-01,jujuy,19785822,36998457,45714595208,85483917727,18790996,27682541,871806,96,40,33,491570
AUT,2024-02-01,la_rioja,9486178,17738645,15243610969,28504760454,2169678,3329330,2000,52,9,9,241297
AUT,2024-02-01,mendoza,499515846,934068664,583708809122,1091505143643,799649019,1174488193,124326429,1816,875,661,1055971
AUT,2024-02-01,salta,57239571,107035018,75069856072,140376730227,16723444,26001505,946131,344,78,64,226533
AUT,2024-02-01,san_juan,67319369,125883709,239348539362,447569332100,78308317,103395296,27697170,338,104,81,1019283
AUT,2024-02-01,chaco,252871672,472856844,261136983851,488312591196,180362246,267525403,64953132,948,327,236,750199
AUT,2024-02-01,chubut,509648000,953015287,473001269135,884487796291,451581631,689512793,40724259,2330,808,653,609289
AUT,2024-02-01,santiago_del_estero,101329342,189480612,111784275630,209030787120,36574177,56144315,2736363,495,109,92,360647
AUT,2024-02-01,tucuman,60629683,113374344,147410048091,275649130532,32212316,47344696,2678474,298,100,80,348907
AUT,2024-02-01,tierra_del_fuego,81603392,152594062,76652295317,143335809415,94852412,143410411,7521406,246,125,98,818990
AUT,2024-02-01,formosa,40073974,74936224,37410521481,69955731318,15270156,23004016,3451291,178,32,25,585045
AUT,2024-02-01,la_pampa,337331213,630791745,325962235014,609532442610,219262418,336079788,15689514,1624,375,292,626538
AUT,2024-02-01,capital_federal,694262876,1298235512,728193464372,1361683941629,475131045,702235764,59401914,1576,806,574,663192
AUT,2024-02-01,misiones,183095052,342378178,218792646677,409130880866,179339257,269743767,3838186,787,149,108,1229378
AUT,2024-02-01,neuquen,209900440,392502924,174789239032,326846794977,181453531,274719166,18394501,697,309,241,646757
AUT,2024-02-01,rio_negro,244215718,456670664,222841619665,416702250019,246146206,367094354,16622208,1032,406,321,647212
AUT,2024-02-01,santa_cruz,277640179,519172678,264151132838,493948893201,167133192,253963668,18012272,1337,319,261,580393
AUT,2024-03-01,buenos_aires,4806985945,8097323117,4328631086028,7291538672088,4198393346,6007481184,568860360,14663,6320,4580,754312
AUT,2024-03-01,catamarca,17379356,29275355,21695716878,36546232629,2130710,3204289,108000,74,15,12,149247
AUT,2024-03-01,cordoba,2393450002,4031744269,1767767020898,2977787051005,1501223856,2162594127,235616545,7813,2537,1818,684604
AUT,2024-03-01,entre_rios,482020301,811958654,433477748190,730189221909,310051231,439612524,35862029,2260,658,498,525704
AUT,2024-03-01,corrientes,225117757,379208709,223545087795,376559614458,165586789,238957848,21093119,1141,292,206,639314
AUT,2024-03-01,san_luis,169181346,284984397,177691433421,299319561526,186186518,273395804,5997540,889,281,240,683929
AUT,2024-03-01,santa_fe,3636853019,6126245029,2666802146280,4492203330571,3138470375,4382817247,368111094,10019,5912,4403,593129
AUT,2024-03-01,jujuy,23640582,39822339,50408805001,84913161640,8824945,12896580,533821,101,28,22,334241
AUT,2024-03-01,la_rioja,12914138,21753761,16949459979,28551207168,10251045,14557032,262876,60,13,9,808763
AUT,2024-03-01,mendoza,596902328,1005476442,644225628907,1085192060410,573786191,807517411,80482249,1918,717,521,912508
AUT,2024-03-01,salta,69494806,117063366,93511510707,157519267206,34460495,48780720,1176224,365,73,59,488174
AUT,2024-03-01,san_juan,80458165,135531002,277795475057,467943885470,49342282,70391516,6763757,362,97,81,578412
AUT,2024-03-01,chaco,303659219,511511118,283066855985,476823477500,292292906,413639826,45267107,990,384,261,879062
AUT,2024-03-01,chubut,619958653,1044314656,503950636927,848900145413,372565660,548791810,42217431,2488,748,594,554522
AUT,2024-03-01,santiago_del_estero,122218357,205875644,120969702107,203772334358,39382798,58248434,1421242,525,102,83,400039
AUT,2024-03-01,tucuman,73359834,123573964,158017647308,266179252354,83212320,119696110,6589215,316,132,96,680314
AUT,2024-03-01,tierra_del_fuego,97889551,164894042,86254502452,145294904498,105254086,150996282,5629753,263,136,99,815322
AUT,2024-03-01,formosa,47581199,80150107,45737498135,77044388817,46191328,60685396,579934,190,33,27,1417310
AUT,2024-03-01,la_pampa,401326930,676031535,348103113979,586376447283,299003675,417149111,32977347,1738,458,327,724849
AUT,2024-03-01,capital_federal,812289887,1368294734,833960191392,1404798160211,675651485,953001960,87135333,1688,950,647,802933
AUT,2024-03-01,misiones,218053610,367309274,235201381293,396194531995,94942632,137714934,23278084,837,169,123,699530
AUT,2024-03-01,neuquen,250086498,421268392,199496925445,336050709298,222862744,312648746,13719909,738,337,251,702025
AUT,2024-03-01,rio_negro,288137205,485364386,240525252345,405162543113,204925076,297472564,14530592,1095,370,306,593123
AUT,2024-03-01,santa_cruz,333223320,561311495,279285795561,470454316441,191576480,269827056,15591173,1430,300,245,690558
AUT,2024-04-01,buenos_aires,5138479456,7953292129,4568828565197,7071591707735,3798339366,5245085472,751064042,14071,6041,4258,753087
AUT,2024-04-01,catamarca,18658355,28879219,23265203217,36009672021,23942552,32990320,16402400,71,27,16,1494257
AUT,2024-04-01,cordoba,2582587205,3997305139,1946698776982,3013082835736,1424458232,1993809019,166058844,7506,2495,1813,637481
AUT,2024-04-01,entre_rios,517587455,801117087,462541122187,715916983477,336883988,466159706,22008794,2162,577,440,621997
AUT,2024-04-01,corrientes,242316652,375055504,239473522521,370654961538,115358577,161974123,42837172,1091,229,172,690811
AUT,2024-04-01,san_luis,183709160,284343405,200083474060,309687399294,134987905,184965875,35172569,849,212,174,802643
AUT,2024-04-01,santa_fe,3901923700,6039362171,2909719673992,4503637907513,2717092030,3709427919,468484567,9628,4417,3006,721208
AUT,2024-04-01,jujuy,25330429,39206213,54562849494,84451887070,11507272,15732460,5682975,96,27,21,636675
AUT,2024-04-01,la_rioja,13742488,21270506,18041267006,27924110600,2749835,3913306,252000,57,9,6,333537
AUT,2024-04-01,mendoza,639086328,989172024,692686317788,1072133644579,437656810,612543938,81264677,1827,781,581,664432
AUT,2024-04-01,salta,75724248,117205297,95355481909,147590356154,12346619,18241258,930204,345,56,49,237086
AUT,2024-04-01,san_juan,89161594,138003495,281846323539,436239201350,57731375,79147235,2930553,352,98,80,618999
AUT,2024-04-01,chaco,323266517,500349050,302559687988,468299160333,111130941,155128498,41112032,940,350,247,434979
AUT,2024-04-01,chubut,650789956,1007286735,726178802565,1123973010907,412339841,587441368,28004116,2363,724,593,608209
AUT,2024-04-01,santiago_del_estero,132496906,205077505,132365956382,204874835184,114746333,154394886,27850471,501,115,100,1239972
AUT,2024-04-01,tucuman,79337282,122797532,158757657474,245723672553,72329906,94220205,16716262,303,118,86,754628
AUT,2024-04-01,tierra_del_fuego,105076049,162635768,104263191897,161377629472,143882841,195669774,1560996,251,112,74,1298605
AUT,2024-04-01,formosa,51471479,79667081,45736293723,70790223536,39505014,54716941,1254000,182,35,23,1164543
AUT,2024-04-01,la_pampa,432465042,669365431,370355988106,573233663043,208935047,285969198,48990843,1675,429,311,601225
AUT,2024-04-01,capital_federal,863605762,1336681186,989820098208,1532034633938,628203818,862829396,156981031,1633,1004,675,782056
AUT,2024-04-01,misiones,234689041,363249510,258628511717,400302881311,108370289,148288388,48402451,798,207,143,757356
AUT,2024-04-01,neuquen,270932902,419347459,214796449373,332460009961,193722378,267289933,14908233,707,333,255,626518
AUT,2024-04-01,rio_negro,307588911,476083299,275478380677,426382956762,196416990,273775002,16834126,1045,374,283,570190
AUT,2024-04-01,santa_cruz,350935043,543174133,451871582933,699402766694,309038736,433299161,25547373,1365,387,314,864563
AUT,2024-05-01,buenos_aires,5613258592,8339851558,4927586873089,7321120585859,3995831439,5328704044,594210698,14430,5826,4153,787854
AUT,2024-05-01,catamarca,20166304,29961901,23475025097,34877820295,15510828,18898519,1176267,72,22,14,758504
AUT,2024-05-01,cordoba,2840465338,4220197526,1999192216949,2970282954202,1718029091,2300395444,214648825,7710,2547,1832,758805
AUT,2024-05-01,entre_rios,574043468,852880280,477758322456,709825393160,380564490,509857312,32318041,2214,619,454,667015
AUT,2024-05-01,corrientes,268268896,398578289,241775287544,359215591797,129153485,174654612,38400760,1115,285,211,587909
AUT,2024-05-01,san_luis,202364005,300660601,201786279606,299802260943,81602894,112851489,11710152,872,189,154,493719
AUT,2024-05-01,santa_fe,4281322074,6360938091,3029181662190,4500581074721,2534503528,3365240681,407881745,9866,4367,3001,673777
AUT,2024-05-01,jujuy,26628619,39563243,52777573694,78413834429,50454471,66736142,7636049,99,31,25,1873887
AUT,2024-05-01,la_rioja,15093422,22424929,22374335260,33242479671,340000,445729,38000,59,7,7,54000
AUT,2024-05-01,mendoza,692924031,1029506049,741333793659,1101430423681,472544901,636646712,127507560,1869,696,518,862144
AUT,2024-05-01,salta,81726796,121424902,96034732036,142682792140,31702800,41678568,4071521,350,72,57,496865
AUT,2024-05-01,san_juan,98673383,146603153,290726617521,431944616907,54501903,68121327,5989715,371,103,78,587297
AUT,2024-05-01,chaco,352303724,523432302,326810001529,485555200074,227881031,300634683,41556781,951,327,217,823968
AUT,2024-05-01,chubut,738062799,1096570590,545726663529,810808781987,393177541,535415044,50874070,2408,690,539,643553
AUT,2024-05-01,santiago_del_estero,146025016,216955406,131140139444,194840354774,48635385,64808722,15593234,508,109,89,589253
AUT,2024-05-01,tucuman,86627559,128706154,165403491384,245746840573,51021389,66025318,18423678,312,101,73,687574
AUT,2024-05-01,tierra_del_fuego,115809065,172062329,103785283394,154198108373,116043205,153163384,4040134,263,129,91,930878
AUT,2024-05-01,formosa,55617562,82633335,45360884409,67394550959,16711225,21900529,1446519,183,37,29,490749
AUT,2024-05-01,la_pampa,469532614,697604167,383114628060,569209323518,296474110,388484848,49829486,1726,389,271,890240
AUT,2024-05-01,capital_federal,920723404,1367957107,1004741467523,1492786150774,675911036,878238869,68703337,1654,888,615,838529
AUT,2024-05-01,misiones,256975241,381798776,258878511966,384626563057,118750364,161471574,20325507,814,231,151,602060
AUT,2024-05-01,neuquen,292548048,434650823,221851820901,329614469512,148504037,196166146,9431584,725,276,213,572230
AUT,2024-05-01,rio_negro,336399298,499802397,277204078649,411853619059,226397167,301764872,51475197,1069,332,259,836964
AUT,2024-05-01,santa_cruz,391732009,582012541,323137635842,480099013668,194170243,266544371,16475952,1403,361,288,583507
AUT,2024-06-01,buenos_aires,5600157692,7956225449,4962304347567,7050017826849,3581978625,4635659202,740087324,13905,5072,3572,852142
AUT,2024-06-01,catamarca,19820547,28159343,23056886660,32757253609,22007692,28415103,5153809,70,23,16,1180934
AUT,2024-06-01,cordoba,2834850240,4027512974,2006213774688,2850257035050,1378735698,1781534385,323112821,7449,2264,1603,751699
AUT,2024-06-01,entre_rios,574387870,816041184,494370788940,702359756972,236086843,311306345,37199473,2133,510,383,535855
AUT,2024-06-01,corrientes,269562075,382970774,239444986227,340182968108,114709377,148841150,18226723,1077,229,168,580506
AUT,2024-06-01,san_luis,206265495,293044401,221158106724,314202532910,58601941,77257710,6579896,837,147,128,443413
AUT,2024-06-01,santa_fe,4262748114,6056148109,3035496597234,4312574083716,2272733320,2924408926,463787631,9499,3769,2563,726060
AUT,2024-06-01,jujuy,27263569,38733768,54621367553,77601369843,31698075,39703403,1286217,97,27,22,1221640
AUT,2024-06-01,la_rioja,15194760,21587413,20637785468,29320401418,4204408,5384442,1504011,56,18,14,317134
AUT,2024-06-01,mendoza,690140833,980493151,751864481808,1068184784431,448690283,580613459,77078409,1792,527,394,997663
AUT,2024-06-01,salta,79959786,113599984,92160125972,130933228930,16904532,21829984,3551110,337,67,55,305308
AUT,2024-06-01,san_juan,98447286,139865504,306851426673,435948276528,52306473,65543017,5110464,365,98,82,585887
AUT,2024-06-01,chaco,348497741,495115788,315270449969,447909305242,171700890,213189780,67190451,913,267,180,894724
AUT,2024-06-01,chubut,745017360,1058457090,561872720831,798260731540,446586113,587596604,85601278,2294,654,504,813742
AUT,2024-06-01,santiago_del_estero,145319445,206457451,132244831905,187882152566,44515519,58461528,37393525,489,142,110,576824
AUT,2024-06-01,tucuman,85575392,121578192,160232863163,227645154845,57469176,75329821,22125215,302,88,70,904481
AUT,2024-06-01,tierra_del_fuego,112941772,160458051,95219200539,135279300549,173373509,217765586,9331054,251,149,103,1226205
AUT,2024-06-01,formosa,54312522,77162569,44214017475,62815496491,10353093,13479631,1942591,175,29,21,423989
AUT,2024-06-01,la_pampa,462460413,657024252,390378454166,554616337281,259404988,330861949,31261270,1674,329,233,883484
AUT,2024-06-01,capital_federal,935826256,1329541939,1141340306814,1621518743148,705688894,896837946,147884887,1591,881,597,968869
AUT,2024-06-01,misiones,259537021,368728008,283503746443,402777888324,164771467,209639506,88508480,791,223,159,1135784
AUT,2024-06-01,neuquen,293127996,416451209,221747336178,315039659714,156017921,199430945,38189424,702,271,206,716632
AUT,2024-06-01,rio_negro,337027805,478820269,286235519019,406658957318,185216002,239466590,46274042,1028,308,235,751591
AUT,2024-06-01,santa_cruz,394092577,559893036,347902464217,494270081600,163083147,208519113,45785976,1344,305,241,684816
AUT,2024-08-01,buenos_aires,6125697626,8030595355,5451448887139,7146676515203,3785670564,4603548251,1137290712,14458,5646,4065,871937
AUT,2024-08-01,catamarca,21611432,28331896,22660518210,29707220344,5449629,6711186,639000,74,17,17,358154
AUT,2024-08-01,cordoba,3045003152,3991902618,2111674521589,2768338293877,1460425719,1792606727,422931856,7711,2398,1722,785386
AUT,2024-08-01,entre_rios,624211318,818321262,576423200551,755672525877,362849597,446454289,78351967,2196,568,418,776763
AUT,2024-08-01,corrientes,287920440,377454507,246281264630,322866923372,165764176,195192222,72072024,1118,262,198,907771
AUT,2024-08-01,san_luis,223613961,293150839,211521967305,277298587529,129865845,158649225,18245086,853,158,123,937410
AUT,2024-08-01,santa_fe,4569451632,5990406106,3170604648292,4156562089702,2440203982,2959113564,812482001,9744,4251,2864,765157
AUT,2024-08-01,jujuy,29713957,38954066,58614852504,76842211778,2759882,3461098,7599716,99,19,16,545242
AUT,2024-08-01,la_rioja,16484756,21611007,26438209650,34659653961,1880235,2191548,451000,60,11,9,211930
AUT,2024-08-01,mendoza,739408137,969340571,871246762552,1142176860897,493269648,593822770,169165072,1831,712,513,930385
AUT,2024-08-01,salta,87429970,114617897,93658289960,122783046329,39867476,47351873,13047006,356,84,64,629934
AUT,2024-08-01,san_juan,107846984,141383972,308852281607,404895541239,53397117,65753368,14203723,378,116,89,582765
AUT,2024-08-01,chaco,366230089,480116099,337129441841,441966001059,216120177,264212130,60639643,933,365,239,758246
AUT,2024-08-01,chubut,822512448,1078287711,529255711702,693837444609,524404295,651121447,149243964,2350,798,610,844170
AUT,2024-08-01,santiago_del_estero,157477218,206447662,133754193867,175347504107,47225741,57385470,39465862,508,138,106,628200
AUT,2024-08-01,tucuman,92963468,121872160,192494554724,252354253338,43139985,52880006,19971737,307,120,86,525931
AUT,2024-08-01,tierra_del_fuego,123069022,161339617,104488416878,136980999074,134520024,160631069,11788049,260,130,87,1125446
AUT,2024-08-01,formosa,57236468,75035184,46867295423,61441537184,21580098,25200327,2373311,179,33,23,725860
AUT,2024-08-01,la_pampa,492161714,645208401,404682994786,530526565499,305845133,369847381,86466319,1728,400,277,980778
AUT,2024-08-01,capital_federal,1062250570,1392576809,1246434193256,1634035677827,561770323,674545219,279728279,1692,942,632,893310
AUT,2024-08-01,misiones,284325402,372741605,296642851887,388889366285,99450991,123123323,65954777,822,210,140,787646
AUT,2024-08-01,neuquen,321355285,421286571,243194007938,318819627803,229631988,278264539,54443316,730,331,239,858233
AUT,2024-08-01,rio_negro,367340888,481572271,291089816864,381609513554,225668500,271465236,60926244,1066,320,242,895608
AUT,2024-08-01,santa_cruz,427715585,560721492,355317599189,465810098232,201712201,246624358,51758670,1367,317,255,799592
AUT,2024-07-01,buenos_aires,5955282604,8132923899,5274117022312,7202679388999,4115180335,5150884460,823057846,14399,5552,3998,889452
AUT,2024-07-01,catamarca,20767855,28361934,23389387911,31942078933,4596741,5773640,3497606,72,17,13,476138
AUT,2024-07-01,cordoba,2981261071,4071405254,2080987219914,2841932345057,1204546243,1531527872,307571700,7697,2323,1662,650933
AUT,2024-07-01,entre_rios,606650495,828481611,493781819510,674340770045,396022137,490660975,69930978,2198,585,434,796501
AUT,2024-07-01,corrientes,282901420,386348682,247874974736,338514288518,141887965,179248543,40074377,1116,285,208,638464
AUT,2024-07-01,san_luis,218177470,297957434,218293139187,298115397801,124182950,159694314,15577275,855,177,148,789605
AUT,2024-07-01,santa_fe,4478779749,6116514751,3151498897597,4303893155568,2516876786,3166774722,634289649,9807,4186,2836,752787
AUT,2024-07-01,jujuy,28899832,39467496,55556844295,75872062683,5982826,7144002,9425592,99,22,19,700382
AUT,2024-07-01,la_rioja,15981480,21825351,22202856218,30321673596,2800239,3748594,447000,59,13,10,249787
AUT,2024-07-01,mendoza,720128520,983454580,757715097851,1034785328957,482736699,609886767,128518051,1830,662,486,923345
AUT,2024-07-01,salta,84828147,115846887,94489472579,129041007935,41405888,51259906,6538794,351,100,71,479446
AUT,2024-07-01,san_juan,104429492,142615723,296028691970,404276156405,72212143,89618303,12437212,375,116,91,729735
AUT,2024-07-01,chaco,362647524,495255180,319886293456,436857658437,296933201,370334792,91385160,936,311,215,1248612
AUT,2024-07-01,chubut,794619941,1085185004,573304176453,782941705254,507404996,648358377,105858845,2343,774,612,792330
AUT,2024-07-01,santiago_del_estero,153460906,209576241,132878052102,181466964646,25048976,31881223,20773297,503,115,84,398454
AUT,2024-07-01,tucuman,90497260,123588985,161982946457,221214513215,59652949,73103463,8114786,307,117,82,579211
AUT,2024-07-01,tierra_del_fuego,118860190,162323250,102573524665,140081118564,160915002,200560180,28621514,259,137,100,1383478
AUT,2024-07-01,formosa,55704971,76074354,46372913339,63329885499,11430370,14600952,2197105,179,33,26,412953
AUT,2024-07-01,la_pampa,482952310,659551362,404091970150,551854441641,242772570,307530257,41222047,1725,393,289,722632
AUT,2024-07-01,capital_federal,1028653966,1404797205,1235753849899,1687626335796,766975168,948015010,205377535,1682,952,628,1021378
AUT,2024-07-01,misiones,275662635,376462888,286493358087,391254080348,171539112,216439966,50395737,818,192,136,1155910
AUT,2024-07-01,neuquen,309107783,422137769,244385095571,333748281112,171235971,214678038,37058484,724,347,255,600272
AUT,2024-07-01,rio_negro,357062486,487627866,307260825883,419615493589,180758432,223932623,37775720,1065,368,284,593842
AUT,2024-07-01,santa_cruz,417101264,569620731,359220293624,490574743438,269627238,340345114,63429598,1369,353,286,943503
AUT,2024-09-01,buenos_aires,6202354340,7858463129,5595796859957,7089947107108,3801083736,4529535550,1232285344,14075,5609,4011,897373
AUT,2024-09-01,catamarca,21971812,27838575,26474854524,33543983629,2337477,2797165,405000,73,12,9,228539
AUT,2024-09-01,cordoba,3061212287,3878595607,2245885109889,2845565526447,1470081266,1754152614,402284414,7486,2357,1706,794385
AUT,2024-09-01,entre_rios,626005169,793156673,552443955500,699953647716,301847888,361061676,67374661,2130,623,502,592652
AUT,2024-09-01,corrientes,290414611,367959090,265325650905,336171036650,123015535,147080127,40637386,1086,228,162,717775
AUT,2024-09-01,san_luis,226663403,287185427,217914129101,276100024397,110231272,132414614,22870547,829,193,146,689646
AUT,2024-09-01,santa_fe,4593150545,5819581317,2910270452809,3687350361882,2496308583,2956125761,761117743,9399,4022,2733,809902
AUT,2024-09-01,jujuy,30876166,39120466,56394911034,71453082812,19681316,21694630,938043,101,25,22,824774
AUT,2024-09-01,la_rioja,16730393,21197629,26217818100,33218315151,1535357,1839500,1097000,59,13,11,202489
AUT,2024-09-01,mendoza,744561777,943369431,869192916299,1101278684208,384955885,460653026,158786498,1778,677,491,803164
AUT,2024-09-01,salta,87738815,111166225,111454364204,141214123202,24815405,29854243,10252308,350,71,55,493911
AUT,2024-09-01,san_juan,111721455,141552517,534253382128,676905955721,57183700,66663915,23280893,382,104,76,773698
AUT,2024-09-01,chaco,367350460,465437788,361220539021,457671102078,152543449,180155182,54650268,899,332,234,624077
AUT,2024-09-01,chubut,836791549,1060225640,581997973313,737398971087,491407350,591273196,149573509,2292,742,571,863855
AUT,2024-09-01,santiago_del_estero,158095956,200309649,145697863465,184601080289,50125093,57610518,22717646,495,127,102,573564
AUT,2024-09-01,tucuman,93794961,118839429,178518257771,226184945031,61298578,73928389,48797837,297,115,91,957360
AUT,2024-09-01,tierra_del_fuego,125109947,158515891,120924139519,153212451189,126207866,147131328,22029762,254,148,103,1001605
AUT,2024-09-01,formosa,56550805,71650595,51112577151,64760297337,18852253,22788620,11152836,173,42,29,714406
AUT,2024-09-01,la_pampa,495483629,627784109,439074989432,556313699161,204984969,244922014,47730184,1681,371,279,681172
AUT,2024-09-01,capital_federal,1075372128,1362510430,1252564922245,1587015981746,535799501,635837759,153136403,1651,838,589,822119
AUT,2024-09-01,misiones,287675247,364488263,312017402306,395330090470,97082471,112310525,92690766,804,197,133,963315
AUT,2024-09-01,neuquen,328807869,416603818,271151465937,343552419728,170636154,196496002,88373613,713,298,219,869160
AUT,2024-09-01,rio_negro,373352769,473042751,324178255549,410738049020,235266774,277134875,42778685,1046,324,245,858164
AUT,2024-09-01,santa_cruz,429578532,544281513,383383396281,485751729327,171478693,204614531,46844046,1326,301,249,725324
AUT,2024-10-01,buenos_aires,6736051823,8310955784,5881307242734,7256369990254,3922374439,4537354003,1047186291,14635,5784,4066,859190
AUT,2024-10-01,catamarca,24589517,30338604,26262214000,32402378178,2519276,2991285,1291535,77,19,15,200569
AUT,2024-10-01,cordoba,3292609637,4062429283,2405012025491,2967309199717,1445529531,1684640122,420321763,7749,2473,1747,754488
AUT,2024-10-01,entre_rios,672810086,830114601,587084056321,724345617759,279178568,325622339,59587711,2204,600,453,564610
AUT,2024-10-01,corrientes,314338310,387831321,282597014423,348668826538,138430010,158768116,42846634,1125,256,190,708111
AUT,2024-10-01,san_luis,243593207,300545904,257789834665,318061672752,152965462,178480636,18814222,860,216,180,795276
AUT,2024-10-01,santa_fe,4956628541,6115499451,3209315217172,3959660271082,2305827116,2669948819,738051124,9720,4098,2744,742771
AUT,2024-10-01,jujuy,33032909,40756071,55555109960,68544018542,8586924,9901172,3128094,108,28,21,418393
AUT,2024-10-01,la_rioja,18151177,22394971,27525248900,33960713476,6272872,7297734,1048000,62,16,11,457554
AUT,2024-10-01,mendoza,797787436,984312042,922185024460,1137793939442,410926968,476358257,139128930,1817,747,531,736353
AUT,2024-10-01,salta,93843881,115784790,113185744102,139648823448,22422280,26028820,4968650,363,74,56,370147
AUT,2024-10-01,san_juan,127927099,157836756,454736536881,561054953150,70204743,79732675,12618014,396,115,95,720197
AUT,2024-10-01,chaco,392284410,484001418,373584239267,460929067407,246346429,275907212,75460316,921,392,265,820935
