año,año_mes,cant_ocompra,cant_piezas_total,cant_piezas_prom,costo_pieza_prom_hist,monto_total_compras,ipc,monto_ipc,costo_prom_ipc,var_costo_prom_ipc,usd_blue,monto_usd,costo_prom_usd,var_costo_prom_usd,marca,var_costo_prom_%,var_ipc,var_costo_prom,var_ipc_%,var_cant_piezas
2023,2023-03-01,294,1364,4.64,63967,87251865,6.794355122,592820159,434618,"-9,61%",380,229492,168,"-3,76%",citroen,"-2,67%",-0.0712813815173381,-0.02674781285659944,-7.13%,67.57%
2023,2023-04-01,276,1236,4.48,66171,81787710,6.267699749,512620813,414741,"-4,57%",419,194828,157,"-6,31%",citroen,"3,44%",-0.07751366590991082,0.03445526599652937,-7.75%,-9.38%
2023,2023-05-01,232,1136,4.9,77590,88142415,5.815662658,512606553,451238,"8,80%",477,184503,162,"3,04%",citroen,"17,26%",-0.07212168883363024,0.17256804340269905,-7.21%,-8.09%
2023,2023-06-01,297,1381,4.65,78580,108519464,5.489020283,595665543,431329,"-4,41%",487,222405,161,"-0,84%",citroen,"1,28%",-0.05616597698469872,0.012759376208274276,-5.62%,21.57%
2023,2023-07-01,282,1247,4.42,84630,105534412,5.161528968,544718926,436823,"1,27%",516,204297,163,"1,73%",citroen,"7,70%",-0.059662981391100156,0.07699160091626367,-5.97%,-9.7%
2023,2023-08-01,248,1247,5.03,103482,129042217,4.590407141,592356316,475025,"8,75%",646,199466,159,"-2,36%",citroen,"22,28%",-0.11064973780846554,0.22275788727401635,-11.06%,0.0%
2023,2023-09-01,264,1290,4.89,123622,159472960,4.07132356,649266021,503306,"5,95%",733,217302,168,"5,31%",citroen,"19,46%",-0.11308007439334022,0.1946232194971107,-11.31%,3.45%
2023,2023-10-01,204,955,4.68,123242,117696963,3.759241157,442451270,463299,"-7,95%",912,128945,135,"-19,85%",citroen,"-0,31%",-0.07665379535690842,-0.0030738865250521386,-7.67%,-25.97%
2023,2023-11-01,298,1542,5.17,137446,211942590,3.33234479,706265787,458019,"-1,14%",931,227467,147,"9,25%",citroen,"11,52%",-0.11355918632809325,0.11525291702504026,-11.36%,61.47%
2023,2023-12-01,219,954,4.36,197046,187982583,2.65598124,499278213,523352,"14,26%",965,194694,204,"38,35%",citroen,"43,36%",-0.2029692581721113,0.4336248417560351,-20.3%,-38.13%
2024,2024-01-01,263,970,3.69,238721,231559582,2.202046428,509904950,525675,"0,44%",1141,202802,209,"2,45%",citroen,"21,15%",-0.1709103984484469,0.21149883783482037,-17.09%,1.68%
2024,2024-02-01,226,1147,5.08,214618,246167026,1.944571955,478689495,417340,"-20,61%",1081,227646,198,"-5,07%",citroen,"-10,10%",-0.11692508828428749,-0.10096723790533724,-11.69%,18.25%
2024,2024-03-01,228,922,4.04,235925,217523459,1.751713546,381038791,413274,"-0,97%",1001,217175,235,"18,68%",citroen,"9,93%",-0.09917782085878124,0.09927871846723013,-9.92%,-19.62%
2024,2024-04-01,233,1064,4.57,249508,265477204,1.609558605,427301119,401598,"-2,83%",1004,264222,248,"5,43%",citroen,"5,76%",-0.08115193338808602,0.057573381371198495,-8.12%,15.4%
2024,2024-05-01,228,997,4.37,274290,273467770,1.545032963,422516719,423788,"5,53%",1119,244258,244,"-1,34%",citroen,"9,93%",-0.04008902925283664,0.09932346858617769,-4.01%,-6.3%
2024,2024-06-01,155,626,4.04,247596,154995183,1.477410894,228991572,365801,"-13,68%",1278,121221,193,"-20,96%",citroen,"-9,73%",-0.04376739566041221,-0.09732035436946296,-4.38%,-37.21%
2024,2024-07-01,232,1168,5.03,266498,311270305,1.420164985,442055189,378471,"3,46%",1416,219820,188,"-2,81%",citroen,"7,63%",-0.03874745288022763,0.07634210568829869,-3.87%,86.58%
2024,2024-08-01,227,1136,5.0,281659,319965029,1.363285009,436203527,383981,"1,46%",1340,238658,210,"11,63%",citroen,"5,69%",-0.04005166765888124,0.05688973275596809,-4.01%,-2.74%
2024,2024-09-01,194,1057,5.45,267382,282623795,1.317575571,372378209,352297,"-8,25%",1243,227323,215,"2,37%",citroen,"-5,07%",-0.0335288935902911,-0.05068895366382753,-3.35%,-6.95%
2024,2024-10-01,221,953,4.31,261063,248793719,1.283039508,319212171,334955,"-4,92%",1201,207155,217,"1,07%",citroen,"-2,36%",-0.026211827055800607,-0.023632854866819764,-2.62%,-9.84%
2024,2024-11-01,198,818,4.13,273166,223450109,1.252643413,279903308,342180,"2,16%",1124,198790,243,"11,80%",citroen,"4,64%",-0.02369069292915349,0.04636045705442737,-2.37%,-14.17%
2024,2024-12-01,188,852,4.53,290575,247570616,1.219662471,301952589,354404,"3,57%",1105,224005,262,"8,19%",citroen,"6,37%",-0.026329074705316757,0.06373047890293804,-2.63%,4.16%
2025,2025-01-01,221,1072,4.85,273979,293705884,1.19327851,350472920,326933,"-7,75%",1216,241378,225,"-14,36%",citroen,"-5,71%",-0.021632182367936292,-0.057114342252430506,-2.16%,25.82%
2025,2025-02-01,201,802,3.99,271629,217847097,1.165292525,253855594,316528,"-3,18%",1212,179634,223,"-0,53%",citroen,"-0,86%",-0.023453020200623675,-0.008577299720051501,-2.35%,-25.19%
2025,2025-03-01,235,1108,4.71,266298,295058753,1.123397274,331468199,299159,"-5,49%",1251,235714,212,"-5,02%",citroen,"-1,96%",-0.035952561353639445,-0.01962603403907537,-3.6%,38.15%
2025,2025-04-01,244,1050,4.3,291194,305754684,1.093002664,334190684,318276,"6,39%",1263,241915,230,"8,30%",citroen,"9,35%",-0.027055976281459393,0.09348924888658572,-2.71%,-5.23%
2025,2025-05-01,273,1320,4.84,311545,411239777,1.076838154,442838682,335483,"5,41%",1162,353863,268,"16,36%",citroen,"6,99%",-0.014789085637580746,0.06988811582656229,-1.48%,25.71%
2025,2025-06-01,227,1158,5.1,295484,342170867,1.059682687,362592544,313119,"-6,67%",1181,289523,250,"-6,74%",citroen,"-5,16%",-0.015931332797110453,-0.05155274518929853,-1.59%,-12.27%
2025,2025-07-01,254,1265,4.98,287887,364177937,1.039906946,378711167,299376,"-4,39%",1282,283909,224,"-10,23%",citroen,"-2,57%",-0.01866194592268533,-0.025710359951807926,-1.87%,9.24%
2025,2025-08-01,245,1278,5.22,290178,370847849,1.020759603,378546503,296202,"-1,06%",1329,279032,218,"-2,72%",citroen,"0,80%",-0.018412554194055963,0.007957983514365052,-1.84%,1.03%
2025,2025-09-01,235,964,4.1,325989,314254184,1.0,314254184,325989,"10,06%",1406,223374,231,"6,13%",citroen,"12,34%",-0.02033740651470506,0.12341045840828735,-2.03%,-24.57%
2023,2023-01-01,255,1186,4.65,31000,36766345,7.800711567,286803660,241824,-,366,100404,84,-,fiat,-,,,-,-
2023,2023-02-01,163,648,3.98,37020,23989077,7.315838174,175500205,270833,"12,00%",375,63810,98,"16,32%",fiat,"19,42%",-0.062157585091493495,0.19419354838709668,-6.22%,-45.36%
2023,2023-03-01,299,1496,5.0,37323,55835619,6.794355122,379367025,253587,"-6,37%",380,146860,98,"-0,31%",fiat,"0,82%",-0.0712813815173381,0.008184764991896243,-7.13%,130.86%
2023,2023-04-01,246,1314,5.34,40888,53727638,6.267699749,336748706,256277,"1,06%",419,127985,97,"-0,78%",fiat,"9,55%",-0.07751366590991082,0.09551750931061287,-7.75%,-12.17%
2023,2023-05-01,239,1070,4.48,43735,46796958,5.815662658,272155323,254350,"-0,75%",477,97957,91,"-6,01%",fiat,"6,96%",-0.07212168883363024,0.06962923107024066,-7.21%,-18.57%
2023,2023-06-01,243,1215,5.0,47619,57857801,5.489020283,317582646,261384,"2,77%",487,118576,97,"6,60%",fiat,"8,88%",-0.05616597698469872,0.08880759117411685,-5.62%,13.55%
2023,2023-07-01,236,1152,4.88,55225,63619531,5.161528968,328374057,285046,"9,05%",516,123157,106,"9,54%",fiat,"15,97%",-0.059662981391100156,0.15972615972615967,-5.97%,-5.19%
2023,2023-08-01,250,1160,4.64,62078,72011003,4.590407141,330559824,284965,"-0,03%",646,111310,95,"-10,24%",fiat,"12,41%",-0.11064973780846554,0.1240923494794024,-11.06%,0.69%
2023,2023-09-01,216,985,4.56,70028,68977951,4.07132356,280831557,285108,"0,05%",733,93991,95,"-0,56%",fiat,"12,81%",-0.11308007439334022,0.1280646928058249,-11.31%,-15.09%
2023,2023-10-01,237,1300,5.49,78640,102232780,3.759241157,384317675,295628,"3,69%",912,112003,86,"-9,71%",fiat,"12,30%",-0.07665379535690842,0.1229793796767007,-7.67%,31.98%
2023,2023-11-01,268,1353,5.05,94218,127477508,3.33234479,424799012,313968,"6,20%",931,136815,101,"17,37%",fiat,"19,81%",-0.11355918632809325,0.19809257375381484,-11.36%,4.08%
2023,2023-12-01,237,987,4.16,130854,129153722,2.65598124,343029865,347548,"10,70%",965,133765,135,"34,03%",fiat,"38,88%",-0.2029692581721113,0.38884289626186086,-20.3%,-27.05%
2024,2024-01-01,259,916,3.54,134810,123486613,2.202046428,271923256,296859,"-14,58%",1141,108150,118,"-12,88%",fiat,"3,02%",-0.1709103984484469,0.030232167148119382,-17.09%,-7.19%
2024,2024-02-01,207,830,4.01,144042,119555645,1.944571955,232484554,280101,"-5,64%",1081,110561,133,"12,82%",fiat,"6,85%",-0.11692508828428749,0.06848156664935834,-11.69%,-9.39%
2024,2024-03-01,179,689,3.85,159662,110007328,1.751713546,192701328,279682,"-0,15%",1001,109831,159,"19,67%",fiat,"10,84%",-0.09917782085878124,0.10844059371572179,-9.92%,-16.99%
2024,2024-04-01,201,840,4.18,136245,114446256,1.609558605,184207957,219295,"-21,59%",1004,113905,135,"-14,93%",fiat,"-14,67%",-0.08115193338808602,-0.1466660820984329,-8.12%,21.92%
2024,2024-05-01,264,1043,3.95,172413,179827399,1.545032963,277839259,266384,"21,47%",1119,160619,153,"13,57%",fiat,"26,55%",-0.04008902925283664,0.26546295276890897,-4.01%,24.17%
2024,2024-06-01,205,816,3.98,170593,139204338,1.477410894,205662005,252036,"-5,39%",1278,108871,133,"-13,36%",fiat,"-1,06%",-0.04376739566041221,-0.010556048557823328,-4.38%,-21.76%
2024,2024-07-01,225,1004,4.46,169982,170662659,1.420164985,242369133,241403,"-4,22%",1416,120522,120,"-10,03%",fiat,"-0,36%",-0.03874745288022763,-0.0035816240994648307,-3.87%,23.04%
2024,2024-08-01,213,864,4.06,160725,138866961,1.363285009,189315247,219114,"-9,23%",1340,103579,119,"-0,13%",fiat,"-5,45%",-0.04005166765888124,-0.054458707392547434,-4.01%,-13.94%
2024,2024-09-01,219,1038,4.74,171385,177897882,1.317575571,234393903,225813,"3,06%",1243,143088,137,"14,99%",fiat,"6,63%",-0.0335288935902911,0.06632446725773833,-3.35%,20.14%
2024,2024-10-01,239,1079,4.51,153549,165680188,1.283039508,212574227,197010,"-12,76%",1201,137951,127,"-7,25%",fiat,"-10,41%",-0.026211827055800607,-0.10406978440353587,-2.62%,3.95%
2024,2024-11-01,203,810,3.99,168023,136098798,1.252643413,170483262,210473,"6,83%",1124,121079,149,"16,92%",fiat,"9,43%",-0.02369069292915349,0.09426306911800153,-2.37%,-24.93%
2024,2024-12-01,176,751,4.27,174157,130792559,1.219662471,159522776,212413,"0,92%",1105,118342,157,"5,42%",fiat,"3,65%",-0.026329074705316757,0.03650690679252255,-2.63%,-7.28%
2025,2025-01-01,228,1073,4.71,206510,221585274,1.19327851,264412945,246423,"16,01%",1216,182107,169,"7,70%",fiat,"18,58%",-0.021632182367936292,0.185769162307573,-2.16%,42.88%
2025,2025-02-01,212,1058,4.99,184152,194833807,1.165292525,227038379,214592,"-12,92%",1212,160657,151,"-10,53%",fiat,"-10,83%",-0.023453020200623675,-0.10826594353784325,-2.35%,-1.4%
2025,2025-03-01,175,820,4.69,167045,136977455,1.123397274,153880100,187658,"-12,55%",1251,109427,133,"-12,12%",fiat,"-9,29%",-0.035952561353639445,-0.09289608584213038,-3.6%,-22.5%
2025,2025-04-01,238,1075,4.52,174793,187903043,1.093002664,205378527,191049,"1,81%",1263,148670,138,"3,63%",fiat,"4,64%",-0.027055976281459393,0.046382711245472885,-2.71%,31.1%
2025,2025-05-01,260,1160,4.46,174151,202015330,1.076838154,217537816,187532,"-1,84%",1162,173830,149,"8,36%",fiat,"-0,37%",-0.014789085637580746,-0.003672915963453871,-1.48%,7.91%
2025,2025-06-01,220,830,3.77,176554,146540393,1.059682687,155286317,187091,"-0,23%",1181,123993,149,"-0,31%",fiat,"1,38%",-0.015931332797110453,0.013798370379727976,-1.59%,-28.45%
2025,2025-07-01,233,967,4.15,176068,170257773,1.039906946,177052240,183094,"-2,14%",1282,132731,137,"-8,12%",fiat,"-0,28%",-0.01866194592268533,-0.0027526988909908345,-1.87%,16.51%
2025,2025-08-01,220,885,4.02,174542,154470317,1.020759603,157677060,178166,"-2,69%",1329,116226,131,"-4,32%",fiat,"-0,87%",-0.018412554194055963,-0.008667105890905802,-1.84%,-8.48%
2025,2025-09-01,208,943,4.53,195016,183900317,1.0,183900317,195016,"9,46%",1406,130717,138,"5,55%",fiat,"11,73%",-0.02033740651470506,0.11730127992116501,-2.03%,6.55%
