año,año_mes,cant_ocompra,cant_piezas_total,var_cant_piezas,cant_piezas_prom,costo_pieza_prom_hist,var_costo_prom,var_costo_prom_%,monto_total_compras,ipc,monto_ipc,costo_prom_ipc,var_costo_prom_ipc,usd_blue,monto_usd,costo_prom_usd,var_costo_prom_usd,tva,ipc_empalme_ipim,var_ipc,var_ipc_%
2025,2025-02-01,43,585,"31,8 %",13.6,553379,-0.15,"-14,7 %",323726745,1.26,406874657,695512,-0.17,1212,266941,456,"-14,4 %",camion,8052,0.02,"2,40%"
2025,2025-03-01,39,439,"-25,0 %",11.26,503787,-0.09,"-9,0 %",221162852,1.21,267973992,610418,-0.12,1251,176680,402,"-11,8 %",camion,8353,0.04,"3,73%"
2025,2025-04-01,40,352,"-19,8 %",8.8,470877,-0.07,"-6,5 %",165748908,1.18,195397496,555105,-0.09,1263,131141,372,"-7,4 %",camion,8585,0.03,"2,78%"
2025,2025-05-01,24,451,"28,1 %",18.79,466050,-0.01,"-1,0 %",210188849,1.16,244122161,541290,-0.02,1162,180863,401,"7,6 %",camion,8714,0.02,"1,50%"
2025,2025-06-01,15,231,"-48,8 %",15.4,649394,0.39,"39,3 %",150010125,1.14,171452377,742217,0.37,1181,126929,549,"37,0 %",camion,8855,0.02,"1,62%"
2025,2025-07-01,38,447,"93,5 %",11.76,549187,-0.15,"-15,4 %",245486802,1.12,275340265,615973,-0.17,1282,191378,428,"-22,1 %",camion,9023,0.02,"1,90%"
2025,2025-08-01,35,409,"-8,5 %",11.69,676370,0.23,"23,2 %",276635530,1.1,304563975,744654,0.21,1329,208145,508,"18,9 %",camion,9193,0.02,"1,88%"
2025,2025-09-01,30,263,"-35,7 %",8.77,751556,0.11,"11,1 %",197659273,1.08,213188754,810603,0.09,1406,140497,534,"5,0 %",camion,9384,0.02,"2,08%"
2025,2025-10-01,60,792,"201,14%",13.2,718096,-0.04,"-4,45%",568732765,1.05,599379230,756790,-0.07,1462,388845,490,"-8,10%",camion,9603,0.02,"2,34%"
2025,2025-11-01,30,388,-0.5101010101010102,12.93,656050,-0.09,"-8,64%",254547518,1.03,261790087,674716,-0.11,1427,178379,459,"-6,18%",camion,9841,0.02,"2,47%"
2025,2025-12-01,25,223,-0.42525773195876293,8.92,521806,-0.2,"-20,46%",116362951,1.0,116362951,521806,-0.23,1447,80416,360,"-21,56%",camion,10121,0.03,"2,85%"
