nro_siniestro_gw,año_mes_fecha_pago,segmento,cobertura_principal,monto_transaccion,ipc_x_fecha_de_pago,pago_ipc,usd_blue_fp,pago_usd,marca_vehiculo,modelo_vehiculo,provincia,tv
4-3227764,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),300000,1.39,416997,1124,266,FIAT,PUNTO,JUJUY,Autos particulares
4-3143101,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),259586,1.71,445046,1119,231,VOLKSWAGEN,GOL,JUJUY,Autos particulares
4-3123987,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),147933,1.94,287549,1001,147,PEUGEOT,207,MENDOZA,Autos particulares
4-3127070,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),159998,1.79,285763,1004,159,PEUGEOT,PARTNER,MENDOZA,Autos particulares
4-3131080,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),455000,1.79,812649,1004,452,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3132563,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),163636,1.58,257871,1416,115,RENAULT,CLIO,MENDOZA,Autos particulares
4-3196767,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),581487,1.42,827876,1201,484,TOYOTA,SW4,MENDOZA,Autos particulares
4-3202310,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1177685,1.42,1676696,1201,980,FORD,RANGER,MENDOZA,Autos particulares
4-3344791,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),102066,1.11,113257,1406,72,PEUGEOT,205,MENDOZA,Autos particulares
4-3224844,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),363636,1.32,481497,1216,298,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3217608,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),616603,1.35,834507,1105,557,TOYOTA,SW4,MENDOZA,Autos particulares
4-3236531,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),387190,1.32,512685,1216,318,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3259928,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),366611,1.25,457008,1251,292,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3276645,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),160991,1.21,195258,1263,127,FIAT,SIENA,MENDOZA,Autos particulares
4-3307119,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),312400,1.15,360487,1282,243,RENAULT,CLIO,MENDOZA,Autos particulares
4-3308243,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),519008,1.18,610288,1181,439,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3310906,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),206611,1.18,242948,1181,174,CHERY,TIGGO,MENDOZA,Autos particulares
4-3308963,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),390000,1.15,450032,1282,304,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3328033,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),98595,1.15,113771,1282,76,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3334798,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),121157,1.13,137232,1329,91,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3339661,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),396694,1.13,449328,1329,298,NISSAN,PICK-UP,MENDOZA,Autos particulares
4-3118177,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),634462,2.16,1369036,1081,586,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3121216,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),204462,1.79,365179,1004,203,CITROEN,BERLINGO,MENDOZA,Autos particulares
4-3100483,2023-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),140703,2.95,414680,965,145,CHEVROLET,AGILE,MENDOZA,Autos particulares
4-3115761,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),487603,2.16,1052144,1081,450,PEUGEOT,408,MENDOZA,Autos particulares
4-3122252,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1371900,1.94,2666677,1001,1369,CHEVROLET,TRACKER,MENDOZA,Autos particulares
4-3131692,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),216363,1.94,420564,1001,216,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3173881,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),707438,1.51,1070187,1340,527,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3187843,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),579454,1.51,876578,1340,432,FORD,MAVERICK,MENDOZA,Autos particulares
4-3244031,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),419764,1.32,555817,1216,344,FIAT,TORO,MENDOZA,Autos particulares
4-3228440,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),235206,1.35,318327,1105,212,PEUGEOT,306,MENDOZA,Autos particulares
4-3257064,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),149752,1.25,186677,1251,119,FIAT,PALIO,MENDOZA,Autos particulares
4-3229308,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),155371,1.39,215965,1124,138,FIAT,PALIO,MENDOZA,Autos particulares
4-3232626,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),154380,1.32,204417,1216,126,FIAT,PALIO,MENDOZA,Autos particulares
4-3240385,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),499173,1.32,660964,1216,410,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3248428,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),258008,1.32,341633,1216,212,PEUGEOT,308,MENDOZA,Autos particulares
4-3241570,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),280991,1.32,372065,1216,230,FIAT,UNO,MENDOZA,Autos particulares
4-3254152,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),118727,1.29,153521,1212,97,FORD,FIESTA,MENDOZA,Autos particulares
4-3259482,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),256199,1.25,319371,1251,204,FIAT,STRADA,MENDOZA,Autos particulares
4-3254391,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),150000,1.29,193959,1212,123,RENAULT,KWID,MENDOZA,Autos particulares
4-3120460,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),991735,2.16,2139955,1081,917,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3280455,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),246376,1.25,307126,1251,196,FORD,MAVERICK,MENDOZA,Autos particulares
4-3276461,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),365950,1.21,443841,1263,289,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3292454,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),767603,1.19,917217,1162,660,NISSAN,PICK-UP,MENDOZA,Autos particulares
4-3324407,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),130000,1.13,147248,1329,97,FIAT,PALIO,MENDOZA,Autos particulares
4-3332536,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),167272,1.13,189466,1329,125,RENAULT,CLIO,MENDOZA,Autos particulares
4-3350569,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),247933,1.11,275119,1406,176,TOYOTA,COROLLA,MENDOZA,Autos particulares
4-3347223,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),824000,1.11,914349,1406,585,FORD,RANGER,MENDOZA,Autos particulares
4-3128499,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),602727,1.71,1033340,1119,538,PEUGEOT,208,SANTA FE,Autos particulares
4-3265979,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),368505,1.25,459368,1251,294,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3111494,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),379388,2.16,818640,1081,350,PEUGEOT,308,SANTA FE,Autos particulares
4-3195520,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),793719,1.46,1160452,1243,638,VOLKSWAGEN,POLO,SANTA FE,Autos particulares
4-3163135,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1004000,1.58,1582185,1416,709,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3264106,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),167975,1.25,209393,1251,134,CHEVROLET,MONTANA,SANTA FE,Autos particulares
4-3121422,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),795105,1.94,1545512,1001,793,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3223235,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),326446,1.35,441810,1105,295,PEUGEOT,308,SANTA FE,Autos particulares
4-3150748,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171000,1.64,280338,1278,133,VOLKSWAGEN,GOL,SANTA FE,Autos particulares
4-3322590,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),578512,1.15,667562,1282,451,TOYOTA,SW4,SANTA FE,Autos particulares
4-3247606,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),358028,1.29,462954,1212,295,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3311197,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),769105,1.18,904370,1181,650,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3127130,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),566543,1.71,971306,1119,506,VOLKSWAGEN,SAVEIRO,SANTA FE,Autos particulares
4-3204606,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1103305,1.42,1570798,1201,918,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3236934,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),342479,1.29,442847,1212,282,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3252453,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),490000,1.29,633601,1212,404,PEUGEOT,208,SANTA FE,Autos particulares
4-3264876,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),669000,1.25,833958,1251,534,TOYOTA,COROLLA CROSS,SANTA FE,Autos particulares
4-3127537,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),658745,1.79,1176547,1004,655,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3128625,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),554867,1.94,1078543,1001,553,PEUGEOT,208,SANTA FE,Autos particulares
4-3179422,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),203995,1.51,308596,1340,152,FIAT,QUBO,SANTA FE,Autos particulares
4-3204928,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),376859,1.42,536542,1201,313,NISSAN,PICK-UP,SANTA FE,Autos particulares
4-3128330,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),598000,1.79,1068053,1004,595,CHERY,TIGGO,SANTA FE,Autos particulares
4-3291665,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1137069,1.18,1337049,1181,962,FORD,RANGER,SANTA FE,Autos particulares
4-3208935,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Camiones),1078314,1.42,1535218,1201,897,MONTENEGRO,MONTENEGRO,SANTA FE,Camiones
4-3250285,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),270000,1.32,357511,1216,221,VOLKSWAGEN,SURAN,SANTA FE,Autos particulares
4-3128109,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),491580,1.79,877984,1004,489,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3194315,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),353719,1.42,503597,1201,294,CHEVROLET,AGILE,SANTA FE,Autos particulares
4-3152912,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),625000,1.64,1024627,1278,488,PEUGEOT,208,SANTA FE,Autos particulares
4-3183381,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),389256,1.51,588853,1340,290,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3230458,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Camiones),1247107,1.21,1512550,1263,986,SCANIA,G,SANTA FE,Camiones
4-3250143,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),199450,1.32,264095,1216,163,FORD,KA,SANTA FE,Autos particulares
4-3191346,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),390909,1.29,505470,1212,322,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3108137,2024-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),371900,2.44,908735,1141,325,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3195646,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),661157,1.32,875449,1216,543,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3125742,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),170247,1.79,304069,1004,169,PEUGEOT,207,MENDOZA,Autos particulares
4-3184135,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),213377,1.46,311966,1243,171,VOLKSWAGEN,SURAN,MENDOZA,Autos particulares
4-3250124,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),144628,1.29,187013,1212,119,RENAULT,CLIO,MENDOZA,Autos particulares
4-3301539,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),169421,1.19,202443,1162,145,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3180057,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),499173,1.51,755132,1340,372,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3178567,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),648967,1.51,981734,1340,484,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3178704,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),315723,1.51,477616,1340,235,PEUGEOT,208,MENDOZA,Autos particulares
4-3279359,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),330578,1.21,400940,1263,261,FIAT,TORO,MENDOZA,Autos particulares
4-3323955,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),123966,1.15,143048,1282,96,VOLKSWAGEN,VOYAGE,MENDOZA,Autos particulares
4-3165540,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),155000,1.58,244261,1416,109,FORD,FIESTA,MENDOZA,Autos particulares
4-3165948,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),390743,1.58,615766,1416,275,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3154867,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),200826,1.71,344305,1119,179,VOLKSWAGEN,VOYAGE,MENDOZA,Autos particulares
4-3204573,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),385123,1.25,480085,1251,307,NISSAN,PICK-UP,MENDOZA,Autos particulares
4-3186555,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),431404,1.51,652614,1340,321,RENAULT,OROCH,MENDOZA,Autos particulares
4-3327819,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),944000,1.13,1069252,1329,710,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3337401,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),123967,1.13,140416,1329,93,CHEVROLET,CORSA,MENDOZA,Autos particulares
4-3173132,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),349752,1.51,529092,1340,260,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3183038,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),156198,1.51,236290,1340,116,PEUGEOT,PARTNER,MENDOZA,Autos particulares
4-3236163,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),310000,1.32,410476,1216,254,PEUGEOT,208,MENDOZA,Autos particulares
4-3265859,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),829021,1.29,1071977,1212,683,NISSAN,MARCH,MENDOZA,Autos particulares
4-3272379,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),205785,1.25,256526,1251,164,PEUGEOT,308,MENDOZA,Autos particulares
4-3303447,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),371900,1.18,437308,1181,314,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3319044,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),309917,1.15,357622,1282,241,FORD,MAVERICK,MENDOZA,Autos particulares
4-3109823,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),487603,2.16,1052144,1081,450,RENAULT,OROCH,MENDOZA,Autos particulares
4-3201783,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),172999,1.42,246303,1201,144,PEUGEOT,207,MENDOZA,Autos particulares
4-3311681,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),355371,1.18,417871,1181,300,CHEVROLET,PICK-UP S-10,MENDOZA,Autos particulares
4-3160008,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),359182,1.64,588845,1278,280,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3171276,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),186326,1.58,293627,1416,131,RENAULT,SANDERO,MENDOZA,Autos particulares
4-3171240,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),161157,1.58,253964,1416,113,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3175159,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),163000,1.51,246580,1340,121,PEUGEOT,207,MENDOZA,Autos particulares
4-3118945,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),142408,2.16,307286,1081,131,RENAULT,CLIO,MENDOZA,Autos particulares
4-3249215,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),103553,1.32,137117,1216,85,FIAT,FIORINO,MENDOZA,Autos particulares
4-3240114,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),702479,1.32,930165,1216,577,FORD,F-100,MENDOZA,Autos particulares
4-3308671,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),377686,1.15,435824,1282,294,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3329871,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),281198,1.13,318508,1329,211,RENAULT,KWID,MENDOZA,Autos particulares
4-3156059,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Camiones),1528925,1.51,2312905,1340,1140,VOLVO CAMION,FH,MENDOZA,Camiones
4-3147554,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),216000,1.71,370319,1119,192,PEUGEOT,PARTNER,MENDOZA,Autos particulares
4-3240121,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),432807,1.35,585760,1105,391,HONDA,CIVIC,MENDOZA,Autos particulares
4-3171317,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),355371,1.46,519569,1243,285,FORD,RANGER,MENDOZA,Autos particulares
4-3242878,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),423140,1.32,560287,1216,347,PEUGEOT,208,MENDOZA,Autos particulares
4-3302344,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),330767,1.18,388941,1181,279,VOLKSWAGEN,FOX,MENDOZA,Autos particulares
4-3103621,2024-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),295525,2.44,722113,1141,258,FIAT,ARGO,MENDOZA,Autos particulares
4-3148827,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),139669,1.64,228974,1278,109,RENAULT,CLIO,MENDOZA,Autos particulares
4-3163777,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),243801,1.58,384201,1416,172,FIAT,STRADA,MENDOZA,Autos particulares
4-3309885,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),309090,1.18,363451,1181,261,CHEVROLET,PICK-UP S-10,MENDOZA,Autos particulares
4-3336585,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),640495,1.13,725478,1329,481,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3334223,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),600000,1.13,679609,1329,451,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3148936,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),272727,1.64,447109,1278,213,NISSAN,TIIDA,MENDOZA,Autos particulares
4-3237326,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),304628,1.32,403363,1216,250,MERCEDES BENZ,SPRINTER,MENDOZA,Autos particulares
4-3257559,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),428111,1.25,533673,1251,342,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3265415,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),439669,1.21,533251,1263,347,CHEVROLET,PICK-UP S-10,MENDOZA,Autos particulares
4-3202241,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),359504,1.42,511833,1201,299,RENAULT,DUSTER,MENDOZA,Autos particulares
4-3246806,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),89764,1.32,118858,1216,73,PEUGEOT,207,MENDOZA,Autos particulares
4-3164966,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),315000,1.58,496402,1416,222,CHEVROLET,PICK-UP S-10,MENDOZA,Autos particulares
4-3163738,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),185752,1.58,292723,1416,131,PEUGEOT,PARTNER,MENDOZA,Autos particulares
4-3165857,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1022335,1.64,1676021,1278,799,FORD,RANGER,MENDOZA,Autos particulares
4-3200718,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1820000,1.42,2591172,1201,1515,FORD,RANGER,MENDOZA,Autos particulares
4-3183827,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),323140,1.51,488834,1340,241,FORD,RANGER,MENDOZA,Autos particulares
4-3214478,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1377000,1.39,1914019,1124,1225,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3264024,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),793390,1.25,989019,1251,633,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3140602,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),408181,1.71,699803,1119,364,FIAT,PUNTO,MENDOZA,Autos particulares
4-3186136,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),292561,1.51,442577,1340,218,CHEVROLET,PICK-UP S-10,MENDOZA,Autos particulares
4-3249342,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),334698,1.29,432786,1212,275,CHEVROLET,PICK-UP S-10,MENDOZA,Autos particulares
4-3291368,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),140707,1.18,165454,1181,119,FIAT,FIORINO,MENDOZA,Autos particulares
4-3265191,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),268500,1.25,334705,1251,214,FORD,RANGER,MENDOZA,Autos particulares
4-3330962,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),299669,1.13,339430,1329,225,VOLKSWAGEN,VENTO,MENDOZA,Autos particulares
4-3114633,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),314049,2.16,677651,1081,290,VOLKSWAGEN,GOL,MENDOZA,Autos particulares
4-3242654,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),483857,1.29,625657,1212,398,TOYOTA,HILUX,MENDOZA,Autos particulares
4-3298916,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),995000,1.19,1188935,1162,856,VOLKSWAGEN,AMAROK,MENDOZA,Autos particulares
4-3329984,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),549586,1.13,622507,1329,413,PEUGEOT,308,MENDOZA,Autos particulares
