año,año_mes,cant_ocompra,cant_piezas_total,cant_piezas_prom,costo_pieza_prom_hist,var_costo_pieza_prom,monto_total_compras,ipc,monto_ipc,costo_prom_ipc,var_costo_prom_ipc,usd_blue,monto_usd,costo_prom_usd,var_costo_prom_usd,marca
2024,2024-11-01,203,810,3.99,168023,"9,43%",136098798,1.252643413,170483262,210473,"6,83%",1124,121079,149,"16,92%",fiat
2024,2024-12-01,176,751,4.27,174157,"3,65%",130792559,1.219662471,159522776,212413,"0,92%",1105,118342,157,"5,42%",fiat
2025,2025-01-01,228,1073,4.71,206510,"18,58%",221585274,1.19327851,264412945,246423,"16,01%",1216,182107,169,"7,70%",fiat
2025,2025-02-01,212,1058,4.99,184152,"-10,83%",194833807,1.165292525,227038379,214592,"-12,92%",1212,160657,151,"-10,53%",fiat
2025,2025-03-01,175,820,4.69,167045,"-9,29%",136977455,1.123397274,153880100,187658,"-12,55%",1251,109427,133,"-12,12%",fiat
2025,2025-04-01,238,1075,4.52,174793,"4,64%",187903043,1.093002664,205378527,191049,"1,81%",1263,148670,138,"3,63%",fiat
2025,2025-05-01,260,1160,4.46,174151,"-0,37%",202015330,1.076838154,217537816,187532,"-1,84%",1162,173830,149,"8,36%",fiat
2025,2025-06-01,220,830,3.77,176554,"1,38%",146540393,1.059682687,155286317,187091,"-0,23%",1181,123993,149,"-0,31%",fiat
2025,2025-07-01,233,967,4.15,176068,"-0,28%",170257773,1.039906946,177052240,183094,"-2,14%",1282,132731,137,"-8,12%",fiat
2025,2025-08-01,220,885,4.02,174542,"-0,87%",154470317,1.020759603,157677060,178166,"-2,69%",1329,116226,131,"-4,32%",fiat
2025,2025-09-01,208,943,4.53,195016,"11,73%",183900317,1.0,183900317,195016,"9,46%",1406,130717,138,"5,55%",fiat
