fecha,marca,zona,cristal,precio,precio_ipc,precio_usd,instalacion,instalacion_ipc,instalacion_usd,ipc,var_precio_prom,var_ipc,var_ipc_%,var_precio_prom_%,var_instal_prom,var_instal_prom_%
2024-03-01,OPEL,CABA,Parabrisas,79280,136053,79,46413,79648,46,1.72,0.05305103206439443,-0.09947643979057585,-9.95%,5.31%,0.10001659042969213,10.0%
2024-05-01,OPEL,CABA,Parabrisas,160370,242737,143,49337,74677,44,1.51,1.0228304742684156,-0.12209302325581395,-12.21%,102.28%,0.06299959063193494,6.3%
2024-07-01,OPEL,CABA,Parabrisas,165181,229813,116,52790,73446,37,1.39,0.02999937644197792,-0.07947019867549676,-7.95%,3.0%,0.06998804142935322,7.0%
2024-10-01,OPEL,CABA,Parabrisas,165181,207623,137,58069,72990,48,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.10000000000000009,10.0%
2025-01-01,OPEL,CABA,Parabrisas,165181,193098,135,58069,67884,47,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2023-12-01,PEUGEOT,CABA,Parabrisas,196913,512362,203,38515,100214,39,2.6,,,-,-,,-
2024-02-01,PEUGEOT,CABA,Parabrisas,213543,406806,197,41981,79975,38,1.91,0.0844535403960125,-0.26538461538461544,-26.54%,8.45%,0.08999091263144221,9.0%
2024-03-01,PEUGEOT,CABA,Parabrisas,223886,384209,223,46183,79255,46,1.72,0.0484352097703975,-0.09947643979057585,-9.95%,4.84%,0.10009289916867159,10.01%
2024-05-01,PEUGEOT,CABA,Parabrisas,228686,346142,204,49098,74315,43,1.51,0.021439482593820003,-0.12209302325581395,-12.21%,2.14%,0.06311846350388661,6.31%
2024-07-01,PEUGEOT,CABA,Parabrisas,244847,340651,172,52534,73090,37,1.39,0.07066895218771596,-0.07947019867549676,-7.95%,7.07%,0.06998248401156859,7.0%
2024-10-01,PEUGEOT,CABA,Parabrisas,252882,317860,210,57788,72636,48,1.26,0.03281641188170581,-0.09352517985611508,-9.35%,3.28%,0.10001142117485817,10.0%
2025-01-01,PEUGEOT,CABA,Parabrisas,253543,296395,208,57798,67567,47,1.17,0.0026138673373352628,-0.07142857142857151,-7.14%,0.26%,0.00017304630719183756,0.02%
2025-04-01,PEUGEOT,CABA,Parabrisas,265738,284545,210,63301,67781,50,1.07,0.04809835018123154,-0.08547008547008539,-8.55%,4.81%,0.09521090695179768,9.52%
2025-08-01,PEUGEOT,CABA,Parabrisas,265141,265141,199,63301,63301,47,1.0,-0.0022465736928855007,-0.06542056074766356,-6.54%,-0.22%,0.0,0.0%
2023-12-01,RENAULT,CABA,Parabrisas,145543,378698,150,38029,98952,39,2.6,,,-,-,,-
2024-02-01,RENAULT,CABA,Parabrisas,158410,301776,146,41452,78967,38,1.91,0.08840686257669561,-0.26538461538461544,-26.54%,8.84%,0.09001025533145768,9.0%
2024-03-01,RENAULT,CABA,Parabrisas,167908,288145,167,45597,78249,45,1.72,0.05995833596363864,-0.09947643979057585,-9.95%,6.0%,0.09999517514233336,10.0%
2024-05-01,RENAULT,CABA,Parabrisas,175456,265573,156,48470,73365,43,1.51,0.04495318865092779,-0.12209302325581395,-12.21%,4.5%,0.06300853126302175,6.3%
2024-07-01,RENAULT,CABA,Parabrisas,186799,259890,131,51863,72156,36,1.39,0.06464868685026448,-0.07947019867549676,-7.95%,6.46%,0.0700020631318341,7.0%
2024-10-01,RENAULT,CABA,Parabrisas,192051,241398,159,57049,71708,47,1.26,0.028115782204401585,-0.09352517985611508,-9.35%,2.81%,0.09999421552937537,10.0%
2025-01-01,RENAULT,CABA,Parabrisas,192549,225092,158,57066,66711,46,1.17,0.002593061218113979,-0.07142857142857151,-7.14%,0.26%,0.00029798944766779023,0.03%
2025-04-01,RENAULT,CABA,Parabrisas,202035,216334,159,62237,66642,49,1.07,0.04926538179891882,-0.08547008547008539,-8.55%,4.93%,0.0906143763361722,9.06%
2025-08-01,RENAULT,CABA,Parabrisas,207056,207056,155,62813,62813,47,1.0,0.024852129581508065,-0.06542056074766356,-6.54%,2.49%,0.00925494480775102,0.93%
2023-12-01,ROVER,CABA,Parabrisas,731455,1903222,757,57719,150183,59,2.6,,,-,-,,-
2024-02-01,ROVER,CABA,Parabrisas,768028,1463113,710,62913,119852,58,1.91,0.05000034178452539,-0.26538461538461544,-26.54%,5.0%,0.0899876990245847,9.0%
2024-03-01,ROVER,CABA,Parabrisas,806429,1383904,805,69205,118762,69,1.72,0.049999479185654616,-0.09947643979057585,-9.95%,5.0%,0.10001112647624488,10.0%
2024-05-01,ROVER,CABA,Parabrisas,846751,1281652,756,73565,111349,65,1.51,0.05000068201912389,-0.12209302325581395,-12.21%,5.0%,0.06300122823495413,6.3%
2024-07-01,ROVER,CABA,Parabrisas,872154,1213412,615,78714,109514,55,1.39,0.030000555062822398,-0.07947019867549676,-7.95%,3.0%,0.06999252361856856,7.0%
2024-10-01,ROVER,CABA,Parabrisas,872154,1096250,726,86586,108834,72,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1000076225322053,10.0%
2025-01-01,ROVER,CABA,Parabrisas,872154,1019557,716,86586,101220,71,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,ROVER,CABA,Parabrisas,915761,980573,724,94379,101058,74,1.07,0.0499991973894518,-0.08547008547008539,-8.55%,5.0%,0.09000300279490903,9.0%
2025-08-01,ROVER,CABA,Parabrisas,915761,915761,689,94379,94379,71,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SCANIA,CABA,Parabrisas,282229,734350,292,35397,92103,36,2.6,,,-,-,,-
2024-02-01,SCANIA,CABA,Parabrisas,296340,564536,274,38583,73502,35,1.91,0.04999840555010282,-0.26538461538461544,-26.54%,5.0%,0.09000762776506477,9.0%
2024-03-01,SCANIA,CABA,Parabrisas,301367,517172,300,42441,72834,42,1.72,0.01696362286562736,-0.09947643979057585,-9.95%,1.7%,0.09999222455485568,10.0%
2024-05-01,SCANIA,CABA,Parabrisas,306645,464141,273,45115,68287,40,1.51,0.01751353001489875,-0.12209302325581395,-12.21%,1.75%,0.06300511298037281,6.3%
2024-07-01,SCANIA,CABA,Parabrisas,314836,438026,222,46946,65315,33,1.39,0.026711669846239072,-0.07947019867549676,-7.95%,2.67%,0.04058517122908123,4.06%
2024-10-01,SCANIA,CABA,Parabrisas,360281,452854,299,50017,62869,41,1.26,0.14434499231345854,-0.09352517985611508,-9.35%,14.43%,0.06541558386230983,6.54%
2025-01-01,SCANIA,CABA,Parabrisas,360281,421172,296,50017,58470,41,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SCANIA,CABA,Parabrisas,382567,409643,302,63451,67942,50,1.07,0.061857272517840345,-0.08547008547008539,-8.55%,6.19%,0.2685886798488515,26.86%
2025-08-01,SCANIA,CABA,Parabrisas,382567,382567,288,63451,63451,47,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SEAT,CABA,Parabrisas,311067,809387,322,38709,100721,40,2.6,,,-,-,,-
2024-02-01,SEAT,CABA,Parabrisas,326621,622221,302,42193,80380,39,1.91,0.050002089581987264,-0.26538461538461544,-26.54%,5.0%,0.0900049084192307,9.0%
2024-03-01,SEAT,CABA,Parabrisas,342952,588536,342,46413,79648,46,1.72,0.049999846917375246,-0.09947643979057585,-9.95%,5.0%,0.10001659042969213,10.0%
2024-05-01,SEAT,CABA,Parabrisas,360099,545051,321,49337,74677,44,1.51,0.049998250484032836,-0.12209302325581395,-12.21%,5.0%,0.06299959063193494,6.3%
2024-07-01,SEAT,CABA,Parabrisas,370902,516030,261,52790,73446,37,1.39,0.03000008331042303,-0.07947019867549676,-7.95%,3.0%,0.06998804142935322,7.0%
2024-10-01,SEAT,CABA,Parabrisas,370902,466204,308,58069,72990,48,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.10000000000000009,10.0%
2025-01-01,SEAT,CABA,Parabrisas,370902,433589,304,58069,67884,47,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SEAT,CABA,Parabrisas,389448,417010,308,63296,67775,50,1.07,0.050002426516977616,-0.08547008547008539,-8.55%,5.0%,0.09001360450498552,9.0%
2025-08-01,SEAT,CABA,Parabrisas,389448,389448,293,63296,63296,47,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SMART,CABA,Parabrisas,169993,442318,176,65322,169968,67,2.6,,,-,-,,-
2024-02-01,SMART,CABA,Parabrisas,190393,362703,176,71202,135641,65,1.91,0.12000494137993911,-0.26538461538461544,-26.54%,12.0%,0.09001561495361443,9.0%
2024-03-01,SMART,CABA,Parabrisas,217048,372473,216,78322,134407,78,1.72,0.13999989495412124,-0.09947643979057585,-9.95%,14.0%,0.09999719109013783,10.0%
2024-05-01,SMART,CABA,Parabrisas,234412,354808,209,83256,126017,74,1.51,0.08000073716412959,-0.12209302325581395,-12.21%,8.0%,0.06299634840785484,6.3%
2024-07-01,SMART,CABA,Parabrisas,253165,352224,178,89084,123941,62,1.39,0.08000017063972842,-0.07947019867549676,-7.95%,8.0%,0.0700009608917076,7.0%
2024-10-01,SMART,CABA,Parabrisas,263291,330943,219,97992,123171,81,1.26,0.03999763000414758,-0.09352517985611508,-9.35%,4.0%,0.09999550985586647,10.0%
2025-01-01,SMART,CABA,Parabrisas,263291,307790,216,97992,114554,80,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SMART,CABA,Parabrisas,276456,296022,218,106812,114371,84,1.07,0.05000170913551916,-0.08547008547008539,-8.55%,5.0%,0.09000734753857453,9.0%
2025-08-01,SMART,CABA,Parabrisas,276456,276456,208,106812,106812,80,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SSANG YONG,CABA,Parabrisas,143577,373582,148,28583,74373,29,2.6,,,-,-,,-
2024-02-01,SSANG YONG,CABA,Parabrisas,150755,287193,139,31156,59353,28,1.91,0.04999407983172799,-0.26538461538461544,-26.54%,5.0%,0.09001854249029151,9.0%
2024-03-01,SSANG YONG,CABA,Parabrisas,158293,271645,158,34271,58813,34,1.72,0.05000165831979042,-0.09947643979057585,-9.95%,5.0%,0.09998074207215302,10.0%
2024-05-01,SSANG YONG,CABA,Parabrisas,166208,251574,148,36430,55141,32,1.51,0.05000221108956171,-0.12209302325581395,-12.21%,5.0%,0.06299786991917355,6.3%
2024-07-01,SSANG YONG,CABA,Parabrisas,171194,238180,120,38980,54233,27,1.39,0.029998556026183953,-0.07947019867549676,-7.95%,3.0%,0.06999725500960752,7.0%
2024-10-01,SSANG YONG,CABA,Parabrisas,171194,215182,142,42878,53896,35,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.10000000000000009,10.0%
2025-01-01,SSANG YONG,CABA,Parabrisas,171194,200128,140,42878,50125,35,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SSANG YONG,CABA,Parabrisas,179754,192476,142,46738,50045,36,1.07,0.05000175239786442,-0.08547008547008539,-8.55%,5.0%,0.09002285554363554,9.0%
2025-08-01,SSANG YONG,CABA,Parabrisas,179754,179754,135,46738,46738,35,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SUBARU,CABA,Parabrisas,485487,1263222,502,60000,156118,62,2.6,,,-,-,,-
2024-02-01,SUBARU,CABA,Parabrisas,509762,971109,471,65400,124589,60,1.91,0.05000133886180258,-0.26538461538461544,-26.54%,5.0%,0.09000000000000008,9.0%
2024-03-01,SUBARU,CABA,Parabrisas,535250,918536,534,71940,123456,71,1.72,0.04999980383002267,-0.09947643979057585,-9.95%,5.0%,0.10000000000000009,10.0%
2024-05-01,SUBARU,CABA,Parabrisas,562012,850668,501,76472,115749,68,1.51,0.04999906585707614,-0.12209302325581395,-12.21%,5.0%,0.06299694189602456,6.3%
2024-07-01,SUBARU,CABA,Parabrisas,578873,805376,408,81825,113842,57,1.39,0.030001138765720414,-0.07947019867549676,-7.95%,3.0%,0.06999947693273345,7.0%
2024-10-01,SUBARU,CABA,Parabrisas,578873,727612,481,90008,113135,74,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.10000611060189435,10.0%
2025-01-01,SUBARU,CABA,Parabrisas,578873,676708,475,90008,105220,73,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SUBARU,CABA,Parabrisas,607816,650834,480,98109,105052,77,1.07,0.04999887712848938,-0.08547008547008539,-8.55%,5.0%,0.09000311083459245,9.0%
2025-08-01,SUBARU,CABA,Parabrisas,607816,607816,457,98109,98109,73,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SUZUKI,CABA,Parabrisas,288556,750813,298,38709,100721,40,2.6,,,-,-,,-
2024-02-01,SUZUKI,CABA,Parabrisas,304659,580382,281,42193,80380,39,1.91,0.05580545890572375,-0.26538461538461544,-26.54%,5.58%,0.0900049084192307,9.0%
2024-03-01,SUZUKI,CABA,Parabrisas,322304,553102,321,46413,79648,46,1.72,0.05791721235873548,-0.09947643979057585,-9.95%,5.79%,0.10001659042969213,10.0%
2024-05-01,SUZUKI,CABA,Parabrisas,339335,513622,303,49337,74677,44,1.51,0.05284141679904697,-0.12209302325581395,-12.21%,5.28%,0.06299959063193494,6.3%
2024-07-01,SUZUKI,CABA,Parabrisas,351165,488570,247,52790,73446,37,1.39,0.03486230421265124,-0.07947019867549676,-7.95%,3.49%,0.06998804142935322,7.0%
2024-10-01,SUZUKI,CABA,Parabrisas,352591,443188,293,58069,72990,48,1.26,0.004060769154101251,-0.09352517985611508,-9.35%,0.41%,0.10000000000000009,10.0%
2025-01-01,SUZUKI,CABA,Parabrisas,352591,412182,289,58069,67884,47,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SUZUKI,CABA,Parabrisas,370220,396422,292,63296,67775,50,1.07,0.04999844011900478,-0.08547008547008539,-8.55%,5.0%,0.09001360450498552,9.0%
2025-08-01,SUZUKI,CABA,Parabrisas,370220,370220,278,63296,63296,47,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,TOYOTA,CABA,Parabrisas,202559,527052,209,38543,100289,39,2.6,,,-,-,,-
2024-02-01,TOYOTA,CABA,Parabrisas,218591,416421,202,42012,80035,38,1.91,0.07914731016642063,-0.26538461538461544,-26.54%,7.91%,0.09000337285629034,9.0%
2024-03-01,TOYOTA,CABA,Parabrisas,231031,396470,230,46613,79992,46,1.72,0.05690993682265044,-0.09947643979057585,-9.95%,5.69%,0.10951632866799965,10.95%
2024-05-01,TOYOTA,CABA,Parabrisas,234448,354863,209,49549,74998,44,1.51,0.014790222957092425,-0.12209302325581395,-12.21%,1.48%,0.06298672044279496,6.3%
2024-07-01,TOYOTA,CABA,Parabrisas,248416,345617,175,53018,73763,37,1.39,0.059578243363133776,-0.07947019867549676,-7.95%,5.96%,0.07001150376395082,7.0%
2024-10-01,TOYOTA,CABA,Parabrisas,254006,319272,211,58012,72918,48,1.26,0.02250257632358621,-0.09352517985611508,-9.35%,2.25%,0.09419442453506366,9.42%
2025-01-01,TOYOTA,CABA,Parabrisas,253851,296755,208,58014,67819,47,1.17,-0.0006102218057840725,-0.07142857142857151,-7.14%,-0.06%,3.447562573266616e-05,0.0%
2025-04-01,TOYOTA,CABA,Parabrisas,269435,288504,213,63560,68058,50,1.07,0.061390343154055005,-0.08547008547008539,-8.55%,6.14%,0.09559761436894543,9.56%
2025-08-01,TOYOTA,CABA,Parabrisas,264797,264797,199,63538,63538,47,1.0,-0.017213799246571515,-0.06542056074766356,-6.54%,-1.72%,-0.00034612964128377666,-0.03%
2023-12-01,VOLKSWAGEN,CABA,Parabrisas,171836,447111,177,38812,100988,40,2.6,,,-,-,,-
2024-02-01,VOLKSWAGEN,CABA,Parabrisas,182112,346928,168,42305,80593,39,1.91,0.059801205800879886,-0.26538461538461544,-26.54%,5.98%,0.08999793878182016,9.0%
2024-03-01,VOLKSWAGEN,CABA,Parabrisas,189835,325774,189,46536,79860,46,1.72,0.042407968722544265,-0.09947643979057585,-9.95%,4.24%,0.10001181893393207,10.0%
2024-05-01,VOLKSWAGEN,CABA,Parabrisas,192394,291210,171,49468,74875,44,1.51,0.013480127479126525,-0.12209302325581395,-12.21%,1.35%,0.06300498538765686,6.3%
2024-07-01,VOLKSWAGEN,CABA,Parabrisas,204325,284274,144,53350,74225,37,1.39,0.06201336840026195,-0.07947019867549676,-7.95%,6.2%,0.07847497372038492,7.85%
2024-10-01,VOLKSWAGEN,CABA,Parabrisas,209809,263719,174,58497,73528,48,1.26,0.02683959378441214,-0.09352517985611508,-9.35%,2.68%,0.09647610121836925,9.65%
2025-01-01,VOLKSWAGEN,CABA,Parabrisas,214562,250826,176,58626,68535,48,1.17,0.022653937628986265,-0.07142857142857151,-7.14%,2.27%,0.002205241294425342,0.22%
2025-04-01,VOLKSWAGEN,CABA,Parabrisas,223872,239716,177,64088,68624,50,1.07,0.04339072156299806,-0.08547008547008539,-8.55%,4.34%,0.09316685429672833,9.32%
2025-08-01,VOLKSWAGEN,CABA,Parabrisas,227298,227298,171,64074,64074,48,1.0,0.015303387650085654,-0.06542056074766356,-6.54%,1.53%,-0.00021844963175632337,-0.02%
2023-12-01,VOLVO,CABA,Parabrisas,506527,1317966,524,54228,141099,56,2.6,,,-,-,,-
2024-02-01,VOLVO,CABA,Parabrisas,540853,1030339,500,59108,112603,54,1.91,0.0677673648196444,-0.26538461538461544,-26.54%,6.78%,0.0899904108578593,9.0%
2024-03-01,VOLVO,CABA,Parabrisas,562458,965227,561,65019,111579,64,1.72,0.03994615912271904,-0.09947643979057585,-9.95%,3.99%,0.10000338363673267,10.0%
2024-05-01,VOLVO,CABA,Parabrisas,585142,885678,522,69115,104614,61,1.51,0.040330122426919024,-0.12209302325581395,-12.21%,4.03%,0.06299697011642746,6.3%
2024-07-01,VOLVO,CABA,Parabrisas,592767,824706,418,76115,105898,53,1.39,0.013031024947790515,-0.07947019867549676,-7.95%,1.3%,0.10128047457136646,10.13%
2024-10-01,VOLVO,CABA,Parabrisas,591687,743719,492,83264,104658,69,1.26,-0.0018219637732870275,-0.09352517985611508,-9.35%,-0.18%,0.09392366813374498,9.39%
2025-01-01,VOLVO,CABA,Parabrisas,591563,691544,486,82841,96842,68,1.17,-0.00020957026265577827,-0.07142857142857151,-7.14%,-0.02%,-0.005080226748654826,-0.51%
2025-04-01,VOLVO,CABA,Parabrisas,621141,665102,491,90297,96688,71,1.07,0.04999974643444571,-0.08547008547008539,-8.55%,5.0%,0.09000374210837636,9.0%
2025-08-01,VOLVO,CABA,Parabrisas,645887,645887,486,91262,91262,68,1.0,0.03983958553693934,-0.06542056074766356,-6.54%,3.98%,0.010686955269831877,1.07%
2023-12-01,ALFA ROMEO,CABA,Puerta,94301,245369,97,11308,29423,11,2.6,,,-,-,,-
2024-02-01,ALFA ROMEO,CABA,Puerta,99016,188629,91,12325,23481,11,1.91,0.04999946978292913,-0.26538461538461544,-26.54%,5.0%,0.08993632826317643,8.99%
2024-03-01,ALFA ROMEO,CABA,Puerta,103967,178417,103,14544,24959,14,1.72,0.05000201987557573,-0.09947643979057585,-9.95%,5.0%,0.1800405679513184,18.0%
2024-05-01,ALFA ROMEO,CABA,Puerta,109165,165234,97,15853,23996,14,1.51,0.04999663354718331,-0.12209302325581395,-12.21%,5.0%,0.09000275027502758,9.0%
2024-07-01,ALFA ROMEO,CABA,Puerta,112440,156436,79,16963,23600,11,1.39,0.030000458022259924,-0.07947019867549676,-7.95%,3.0%,0.07001829306755813,7.0%
2024-10-01,ALFA ROMEO,CABA,Puerta,112440,141332,93,18998,23880,15,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11996698697164421,12.0%
2025-01-01,ALFA ROMEO,CABA,Puerta,112440,131444,92,18998,22209,15,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,ALFA ROMEO,CABA,Puerta,115814,124010,91,20708,22174,16,1.07,0.030007114905727494,-0.08547008547008539,-8.55%,3.0%,0.09000947468154541,9.0%
2025-08-01,ALFA ROMEO,CABA,Puerta,115814,115814,87,20708,20708,15,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,AUDI,CABA,Puerta,86504,225082,89,11308,29423,11,2.6,,,-,-,,-
2024-02-01,AUDI,CABA,Puerta,90830,173033,83,12325,23481,11,1.91,0.05000924812725427,-0.26538461538461544,-26.54%,5.0%,0.08993632826317643,8.99%
2024-03-01,AUDI,CABA,Puerta,95371,163666,95,14544,24959,14,1.72,0.04999449521083332,-0.09947643979057585,-9.95%,5.0%,0.1800405679513184,18.0%
2024-05-01,AUDI,CABA,Puerta,100140,151573,89,15853,23996,14,1.51,0.05000471841545129,-0.12209302325581395,-12.21%,5.0%,0.09000275027502758,9.0%
2024-07-01,AUDI,CABA,Puerta,103144,143503,72,16963,23600,11,1.39,0.029998002796085554,-0.07947019867549676,-7.95%,3.0%,0.07001829306755813,7.0%
2024-10-01,AUDI,CABA,Puerta,103144,129646,85,18998,23880,15,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11996698697164421,12.0%
2025-01-01,AUDI,CABA,Puerta,103144,120576,84,18998,22209,15,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,AUDI,CABA,Puerta,106238,113757,84,20708,22174,16,1.07,0.029996897541301415,-0.08547008547008539,-8.55%,3.0%,0.09000947468154541,9.0%
2025-08-01,AUDI,CABA,Puerta,106238,106238,79,20708,20708,15,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,BMW,CABA,Puerta,99413,258669,102,11308,29423,11,2.6,,,-,-,,-
2024-02-01,BMW,CABA,Puerta,104383,198853,96,12325,23481,11,1.91,0.049993461619707746,-0.26538461538461544,-26.54%,5.0%,0.08993632826317643,8.99%
2024-03-01,BMW,CABA,Puerta,109602,188088,109,14544,24959,14,1.72,0.04999856298439398,-0.09947643979057585,-9.95%,5.0%,0.1800405679513184,18.0%
2024-05-01,BMW,CABA,Puerta,115083,174190,102,15853,23996,14,1.51,0.0500082115289866,-0.12209302325581395,-12.21%,5.0%,0.09000275027502758,9.0%
2024-07-01,BMW,CABA,Puerta,118535,164916,83,16963,23600,11,1.39,0.029995742203453135,-0.07947019867549676,-7.95%,3.0%,0.07001829306755813,7.0%
2024-10-01,BMW,CABA,Puerta,118535,148992,98,18998,23880,15,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11996698697164421,12.0%
2025-01-01,BMW,CABA,Puerta,118535,138569,97,18998,22209,15,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,BMW,CABA,Puerta,122091,130732,96,20708,22174,16,1.07,0.029999578183658837,-0.08547008547008539,-8.55%,3.0%,0.09000947468154541,9.0%
2025-08-01,BMW,CABA,Puerta,122091,122091,91,20708,20708,15,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,CHERY,CABA,Puerta,59633,155165,61,11308,29423,11,2.6,,,-,-,,-
2024-02-01,CHERY,CABA,Puerta,62615,119284,57,12325,23481,11,1.91,0.05000586923347816,-0.26538461538461544,-26.54%,5.0%,0.08993632826317643,8.99%
2024-03-01,CHERY,CABA,Puerta,65746,112826,65,14544,24959,14,1.72,0.050003992653517626,-0.09947643979057585,-9.95%,5.0%,0.1800405679513184,18.0%
2024-05-01,CHERY,CABA,Puerta,69033,104490,61,15853,23996,14,1.51,0.0499954369847595,-0.12209302325581395,-12.21%,5.0%,0.09000275027502758,9.0%
2024-07-01,CHERY,CABA,Puerta,71104,98926,50,16963,23600,11,1.39,0.030000144858256306,-0.07947019867549676,-7.95%,3.0%,0.07001829306755813,7.0%
2024-10-01,CHERY,CABA,Puerta,56478,70990,47,38426,48300,31,1.26,-0.205698694869487,-0.09352517985611508,-9.35%,-20.57%,1.2652832635736604,126.53%
2025-01-01,CHERY,CABA,Puerta,67782,79238,55,22061,25790,18,1.17,0.20014873047912451,-0.07142857142857151,-7.14%,20.01%,-0.425883516369125,-42.59%
2025-04-01,CHERY,CABA,Puerta,71592,76659,56,20708,22174,16,1.07,0.05620961317163853,-0.08547008547008539,-8.55%,5.62%,-0.061329948778387156,-6.13%
2025-08-01,CHERY,CABA,Puerta,71592,71592,53,20708,20708,15,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,CHEVROLET,CABA,Puerta,51540,134106,53,11308,29423,11,2.6,,,-,-,,-
2024-02-01,CHEVROLET,CABA,Puerta,54117,103094,50,12325,23481,11,1.91,0.050000000000000044,-0.26538461538461544,-26.54%,5.0%,0.08993632826317643,8.99%
2024-03-01,CHEVROLET,CABA,Puerta,56823,97513,56,14544,24959,14,1.72,0.05000277177227108,-0.09947643979057585,-9.95%,5.0%,0.1800405679513184,18.0%
2024-05-01,CHEVROLET,CABA,Puerta,59664,90308,53,15853,23996,14,1.51,0.04999736022385304,-0.12209302325581395,-12.21%,5.0%,0.09000275027502758,9.0%
2024-07-01,CHEVROLET,CABA,Puerta,61454,85500,43,16963,23600,11,1.39,0.03000134084204875,-0.07947019867549676,-7.95%,3.0%,0.07001829306755813,7.0%
2024-10-01,CHEVROLET,CABA,Puerta,61454,77244,51,18998,23880,15,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11996698697164421,12.0%
2025-01-01,CHEVROLET,CABA,Puerta,61160,71497,50,18998,22209,15,1.17,-0.0047840661307644305,-0.07142857142857151,-7.14%,-0.48%,0.0,0.0%
2025-04-01,CHEVROLET,CABA,Puerta,64039,68572,50,20708,22174,16,1.07,0.047073250490516694,-0.08547008547008539,-8.55%,4.71%,0.09000947468154541,9.0%
2025-08-01,CHEVROLET,CABA,Puerta,63968,63968,48,20708,20708,15,1.0,-0.001108699386311418,-0.06542056074766356,-6.54%,-0.11%,0.0,0.0%
2023-12-01,CITROEN,CABA,Puerta,58313,151729,60,11308,29423,11,2.6,,,-,-,,-
2024-02-01,CITROEN,CABA,Puerta,61229,116642,56,12325,23481,11,1.91,0.050006002092157775,-0.26538461538461544,-26.54%,5.0%,0.08993632826317643,8.99%
2024-03-01,CITROEN,CABA,Puerta,62636,107490,62,14544,24959,14,1.72,0.022979307191036913,-0.09947643979057585,-9.95%,2.3%,0.1800405679513184,18.0%
2024-05-01,CITROEN,CABA,Puerta,65768,99548,58,15853,23996,14,1.51,0.050003193051918915,-0.12209302325581395,-12.21%,5.0%,0.09000275027502758,9.0%
2024-07-01,CITROEN,CABA,Puerta,67741,94248,47,16963,23600,11,1.39,0.029999391801484032,-0.07947019867549676,-7.95%,3.0%,0.07001829306755813,7.0%
2024-10-01,CITROEN,CABA,Puerta,67741,85147,56,18998,23880,15,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11996698697164421,12.0%
2025-01-01,CITROEN,CABA,Puerta,67741,79190,55,18998,22209,15,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,CITROEN,CABA,Puerta,69774,74712,55,20708,22174,16,1.07,0.03001136682363703,-0.08547008547008539,-8.55%,3.0%,0.09000947468154541,9.0%
2025-08-01,CITROEN,CABA,Puerta,69774,69774,52,20708,20708,15,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,DAEWOO,CABA,Puerta,55160,143526,57,11308,29423,11,2.6,,,-,-,,-
