fecha,marca,zona,cristal,precio,precio_ipc,precio_usd,instalacion,instalacion_ipc,instalacion_usd,ipc,var_precio_prom,var_ipc,var_ipc_%,var_precio_prom_%,var_instal_prom,var_instal_prom_%
2024-03-01,KIA-ASIA,Rosario,Puerta,99466,170694,99,15889,27268,15,1.72,0.04999472184102194,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,KIA-ASIA,Rosario,Puerta,104440,158082,93,17319,26215,15,1.51,0.050007037580680924,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,KIA-ASIA,Rosario,Puerta,107573,149665,75,18532,25783,13,1.39,0.02999808502489465,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,KIA-ASIA,Rosario,Puerta,107573,135214,89,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,KIA-ASIA,Rosario,Puerta,107573,125754,88,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,KIA-ASIA,Rosario,Puerta,110800,118642,87,22624,24225,17,1.07,0.029998233757541293,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,KIA-ASIA,Rosario,Puerta,110800,110800,83,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,MAZDA,Rosario,Puerta,150492,391577,155,12354,32145,12,2.6,,,-,-,,-
2024-02-01,MAZDA,Rosario,Puerta,158017,301027,146,13466,25653,12,1.91,0.050002657948595264,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,MAZDA,Rosario,Puerta,165918,284730,165,15889,27268,15,1.72,0.050000949264952466,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,MAZDA,Rosario,Puerta,174214,263692,155,17319,26215,15,1.51,0.0500006027073614,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,MAZDA,Rosario,Puerta,179440,249652,126,18532,25783,13,1.39,0.029997589171937955,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,MAZDA,Rosario,Puerta,179440,225547,149,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,MAZDA,Rosario,Puerta,179440,209768,147,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,MAZDA,Rosario,Puerta,184824,197904,146,22624,24225,17,1.07,0.030004458314756954,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,MAZDA,Rosario,Puerta,184824,184824,139,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,MERCEDES BENZ,Rosario,Puerta,48543,126307,50,12354,32145,12,2.6,,,-,-,,-
2024-02-01,MERCEDES BENZ,Rosario,Puerta,50970,97099,47,13466,25653,12,1.91,0.04999690995612127,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,MERCEDES BENZ,Rosario,Puerta,53518,91842,53,15889,27268,15,1.72,0.04999019030802443,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,MERCEDES BENZ,Rosario,Puerta,56194,85056,50,17319,26215,15,1.51,0.050001868530214155,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,MERCEDES BENZ,Rosario,Puerta,57880,80528,40,18532,25783,13,1.39,0.030003203188952554,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,MERCEDES BENZ,Rosario,Puerta,57880,72752,48,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,MERCEDES BENZ,Rosario,Puerta,57880,67662,47,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,MERCEDES BENZ,Rosario,Puerta,59616,63836,47,22624,24225,17,1.07,0.029993089149965346,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,MERCEDES BENZ,Rosario,Puerta,59616,59616,44,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,MITSUBISHI,Rosario,Puerta,84325,219412,87,12354,32145,12,2.6,,,-,-,,-
2024-02-01,MITSUBISHI,Rosario,Puerta,88542,168674,81,13466,25653,12,1.91,0.05000889415950183,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,MITSUBISHI,Rosario,Puerta,92969,159543,92,15889,27268,15,1.72,0.0499988705924872,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,MITSUBISHI,Rosario,Puerta,97617,147755,87,17319,26215,15,1.51,0.049995159676881507,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,MITSUBISHI,Rosario,Puerta,100546,139888,71,18532,25783,13,1.39,0.030005019617484585,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,MITSUBISHI,Rosario,Puerta,95944,120596,79,23619,29688,19,1.26,-0.045770095279772494,-0.09352517985611508,-9.35%,-4.58%,0.27449816533563576,27.45%
2025-01-01,MITSUBISHI,Rosario,Puerta,95944,112159,78,23619,27611,19,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,MITSUBISHI,Rosario,Puerta,98155,105101,77,22624,24225,17,1.07,0.02304469273743015,-0.08547008547008539,-8.55%,2.3%,-0.04212710106270379,-4.21%
2025-08-01,MITSUBISHI,Rosario,Puerta,98155,98155,73,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,NISSAN,Rosario,Puerta,61420,159813,63,12354,32145,12,2.6,,,-,-,,-
2024-02-01,NISSAN,Rosario,Puerta,64491,122857,59,13466,25653,12,1.91,0.050000000000000044,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,NISSAN,Rosario,Puerta,67716,116206,67,15889,27268,15,1.72,0.050006977717821144,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,NISSAN,Rosario,Puerta,71101,107620,63,17319,26215,15,1.51,0.049988185953098174,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,NISSAN,Rosario,Puerta,73234,101890,51,18532,25783,13,1.39,0.029999578065006194,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,NISSAN,Rosario,Puerta,74256,93336,61,22212,27919,18,1.26,0.01395526667941116,-0.09352517985611508,-9.35%,1.4%,0.19857543708180447,19.86%
2025-01-01,NISSAN,Rosario,Puerta,74256,86806,61,22212,25966,18,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,NISSAN,Rosario,Puerta,76484,81897,60,22624,24225,17,1.07,0.030004309416074015,-0.08547008547008539,-8.55%,3.0%,0.018548532324869527,1.85%
2025-08-01,NISSAN,Rosario,Puerta,76484,76484,57,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,OPEL,Rosario,Puerta,57064,148480,59,12354,32145,12,2.6,,,-,-,,-
2024-02-01,OPEL,Rosario,Puerta,59918,114145,55,13466,25653,12,1.91,0.05001401934669847,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,OPEL,Rosario,Puerta,62914,107966,62,15889,27268,15,1.72,0.05000166894756175,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,OPEL,Rosario,Puerta,66059,99988,59,17319,26215,15,1.51,0.04998887370060712,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,OPEL,Rosario,Puerta,68041,94664,48,18532,25783,13,1.39,0.030003481736023963,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,OPEL,Rosario,Puerta,68041,85524,56,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,OPEL,Rosario,Puerta,68041,79541,55,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,OPEL,Rosario,Puerta,33041,35379,26,22624,24225,17,1.07,-0.5143957319851267,-0.08547008547008539,-8.55%,-51.44%,0.08999807284640582,9.0%
2025-08-01,OPEL,Rosario,Puerta,33041,33041,24,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,PEUGEOT,Rosario,Puerta,38183,99352,39,12354,32145,12,2.6,,,-,-,,-
2024-02-01,PEUGEOT,Rosario,Puerta,40092,76377,37,13466,25653,12,1.91,0.04999607155016639,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,PEUGEOT,Rosario,Puerta,42544,73009,42,15889,27268,15,1.72,0.061159333532874394,-0.09947643979057585,-9.95%,6.12%,0.1799346502302095,17.99%
2024-05-01,PEUGEOT,Rosario,Puerta,44671,67614,39,17319,26215,15,1.51,0.04999529898458066,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,PEUGEOT,Rosario,Puerta,46011,64014,32,18532,25783,13,1.39,0.02999708983456828,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,PEUGEOT,Rosario,Puerta,46011,57833,38,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,PEUGEOT,Rosario,Puerta,45726,53455,37,20756,24264,17,1.17,-0.00619417095911845,-0.07142857142857151,-7.14%,-0.62%,0.0,0.0%
2025-04-01,PEUGEOT,Rosario,Puerta,47035,50364,37,22624,24225,17,1.07,0.028627039321174053,-0.08547008547008539,-8.55%,2.86%,0.08999807284640582,9.0%
2025-08-01,PEUGEOT,Rosario,Puerta,46769,46769,35,22624,22624,17,1.0,-0.005655363027532667,-0.06542056074766356,-6.54%,-0.57%,0.0,0.0%
2023-12-01,RENAULT,Rosario,Puerta,40313,104894,41,12354,32145,12,2.6,,,-,-,,-
2024-02-01,RENAULT,Rosario,Puerta,42329,80638,39,13466,25653,12,1.91,0.050008682062858245,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,RENAULT,Rosario,Puerta,44445,76273,44,15889,27268,15,1.72,0.04998936899052664,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,RENAULT,Rosario,Puerta,46696,70679,41,17319,26215,15,1.51,0.050646866914163535,-0.12209302325581395,-12.21%,5.06%,0.08999937063377184,9.0%
2024-07-01,RENAULT,Rosario,Puerta,48147,66986,34,18532,25783,13,1.39,0.031073325338358826,-0.07947019867549676,-7.95%,3.11%,0.07003868583636463,7.0%
2024-10-01,RENAULT,Rosario,Puerta,48190,60573,40,20756,26089,17,1.26,0.0008930982200345827,-0.09352517985611508,-9.35%,0.09%,0.12000863371465575,12.0%
2025-01-01,RENAULT,Rosario,Puerta,48800,57048,40,20756,24264,17,1.17,0.012658227848101333,-0.07142857142857151,-7.14%,1.27%,0.0,0.0%
2025-04-01,RENAULT,Rosario,Puerta,50454,54025,39,22624,24225,17,1.07,0.03389344262295091,-0.08547008547008539,-8.55%,3.39%,0.08999807284640582,9.0%
2025-08-01,RENAULT,Rosario,Puerta,50563,50563,38,22624,22624,17,1.0,0.002160383715859915,-0.06542056074766356,-6.54%,0.22%,0.0,0.0%
2023-12-01,ROVER,Rosario,Puerta,129263,336340,133,12354,32145,12,2.6,,,-,-,,-
2024-02-01,ROVER,Rosario,Puerta,135727,258563,125,13466,25653,12,1.91,0.05000657574093137,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,ROVER,Rosario,Puerta,142513,244565,142,15889,27268,15,1.72,0.04999742129421558,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,ROVER,Rosario,Puerta,149639,226495,133,17319,26215,15,1.51,0.05000245591630237,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,ROVER,Rosario,Puerta,154128,214436,108,18532,25783,13,1.39,0.02999886393253104,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,ROVER,Rosario,Puerta,154128,193730,128,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,ROVER,Rosario,Puerta,154128,180177,126,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,ROVER,Rosario,Puerta,158752,169987,125,22624,24225,17,1.07,0.03000103809820409,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,ROVER,Rosario,Puerta,158752,158752,119,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SCANIA,Rosario,Puerta,55997,145702,57,12354,32145,12,2.6,,,-,-,,-
2024-02-01,SCANIA,Rosario,Puerta,58797,112009,54,13466,25653,12,1.91,0.05000267871493125,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,SCANIA,Rosario,Puerta,61736,105945,61,15889,27268,15,1.72,0.04998554348010953,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,SCANIA,Rosario,Puerta,64823,98117,57,17319,26215,15,1.51,0.050003239600881155,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,SCANIA,Rosario,Puerta,66768,92893,47,18532,25783,13,1.39,0.03000478225321257,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,SCANIA,Rosario,Puerta,66768,83924,55,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,SCANIA,Rosario,Puerta,66768,78053,54,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SCANIA,Rosario,Puerta,68771,73638,54,22624,24225,17,1.07,0.029999400910615925,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,SCANIA,Rosario,Puerta,68771,68771,51,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SEAT,Rosario,Puerta,122013,317473,126,12354,32145,12,2.6,,,-,-,,-
2024-02-01,SEAT,Rosario,Puerta,128113,244059,118,13466,25653,12,1.91,0.04999467269881075,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,SEAT,Rosario,Puerta,134519,230847,134,15889,27268,15,1.72,0.05000273196318883,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,SEAT,Rosario,Puerta,141245,213790,126,17319,26215,15,1.51,0.05000037169470484,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,SEAT,Rosario,Puerta,145482,202407,102,18532,25783,13,1.39,0.029997522036178337,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,SEAT,Rosario,Puerta,145482,182863,121,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,SEAT,Rosario,Puerta,145482,170070,119,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SEAT,Rosario,Puerta,149847,160452,118,22624,24225,17,1.07,0.03000371179939787,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,SEAT,Rosario,Puerta,149847,149847,112,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SUBARU,Rosario,Puerta,131556,342304,136,12354,32145,12,2.6,,,-,-,,-
2024-02-01,SUBARU,Rosario,Puerta,138133,263148,127,13466,25653,12,1.91,0.049993918939463144,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,SUBARU,Rosario,Puerta,145040,248902,144,15889,27268,15,1.72,0.05000253378989816,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,SUBARU,Rosario,Puerta,152292,230511,136,17319,26215,15,1.51,0.050000000000000044,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,SUBARU,Rosario,Puerta,156861,218238,110,18532,25783,13,1.39,0.030001575919943235,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,SUBARU,Rosario,Puerta,156861,197166,130,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,SUBARU,Rosario,Puerta,156861,183372,128,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SUBARU,Rosario,Puerta,161567,173001,127,22624,24225,17,1.07,0.03000108376205679,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,SUBARU,Rosario,Puerta,161567,161567,121,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SUZUKI,Rosario,Puerta,57284,149052,59,12354,32145,12,2.6,,,-,-,,-
2024-02-01,SUZUKI,Rosario,Puerta,60148,114585,55,13466,25653,12,1.91,0.04999650862369953,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,SUZUKI,Rosario,Puerta,63156,108381,63,15889,27268,15,1.72,0.05000997539402796,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,SUZUKI,Rosario,Puerta,66314,100373,59,17319,26215,15,1.51,0.050003166761669604,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,SUZUKI,Rosario,Puerta,68303,95029,48,18532,25783,13,1.39,0.029993666495762517,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,SUZUKI,Rosario,Puerta,68303,85854,56,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,SUZUKI,Rosario,Puerta,68303,79847,56,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SUZUKI,Rosario,Puerta,70352,75331,55,22624,24225,17,1.07,0.029998682341917604,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,SUZUKI,Rosario,Puerta,70352,70352,52,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,TOYOTA,Rosario,Puerta,53705,139741,55,12354,32145,12,2.6,,,-,-,,-
2024-02-01,TOYOTA,Rosario,Puerta,56391,107426,52,13466,25653,12,1.91,0.05001396518015078,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,TOYOTA,Rosario,Puerta,60156,103234,60,15889,27268,15,1.72,0.06676597329361078,-0.09947643979057585,-9.95%,6.68%,0.1799346502302095,17.99%
2024-05-01,TOYOTA,Rosario,Puerta,63258,95748,56,17319,26215,15,1.51,0.05156592858567732,-0.12209302325581395,-12.21%,5.16%,0.08999937063377184,9.0%
2024-07-01,TOYOTA,Rosario,Puerta,65325,90886,46,18532,25783,13,1.39,0.032675709001233066,-0.07947019867549676,-7.95%,3.27%,0.07003868583636463,7.0%
2024-10-01,TOYOTA,Rosario,Puerta,65858,82780,54,21706,27283,18,1.26,0.008159203980099505,-0.09352517985611508,-9.35%,0.82%,0.17127131448305644,17.13%
2025-01-01,TOYOTA,Rosario,Puerta,66170,77353,54,21698,25365,17,1.17,0.0047374654559810825,-0.07142857142857151,-7.14%,0.47%,-0.0003685616880125808,-0.04%
2025-04-01,TOYOTA,Rosario,Puerta,68155,72979,53,22624,24225,17,1.07,0.02999848874112132,-0.08547008547008539,-8.55%,3.0%,0.042676744400405475,4.27%
2025-08-01,TOYOTA,Rosario,Puerta,68400,68400,51,22624,22624,17,1.0,0.0035947472672583913,-0.06542056074766356,-6.54%,0.36%,0.0,0.0%
2023-12-01,VOLKSWAGEN,Rosario,Puerta,42966,111796,44,12354,32145,12,2.6,,,-,-,,-
2024-02-01,VOLKSWAGEN,Rosario,Puerta,45114,85944,41,13466,25653,12,1.91,0.04999301773495324,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,VOLKSWAGEN,Rosario,Puerta,49084,84232,49,15889,27268,15,1.72,0.08799929068581824,-0.09947643979057585,-9.95%,8.8%,0.1799346502302095,17.99%
2024-05-01,VOLKSWAGEN,Rosario,Puerta,51689,78237,46,17319,26215,15,1.51,0.053072284247412504,-0.12209302325581395,-12.21%,5.31%,0.08999937063377184,9.0%
2024-07-01,VOLKSWAGEN,Rosario,Puerta,53240,74071,37,18532,25783,13,1.39,0.030006384337093017,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,VOLKSWAGEN,Rosario,Puerta,53562,67324,44,20997,26392,17,1.26,0.00604808414725766,-0.09352517985611508,-9.35%,0.6%,0.13301316641484995,13.3%
2025-01-01,VOLKSWAGEN,Rosario,Puerta,53562,62614,44,20997,24546,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,VOLKSWAGEN,Rosario,Puerta,55022,58916,43,22624,24225,17,1.07,0.0272581307643478,-0.08547008547008539,-8.55%,2.73%,0.07748726008477402,7.75%
2025-08-01,VOLKSWAGEN,Rosario,Puerta,54868,54868,41,22624,22624,17,1.0,-0.0027988804478208396,-0.06542056074766356,-6.54%,-0.28%,0.0,0.0%
2023-12-01,VOLVO,Rosario,Puerta,116151,302222,120,12354,32145,12,2.6,,,-,-,,-
2024-02-01,VOLVO,Rosario,Puerta,121959,232335,112,13466,25653,12,1.91,0.05000387426711783,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,VOLVO,Rosario,Puerta,128057,219757,127,15889,27268,15,1.72,0.050000409973843585,-0.09947643979057585,-9.95%,5.0%,0.1799346502302095,17.99%
2024-05-01,VOLVO,Rosario,Puerta,134460,203520,120,17319,26215,15,1.51,0.05000117135338167,-0.12209302325581395,-12.21%,5.0%,0.08999937063377184,9.0%
2024-07-01,VOLVO,Rosario,Puerta,138493,192684,97,18532,25783,13,1.39,0.029994050275174766,-0.07947019867549676,-7.95%,3.0%,0.07003868583636463,7.0%
2024-10-01,VOLVO,Rosario,Puerta,138493,174079,115,20756,26089,17,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000863371465575,12.0%
2025-01-01,VOLVO,Rosario,Puerta,138493,161900,113,20756,24264,17,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,VOLVO,Rosario,Puerta,142648,152744,112,22624,24225,17,1.07,0.030001516322124555,-0.08547008547008539,-8.55%,3.0%,0.08999807284640582,9.0%
2025-08-01,VOLVO,Rosario,Puerta,142648,142648,107,22624,22624,17,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,149362,388635,154,33246,86505,34,2.6,,,-,-,,-
2024-02-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,156830,298765,145,36238,69034,33,1.91,0.04999933048566563,-0.26538461538461544,-26.54%,5.0%,0.0899957889670937,9.0%
2024-03-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,164672,282591,164,39862,68406,39,1.72,0.05000318816552962,-0.09947643979057585,-9.95%,5.0%,0.10000551906838129,10.0%
2024-05-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,172905,261711,154,43449,65765,38,1.51,0.04999635639331523,-0.12209302325581395,-12.21%,5.0%,0.08998544980181622,9.0%
2024-07-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,178092,247777,125,46491,64682,32,1.39,0.029999132471588474,-0.07947019867549676,-7.95%,3.0%,0.07001311882897188,7.0%
2024-10-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,178092,223852,148,52070,65449,43,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.12000172076315851,12.0%
2025-01-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,178092,208192,146,52070,60870,42,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,183435,196417,145,56756,60773,44,1.07,0.030001347618084928,-0.08547008547008539,-8.55%,3.0%,0.0899942385250625,9.0%
2025-08-01,BMW,TIERRA DEL FUEGO,Aleta/Ventilete,183435,183435,138,56756,56756,42,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,62871,163588,65,33246,86505,34,2.6,,,-,-,,-
2024-02-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,66014,125759,61,36238,69034,33,1.91,0.04999125192855214,-0.26538461538461544,-26.54%,5.0%,0.0899957889670937,9.0%
2024-03-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,69315,118951,69,39862,68406,39,1.72,0.050004544490562575,-0.09947643979057585,-9.95%,5.0%,0.10000551906838129,10.0%
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,73597,111397,65,43449,65765,38,1.51,0.06177595037149253,-0.12209302325581395,-12.21%,6.18%,0.08998544980181622,9.0%
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,77274,107510,54,46491,64682,32,1.39,0.04996127559547259,-0.07947019867549676,-7.95%,5.0%,0.07001311882897188,7.0%
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,78543,98725,65,52070,65449,43,1.26,0.016422082459818244,-0.09352517985611508,-9.35%,1.64%,0.12000172076315851,12.0%
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,78543,91818,64,52070,60870,42,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,78120,83649,61,56756,60773,44,1.07,-0.005385584966196899,-0.08547008547008539,-8.55%,-0.54%,0.0899942385250625,9.0%
2025-08-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,75634,75634,56,56756,56756,42,1.0,-0.031822836661546394,-0.06542056074766356,-6.54%,-3.18%,0.0,0.0%
2023-12-01,CITROEN,TIERRA DEL FUEGO,Aleta/Ventilete,119302,310421,123,33246,86505,34,2.6,,,-,-,,-
2024-02-01,CITROEN,TIERRA DEL FUEGO,Aleta/Ventilete,125267,238638,115,36238,69034,33,1.91,0.04999916179108488,-0.26538461538461544,-26.54%,5.0%,0.0899957889670937,9.0%
2024-03-01,CITROEN,TIERRA DEL FUEGO,Aleta/Ventilete,131531,225719,131,39862,68406,39,1.72,0.05000518891647432,-0.09947643979057585,-9.95%,5.0%,0.10000551906838129,10.0%
2024-05-01,CITROEN,TIERRA DEL FUEGO,Aleta/Ventilete,138107,209041,123,43449,65765,38,1.51,0.049995818476252785,-0.12209302325581395,-12.21%,5.0%,0.08998544980181622,9.0%
2024-07-01,CITROEN,TIERRA DEL FUEGO,Aleta/Ventilete,142251,197911,100,46491,64682,32,1.39,0.030005720202451736,-0.07947019867549676,-7.95%,3.0%,0.07001311882897188,7.0%
