fecha,marca,zona,cristal,precio,precio_ipc,precio_usd,instalacion,instalacion_ipc,instalacion_usd,ipc_empalme_ipim,var_precio_prom,var_instal_prom,var_ipc,var_ipc_%,var_precio_prom_%,var_instal_prom_%,tipo_cristal,ipc
2024-03-01,CHERY,CAPITAL FEDERAL,Puerta,65746,150913,65,14544,33385,14,4825,0.050003992653517626,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,CHERY,CAPITAL FEDERAL,Puerta,69033,131159,61,15853,30120,14,5830,0.0499954369847595,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,CHERY,CAPITAL FEDERAL,Puerta,71104,124002,50,16963,29583,11,6351,0.030000144858256306,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,CHERY,CAPITAL FEDERAL,Puerta,56478,87839,47,38426,59764,31,7122,-0.205698694869487,1.2652832635736604,0.12131017538650402,12.13%,-20.57%,126.53%,Cristales laterales y de techo,1.555277207
2025-01-01,CHERY,CAPITAL FEDERAL,Puerta,67782,97585,55,22061,31762,18,7694,0.20014873047912451,-0.425883516369125,0.08027884926854689,8.03%,20.01%,-42.59%,Cristales laterales y de techo,1.439699766
2025-04-01,CHERY,CAPITAL FEDERAL,Puerta,71592,94936,56,20708,27461,16,8353,0.05620961317163853,-0.061329948778387156,0.08569114339958728,8.57%,5.62%,-6.13%,Cristales laterales y de techo,1.326067524
2025-08-01,CHERY,CAPITAL FEDERAL,Puerta,71592,87880,55,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,CHERY,CAPITAL FEDERAL,Puerta,75887,87528,51,22779,26273,15,9603,0.05999273661861659,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,CHERY,CAPITAL FEDERAL,Puerta,80440,80440,57,24602,24602,17,11077,0.05999710095273225,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,CHEVROLET,CAPITAL FEDERAL,Puerta,51540,202735,53,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,CHEVROLET,CAPITAL FEDERAL,Puerta,54117,140668,50,12325,32038,11,4261,0.050000000000000044,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,CHEVROLET,CAPITAL FEDERAL,Puerta,56823,130431,56,14544,33385,14,4825,0.05000277177227108,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,CHEVROLET,CAPITAL FEDERAL,Puerta,59664,113358,53,15853,30120,14,5830,0.04999736022385304,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,CHEVROLET,CAPITAL FEDERAL,Puerta,61454,107173,43,16963,29583,11,6351,0.03000134084204875,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,CHEVROLET,CAPITAL FEDERAL,Puerta,61454,95578,51,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,CHEVROLET,CAPITAL FEDERAL,Puerta,61160,88052,50,18998,27352,15,7694,-0.0047840661307644305,0.0,0.08027884926854689,8.03%,-0.48%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,CHEVROLET,CAPITAL FEDERAL,Puerta,64039,84921,50,20708,27461,16,8353,0.047073250490516694,0.09000947468154541,0.08569114339958728,8.57%,4.71%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,CHEVROLET,CAPITAL FEDERAL,Puerta,63968,78522,49,20708,25420,16,9023,-0.001108699386311418,0.0,0.08028634569280846,8.03%,-0.11%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,CHEVROLET,CAPITAL FEDERAL,Puerta,67806,78208,46,22779,26273,15,9603,0.05999874937468741,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,CHEVROLET,CAPITAL FEDERAL,Puerta,71875,71875,50,24602,24602,17,11077,0.060009438692741,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,CITROEN,CAPITAL FEDERAL,Puerta,58313,229377,60,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,CITROEN,CAPITAL FEDERAL,Puerta,61229,159153,56,12325,32038,11,4261,0.050006002092157775,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,CITROEN,CAPITAL FEDERAL,Puerta,62636,143776,62,14544,33385,14,4825,0.022979307191036913,0.1800405679513184,0.1324067605352477,13.24%,2.3%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,CITROEN,CAPITAL FEDERAL,Puerta,65768,124956,58,15853,30120,14,5830,0.050003193051918915,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,CITROEN,CAPITAL FEDERAL,Puerta,67741,118138,47,16963,29583,11,6351,0.029999391801484032,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,CITROEN,CAPITAL FEDERAL,Puerta,67741,105357,56,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,CITROEN,CAPITAL FEDERAL,Puerta,67741,97527,55,18998,27352,15,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,CITROEN,CAPITAL FEDERAL,Puerta,69774,92525,55,20708,27461,16,8353,0.03001136682363703,0.09000947468154541,0.08569114339958728,8.57%,3.0%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,CITROEN,CAPITAL FEDERAL,Puerta,69774,85648,54,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,CITROEN,CAPITAL FEDERAL,Puerta,72962,84154,49,22779,26273,15,9603,0.045690371771720084,0.10000965810314844,0.06426097462835956,6.43%,4.57%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,CITROEN,CAPITAL FEDERAL,Puerta,77816,77816,55,24602,24602,17,11077,0.06652778158493455,0.08002985205671886,0.153396462171266,15.34%,6.65%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,DAEWOO,CAPITAL FEDERAL,Puerta,55160,216976,57,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,DAEWOO,CAPITAL FEDERAL,Puerta,57918,150549,53,12325,32038,11,4261,0.050000000000000044,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,DAEWOO,CAPITAL FEDERAL,Puerta,60814,139593,60,14544,33385,14,4825,0.05000172657895652,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,DAEWOO,CAPITAL FEDERAL,Puerta,63855,121321,57,15853,30120,14,5830,0.05000493307462106,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,DAEWOO,CAPITAL FEDERAL,Puerta,65771,114701,46,16963,29583,11,6351,0.030005481168271952,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,DAEWOO,CAPITAL FEDERAL,Puerta,65771,102292,54,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,DAEWOO,CAPITAL FEDERAL,Puerta,65771,94690,54,18998,27352,15,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,DAEWOO,CAPITAL FEDERAL,Puerta,67744,89833,53,20708,27461,16,8353,0.029998023444983257,0.09000947468154541,0.08569114339958728,8.57%,3.0%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,DAEWOO,CAPITAL FEDERAL,Puerta,67744,83157,52,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,DAEWOO,CAPITAL FEDERAL,Puerta,71809,82824,49,22779,26273,15,9603,0.06000531412375998,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,DAEWOO,CAPITAL FEDERAL,Puerta,76117,76117,53,24602,24602,17,11077,0.05999248005124702,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,DAIHATSU,CAPITAL FEDERAL,Puerta,8564,33690,8,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,DAIHATSU,CAPITAL FEDERAL,Puerta,8993,23375,8,12325,32038,11,4261,0.050093414292386784,0.08993632826317643,0.5132945188580311,51.33%,5.01%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,DAIHATSU,CAPITAL FEDERAL,Puerta,9442,21674,9,14544,33385,14,4825,0.04992772156121439,0.1800405679513184,0.1324067605352477,13.24%,4.99%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,DAIHATSU,CAPITAL FEDERAL,Puerta,9914,18837,8,15853,30120,14,5830,0.04998940902351201,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,DAIHATSU,CAPITAL FEDERAL,Puerta,10212,17809,7,16963,29583,11,6351,0.03005850312689118,0.07001829306755813,0.08944546945692733,8.94%,3.01%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,DAIHATSU,CAPITAL FEDERAL,Puerta,10212,15883,8,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,DAIHATSU,CAPITAL FEDERAL,Puerta,10212,14702,8,18998,27352,15,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,DAIHATSU,CAPITAL FEDERAL,Puerta,10518,13948,8,20708,27461,16,8353,0.029964747356051813,0.09000947468154541,0.08569114339958728,8.57%,3.0%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,DAIHATSU,CAPITAL FEDERAL,Puerta,10518,12911,8,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,DAIHATSU,CAPITAL FEDERAL,Puerta,11149,12860,7,22779,26273,15,9603,0.059992393991253,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,DAIHATSU,CAPITAL FEDERAL,Puerta,11818,11818,8,24602,24602,17,11077,0.06000538164857838,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,155527,611772,161,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,163304,424478,151,12325,32038,11,4261,0.05000417933863566,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,171469,393588,171,14544,33385,14,4825,0.0499987752902562,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,180042,342069,160,15853,30120,14,5830,0.049997375618916484,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,185444,323404,130,16963,29583,11,6351,0.030004110152075603,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,181466,282230,151,20279,31540,16,7122,-0.021451219775242114,0.1954842893356128,0.12131017538650402,12.13%,-2.15%,19.55%,Cristales laterales y de techo,1.555277207
2025-01-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,181466,261256,149,20279,29196,16,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,186910,247855,147,20708,27461,16,8353,0.030000110213483477,0.021154889294343837,0.08569114339958728,8.57%,3.0%,2.12%,Cristales laterales y de techo,1.326067524
2025-08-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,186910,229435,145,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,198124,228516,135,22779,26273,15,9603,0.0599967898988818,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Puerta,210012,210012,148,24602,24602,17,11077,0.06000282651268907,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,FIAT,CAPITAL FEDERAL,Puerta,42450,166981,43,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,FIAT,CAPITAL FEDERAL,Puerta,44573,115860,41,12325,32038,11,4261,0.05001177856301542,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,FIAT,CAPITAL FEDERAL,Puerta,46802,107429,46,14544,33385,14,4825,0.050007852287259125,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,FIAT,CAPITAL FEDERAL,Puerta,49142,93367,43,15853,30120,14,5830,0.049997863339173554,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,FIAT,CAPITAL FEDERAL,Puerta,51244,89368,36,16963,29583,11,6351,0.042774001872125655,0.07001829306755813,0.08944546945692733,8.94%,4.28%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,FIAT,CAPITAL FEDERAL,Puerta,51244,79699,42,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,FIAT,CAPITAL FEDERAL,Puerta,51981,74837,42,18998,27352,15,7694,0.014382171571305946,0.0,0.08027884926854689,8.03%,1.44%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,FIAT,CAPITAL FEDERAL,Puerta,52845,70076,41,20708,27461,16,8353,0.01662145784036473,0.09000947468154541,0.08569114339958728,8.57%,1.66%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,FIAT,CAPITAL FEDERAL,Puerta,52845,64868,41,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,FIAT,CAPITAL FEDERAL,Puerta,56016,64608,38,22779,26273,15,9603,0.06000567697984671,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,FIAT,CAPITAL FEDERAL,Puerta,59972,59972,42,24602,24602,17,11077,0.07062267923450438,0.08002985205671886,0.153396462171266,15.34%,7.06%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,FORD,CAPITAL FEDERAL,Puerta,51548,202765,53,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,FORD,CAPITAL FEDERAL,Puerta,54125,140688,50,12325,32038,11,4261,0.04999224024210447,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,FORD,CAPITAL FEDERAL,Puerta,56268,129157,56,14544,33385,14,4825,0.03959353348729788,0.1800405679513184,0.1324067605352477,13.24%,3.96%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,FORD,CAPITAL FEDERAL,Puerta,59116,112316,52,15853,30120,14,5830,0.05061491433852283,0.09000275027502758,0.20813988910951164,20.81%,5.06%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,FORD,CAPITAL FEDERAL,Puerta,60700,105857,42,16963,29583,11,6351,0.026794776371878992,0.07001829306755813,0.08944546945692733,8.94%,2.68%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,FORD,CAPITAL FEDERAL,Puerta,60752,94486,50,18998,29548,15,7122,0.0008566721581548808,0.11996698697164421,0.12131017538650402,12.13%,0.09%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,FORD,CAPITAL FEDERAL,Puerta,60752,87465,49,18998,27352,15,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,FORD,CAPITAL FEDERAL,Puerta,61512,81569,48,20708,27461,16,8353,0.012509876218066873,0.09000947468154541,0.08569114339958728,8.57%,1.25%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,FORD,CAPITAL FEDERAL,Puerta,61414,75387,47,20708,25420,16,9023,-0.0015931850695799499,0.0,0.08028634569280846,8.03%,-0.16%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,FORD,CAPITAL FEDERAL,Puerta,64997,74967,44,22779,26273,15,9603,0.05834174618165244,0.10000965810314844,0.06426097462835956,6.43%,5.83%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,FORD,CAPITAL FEDERAL,Puerta,69394,69394,49,24602,24602,17,11077,0.06764927612043636,0.08002985205671886,0.153396462171266,15.34%,6.76%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,HONDA,CAPITAL FEDERAL,Puerta,84631,332901,87,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,HONDA,CAPITAL FEDERAL,Puerta,88863,230983,82,12325,32038,11,4261,0.05000531720055301,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,HONDA,CAPITAL FEDERAL,Puerta,92960,213380,92,14544,33385,14,4825,0.04610467798746387,0.1800405679513184,0.1324067605352477,13.24%,4.61%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,HONDA,CAPITAL FEDERAL,Puerta,97608,185449,87,15853,30120,14,5830,0.050000000000000044,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,HONDA,CAPITAL FEDERAL,Puerta,99416,173377,70,16963,29583,11,6351,0.01852307187935409,0.07001829306755813,0.08944546945692733,8.94%,1.85%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,HONDA,CAPITAL FEDERAL,Puerta,99416,154620,82,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,HONDA,CAPITAL FEDERAL,Puerta,99416,143130,81,18998,27352,15,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,HONDA,CAPITAL FEDERAL,Puerta,102399,135788,81,20708,27461,16,8353,0.030005230546390926,0.09000947468154541,0.08569114339958728,8.57%,3.0%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,HONDA,CAPITAL FEDERAL,Puerta,102869,126273,80,20708,25420,16,9023,0.004589888573130585,0.0,0.08028634569280846,8.03%,0.46%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,HONDA,CAPITAL FEDERAL,Puerta,109041,125767,74,22779,26273,15,9603,0.059998639045776736,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,HONDA,CAPITAL FEDERAL,Puerta,116240,116240,82,24602,24602,17,11077,0.06602103795819914,0.08002985205671886,0.153396462171266,15.34%,6.6%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,HYUNDAI,CAPITAL FEDERAL,Puerta,84276,331503,87,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,HYUNDAI,CAPITAL FEDERAL,Puerta,88490,230013,81,12325,32038,11,4261,0.05000237315487199,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,HYUNDAI,CAPITAL FEDERAL,Puerta,92914,213275,92,14544,33385,14,4825,0.0499943496440276,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,HYUNDAI,CAPITAL FEDERAL,Puerta,97560,185358,87,15853,30120,14,5830,0.050003228792216525,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,HYUNDAI,CAPITAL FEDERAL,Puerta,100487,175244,70,16963,29583,11,6351,0.03000205002050027,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,HYUNDAI,CAPITAL FEDERAL,Puerta,100237,155896,83,19349,30094,16,7122,-0.0024878840048961903,0.14065908153038964,0.12131017538650402,12.13%,-0.25%,14.07%,Cristales laterales y de techo,1.555277207
2025-01-01,HYUNDAI,CAPITAL FEDERAL,Puerta,99896,143820,82,19321,27816,15,7694,-0.0034019374083422704,-0.0014471032094681702,0.08027884926854689,8.03%,-0.34%,-0.14%,Cristales laterales y de techo,1.439699766
2025-04-01,HYUNDAI,CAPITAL FEDERAL,Puerta,101886,135108,80,20708,27461,16,8353,0.019920717546248135,0.07178717457688522,0.08569114339958728,8.57%,1.99%,7.18%,Cristales laterales y de techo,1.326067524
2025-08-01,HYUNDAI,CAPITAL FEDERAL,Puerta,101080,124078,78,20708,25420,16,9023,-0.007910802269202821,0.0,0.08028634569280846,8.03%,-0.79%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,HYUNDAI,CAPITAL FEDERAL,Puerta,107145,123581,73,22779,26273,15,9603,0.06000197863078749,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,HYUNDAI,CAPITAL FEDERAL,Puerta,113574,113574,80,24602,24602,17,11077,0.06000279994400115,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,ISUZU,CAPITAL FEDERAL,Puerta,53380,209971,55,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,ISUZU,CAPITAL FEDERAL,Puerta,56049,145688,51,12325,32038,11,4261,0.050000000000000044,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,ISUZU,CAPITAL FEDERAL,Puerta,58851,135086,58,14544,33385,14,4825,0.04999197131081723,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,ISUZU,CAPITAL FEDERAL,Puerta,61794,117404,55,15853,30120,14,5830,0.0500076464291177,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,ISUZU,CAPITAL FEDERAL,Puerta,63647,110998,44,16963,29583,11,6351,0.029986730103246373,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,ISUZU,CAPITAL FEDERAL,Puerta,63647,98990,52,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,ISUZU,CAPITAL FEDERAL,Puerta,63647,91633,52,18998,27352,15,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,ISUZU,CAPITAL FEDERAL,Puerta,65557,86933,51,20708,27461,16,8353,0.030009269879177403,0.09000947468154541,0.08569114339958728,8.57%,3.0%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,ISUZU,CAPITAL FEDERAL,Puerta,65557,80472,51,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,ISUZU,CAPITAL FEDERAL,Puerta,69490,80150,47,22779,26273,15,9603,0.05999359336150212,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,ISUZU,CAPITAL FEDERAL,Puerta,73660,73660,52,24602,24602,17,11077,0.060008634335875666,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
2023-12-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,101860,400671,105,11308,44480,11,2816,,,,-,-,-,Cristales laterales y de techo,3.933527619
2024-02-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,106953,278006,98,12325,32038,11,4261,0.050000000000000044,0.08993632826317643,0.5132945188580311,51.33%,5.0%,8.99%,Cristales laterales y de techo,2.599313993
2024-03-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,112301,257775,112,14544,33385,14,4825,0.050003272465475535,0.1800405679513184,0.1324067605352477,13.24%,5.0%,18.0%,Cristales laterales y de techo,2.295388975
2024-05-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,117916,224033,105,15853,30120,14,5830,0.04999955476798967,0.09000275027502758,0.20813988910951164,20.81%,5.0%,9.0%,Cristales laterales y de techo,1.899936419
2024-07-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,121453,211809,85,16963,29583,11,6351,0.02999592930560735,0.07001829306755813,0.08944546945692733,8.94%,3.0%,7.0%,Cristales laterales y de techo,1.743948158
2024-10-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,121453,188894,101,18998,29548,15,7122,0.0,0.11996698697164421,0.12131017538650402,12.13%,0.0%,12.0%,Cristales laterales y de techo,1.555277207
2025-01-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,121453,174857,99,18998,27352,15,7694,0.0,0.0,0.08027884926854689,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.439699766
2025-04-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,125097,165887,98,20708,27461,16,8353,0.030003375791458398,0.09000947468154541,0.08569114339958728,8.57%,3.0%,9.0%,Cristales laterales y de techo,1.326067524
2025-08-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,125097,153559,97,20708,25420,16,9023,0.0,0.0,0.08028634569280846,8.03%,0.0%,0.0%,Cristales laterales y de techo,1.227514843
2025-11-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,132603,152944,90,22779,26273,15,9603,0.06000143888342646,0.10000965810314844,0.06426097462835956,6.43%,6.0%,10.0%,Cristales laterales y de techo,1.153396462
2026-04-01,KIA-ASIA,CAPITAL FEDERAL,Puerta,140559,140559,99,24602,24602,17,11077,0.05999864256464793,0.08002985205671886,0.153396462171266,15.34%,6.0%,8.0%,Cristales laterales y de techo,1.0
