año_mes,tva,tipo_costo,valor_costo_hist,var_costo_hist,ipc,valor_costo_ipc,usd_blue,valor_costo_usd,var_costo_usd,ipc_empalme_ipim,var_ipc
2025-09-01,moto,cm_hs_elect,65535,0.0,1.14,74826,1406,46.61,-0.05,9384,0.02
2025-10-01,moto,cm_hs_elect,40000,-0.39,1.12,44626,1462,27.36,-0.41,9603,0.02
2025-11-01,moto,cm_hs_elect,65535,0.64,1.09,71350,1426,45.93,0.68,9841,0.02
2025-12-01,moto,cm_hs_elect,25000,-0.62,1.06,26465,1446,17.28,-0.62,10121,0.03
2026-01-01,moto,cm_hs_elect,0,-1.0,1.03,0,1448,0.0,0.0,10413,0.03
2026-02-01,moto,cm_hs_elect,0,0.0,1.0,0,1409,0.0,0.0,10714,0.03
2023-01-01,moto,cm_hs_mec,2356,,8.91,20984,366,6.44,,1202,
2023-02-01,moto,cm_hs_mec,2564,0.09,8.35,21417,375,6.84,0.06,1282,0.07
2023-03-01,moto,cm_hs_mec,4022,0.57,7.76,31201,380,10.58,0.55,1381,0.08
2023-04-01,moto,cm_hs_mec,2950,-0.27,7.16,21111,419,7.04,-0.33,1497,0.08
2023-05-01,moto,cm_hs_mec,3582,0.21,6.64,23785,477,7.51,0.07,1613,0.08
2023-06-01,moto,cm_hs_mec,3213,-0.1,6.27,20136,487,6.6,-0.12,1709,0.06
2023-07-01,moto,cm_hs_mec,3180,-0.01,5.89,18740,516,6.16,-0.07,1818,0.06
2023-08-01,moto,cm_hs_mec,4370,0.37,5.24,22904,646,6.76,0.1,2044,0.12
2023-09-01,moto,cm_hs_mec,4738,0.08,4.65,22024,733,6.46,-0.04,2304,0.13
2023-10-01,moto,cm_hs_mec,4837,0.02,4.29,20761,912,5.3,-0.18,2496,0.08
2023-11-01,moto,cm_hs_mec,7372,0.52,3.8,28049,931,7.92,0.49,2816,0.13
2023-12-01,moto,cm_hs_mec,4538,-0.38,3.03,13761,965,4.7,-0.41,3533,0.25
2024-01-01,moto,cm_hs_mec,6163,0.36,2.51,15495,1141,5.4,0.15,4261,0.21
2024-02-01,moto,cm_hs_mec,8016,0.3,2.22,17797,1081,7.42,0.37,4825,0.13
2024-03-01,moto,cm_hs_mec,8649,0.08,2.0,17298,1001,8.64,0.17,5357,0.11
2024-04-01,moto,cm_hs_mec,7616,-0.12,1.84,13996,1004,7.59,-0.12,5830,0.09
2024-05-01,moto,cm_hs_mec,10505,0.38,1.76,18531,1119,9.39,0.24,6073,0.04
2024-06-01,moto,cm_hs_mec,13005,0.24,1.69,21937,1278,10.18,0.08,6351,0.05
2024-07-01,moto,cm_hs_mec,10726,-0.18,1.62,17392,1416,7.57,-0.26,6607,0.04
2024-08-01,moto,cm_hs_mec,19875,0.85,1.56,30937,1340,14.83,0.96,6883,0.04
2024-09-01,moto,cm_hs_mec,14545,-0.27,1.5,21881,1243,11.7,-0.21,7122,0.03
2024-10-01,moto,cm_hs_mec,18035,0.24,1.46,26420,1201,15.02,0.28,7313,0.03
2024-11-01,moto,cm_hs_mec,17116,-0.05,1.43,24480,1124,15.23,0.01,7491,0.02
2024-12-01,moto,cm_hs_mec,16684,-0.03,1.39,23234,1105,15.1,-0.01,7694,0.03
2025-01-01,moto,cm_hs_mec,18007,0.08,1.36,24533,1216,14.81,-0.02,7864,0.02
2025-02-01,moto,cm_hs_mec,18222,0.01,1.33,24244,1212,15.03,0.02,8052,0.02
2025-03-01,moto,cm_hs_mec,20818,0.14,1.28,26702,1251,16.64,0.11,8353,0.04
2025-04-01,moto,cm_hs_mec,19416,-0.07,1.25,24230,1263,15.37,-0.08,8585,0.03
2025-05-01,moto,cm_hs_mec,33158,0.71,1.23,40768,1162,28.54,0.86,8714,0.02
2025-06-01,moto,cm_hs_mec,25248,-0.24,1.21,30548,1181,21.38,-0.25,8855,0.02
2025-07-01,moto,cm_hs_mec,26501,0.05,1.19,31465,1282,20.67,-0.03,9023,0.02
2025-08-01,moto,cm_hs_mec,30170,0.14,1.17,35162,1329,22.7,0.1,9193,0.02
2025-09-01,moto,cm_hs_mec,28181,-0.07,1.14,32177,1406,20.04,-0.12,9384,0.02
2025-10-01,moto,cm_hs_mec,46093,0.64,1.12,51424,1462,31.53,0.57,9603,0.02
2025-11-01,moto,cm_hs_mec,38001,-0.18,1.09,41373,1426,26.64,-0.16,9841,0.02
2025-12-01,moto,cm_hs_mec,30014,-0.21,1.06,31774,1446,20.75,-0.22,10121,0.03
2026-01-01,moto,cm_hs_mec,31129,0.04,1.03,32031,1448,21.49,0.04,10413,0.03
2026-02-01,moto,cm_hs_mec,26346,-0.15,1.0,26346,1409,18.69,-0.13,10714,0.03
2023-01-01,moto,cm_hs_pint,1926,,8.91,17154,366,5.26,,1202,
2023-02-01,moto,cm_hs_pint,2125,0.1,8.35,17750,375,5.67,0.08,1282,0.07
2023-03-01,moto,cm_hs_pint,2097,-0.01,7.76,16267,380,5.52,-0.03,1381,0.08
2023-04-01,moto,cm_hs_pint,2201,0.05,7.16,15751,419,5.25,-0.05,1497,0.08
2023-05-01,moto,cm_hs_pint,2493,0.13,6.64,16554,477,5.23,-0.01,1613,0.08
2023-06-01,moto,cm_hs_pint,4419,0.77,6.27,27695,487,9.07,0.74,1709,0.06
2023-07-01,moto,cm_hs_pint,2986,-0.32,5.89,17597,516,5.79,-0.36,1818,0.06
2023-08-01,moto,cm_hs_pint,3230,0.08,5.24,16929,646,5.0,-0.14,2044,0.12
2023-09-01,moto,cm_hs_pint,3589,0.11,4.65,16683,733,4.9,-0.02,2304,0.13
2023-10-01,moto,cm_hs_pint,4079,0.14,4.29,17508,912,4.47,-0.09,2496,0.08
2023-11-01,moto,cm_hs_pint,5474,0.34,3.8,20827,931,5.88,0.31,2816,0.13
2023-12-01,moto,cm_hs_pint,3911,-0.29,3.03,11860,965,4.05,-0.31,3533,0.25
2024-01-01,moto,cm_hs_pint,5032,0.29,2.51,12651,1141,4.41,0.09,4261,0.21
2024-02-01,moto,cm_hs_pint,6012,0.19,2.22,13348,1081,5.56,0.26,4825,0.13
2024-03-01,moto,cm_hs_pint,6561,0.09,2.0,13122,1001,6.55,0.18,5357,0.11
2024-04-01,moto,cm_hs_pint,6171,-0.06,1.84,11340,1004,6.15,-0.06,5830,0.09
2024-05-01,moto,cm_hs_pint,8077,0.31,1.76,14248,1119,7.22,0.17,6073,0.04
2024-06-01,moto,cm_hs_pint,9244,0.14,1.69,15593,1278,7.23,0.0,6351,0.05
2024-07-01,moto,cm_hs_pint,8852,-0.04,1.62,14353,1416,6.25,-0.14,6607,0.04
2024-08-01,moto,cm_hs_pint,12831,0.45,1.56,19972,1340,9.58,0.53,6883,0.04
2024-09-01,moto,cm_hs_pint,9168,-0.29,1.5,13792,1243,7.38,-0.23,7122,0.03
2024-10-01,moto,cm_hs_pint,13988,0.53,1.46,20491,1201,11.65,0.58,7313,0.03
2024-11-01,moto,cm_hs_pint,11009,-0.21,1.43,15745,1124,9.79,-0.16,7491,0.02
2024-12-01,moto,cm_hs_pint,10850,-0.01,1.39,15109,1105,9.82,0.0,7694,0.03
2025-01-01,moto,cm_hs_pint,12888,0.19,1.36,17559,1216,10.6,0.08,7864,0.02
2025-02-01,moto,cm_hs_pint,14571,0.13,1.33,19386,1212,12.02,0.13,8052,0.02
2025-03-01,moto,cm_hs_pint,16189,0.11,1.28,20765,1251,12.94,0.08,8353,0.04
2025-04-01,moto,cm_hs_pint,20287,0.25,1.25,25317,1263,16.06,0.24,8585,0.03
2025-05-01,moto,cm_hs_pint,17254,-0.15,1.23,21214,1162,14.85,-0.08,8714,0.02
2025-06-01,moto,cm_hs_pint,20338,0.18,1.21,24607,1181,17.22,0.16,8855,0.02
2025-07-01,moto,cm_hs_pint,18197,-0.11,1.19,21606,1282,14.19,-0.18,9023,0.02
2025-08-01,moto,cm_hs_pint,17242,-0.05,1.17,20095,1329,12.97,-0.09,9193,0.02
2025-09-01,moto,cm_hs_pint,18059,0.05,1.14,20620,1406,12.84,-0.01,9384,0.02
2025-10-01,moto,cm_hs_pint,20447,0.13,1.12,22812,1462,13.99,0.09,9603,0.02
2025-11-01,moto,cm_hs_pint,23928,0.17,1.09,26052,1426,16.77,0.2,9841,0.02
2025-12-01,moto,cm_hs_pint,20339,-0.15,1.06,21531,1446,14.06,-0.16,10121,0.03
2026-01-01,moto,cm_hs_pint,28964,0.42,1.03,29803,1448,20.0,0.42,10413,0.03
2026-02-01,moto,cm_hs_pint,25844,-0.11,1.0,25844,1409,18.33,-0.08,10714,0.03
2023-01-01,moto,cm_hs_total,2177,,8.91,19389,366,5.95,,1202,
2023-02-01,moto,cm_hs_total,1897,-0.13,8.35,15845,375,5.06,-0.15,1282,0.07
2023-03-01,moto,cm_hs_total,2179,0.15,7.76,16904,380,5.73,0.13,1381,0.08
2023-04-01,moto,cm_hs_total,2276,0.04,7.16,16287,419,5.43,-0.05,1497,0.08
2023-05-01,moto,cm_hs_total,2571,0.13,6.64,17072,477,5.39,-0.01,1613,0.08
2023-06-01,moto,cm_hs_total,3075,0.2,6.27,19271,487,6.31,0.17,1709,0.06
2023-07-01,moto,cm_hs_total,2794,-0.09,5.89,16466,516,5.41,-0.14,1818,0.06
2023-08-01,moto,cm_hs_total,2326,-0.17,5.24,12191,646,3.6,-0.34,2044,0.12
2023-09-01,moto,cm_hs_total,3268,0.4,4.65,15191,733,4.46,0.24,2304,0.13
2023-10-01,moto,cm_hs_total,2952,-0.1,4.29,12670,912,3.24,-0.27,2496,0.08
2023-11-01,moto,cm_hs_total,4537,0.54,3.8,17262,931,4.87,0.51,2816,0.13
2023-12-01,moto,cm_hs_total,3838,-0.15,3.03,11638,965,3.98,-0.18,3533,0.25
2024-01-01,moto,cm_hs_total,4386,0.14,2.51,11027,1141,3.84,-0.03,4261,0.21
2024-02-01,moto,cm_hs_total,5677,0.29,2.22,12604,1081,5.25,0.37,4825,0.13
2024-03-01,moto,cm_hs_total,5951,0.05,2.0,11902,1001,5.95,0.13,5357,0.11
2024-04-01,moto,cm_hs_total,6005,0.01,1.84,11035,1004,5.98,0.01,5830,0.09
2024-05-01,moto,cm_hs_total,8752,0.46,1.76,15439,1119,7.82,0.31,6073,0.04
2024-06-01,moto,cm_hs_total,9877,0.13,1.69,16661,1278,7.73,-0.01,6351,0.05
2024-07-01,moto,cm_hs_total,9945,0.01,1.62,16126,1416,7.02,-0.09,6607,0.04
2024-08-01,moto,cm_hs_total,13640,0.37,1.56,21231,1340,10.18,0.45,6883,0.04
2024-09-01,moto,cm_hs_total,9555,-0.3,1.5,14374,1243,7.69,-0.24,7122,0.03
2024-10-01,moto,cm_hs_total,14888,0.56,1.46,21810,1201,12.4,0.61,7313,0.03
2024-11-01,moto,cm_hs_total,12307,-0.17,1.43,17602,1124,10.95,-0.12,7491,0.02
2024-12-01,moto,cm_hs_total,12459,0.01,1.39,17350,1105,11.28,0.03,7694,0.03
2025-01-01,moto,cm_hs_total,14332,0.15,1.36,19526,1216,11.79,0.05,7864,0.02
2025-02-01,moto,cm_hs_total,15479,0.08,1.33,20595,1212,12.77,0.08,8052,0.02
2025-03-01,moto,cm_hs_total,17452,0.13,1.28,22385,1251,13.95,0.09,8353,0.04
2025-04-01,moto,cm_hs_total,19977,0.14,1.25,24930,1263,15.82,0.13,8585,0.03
2025-05-01,moto,cm_hs_total,21180,0.06,1.23,26041,1162,18.23,0.15,8714,0.02
2025-06-01,moto,cm_hs_total,21234,0.0,1.21,25691,1181,17.98,-0.01,8855,0.02
2025-07-01,moto,cm_hs_total,19622,-0.08,1.19,23298,1282,15.31,-0.15,9023,0.02
2025-08-01,moto,cm_hs_total,21469,0.09,1.17,25021,1329,16.15,0.06,9193,0.02
2025-09-01,moto,cm_hs_total,21434,-0.0,1.14,24473,1406,15.25,-0.06,9384,0.02
2025-10-01,moto,cm_hs_total,26226,0.22,1.12,29259,1462,17.94,0.18,9603,0.02
2025-11-01,moto,cm_hs_total,26159,-0.0,1.09,28481,1426,18.34,0.02,9841,0.02
2025-12-01,moto,cm_hs_total,24449,-0.07,1.06,25882,1446,16.9,-0.08,10121,0.03
2026-01-01,moto,cm_hs_total,27903,0.14,1.03,28711,1448,19.27,0.14,10413,0.03
2026-02-01,moto,cm_hs_total,25159,-0.1,1.0,25159,1409,17.84,-0.07,10714,0.03
