año,año_mes,cant_ocompra,cant_piezas_total,cant_piezas_prom,costo_pieza_prom_hist,monto_total_compras,ipc,monto_ipc,costo_prom_ipc,usd_blue,monto_usd,costo_prom_usd,marca
2024,2024-05-01,264,1043,3.95,172413.61,179827399.21999997,1.485741555,267177039.8,256162.0708,1119.583333,160619.9323,153.9980176,fiat
2024,2024-06-01,205,816,3.98,170593.55,139204338.15,1.420714517,197769624.1,242364.7354,1278.611111,108871.5223,133.4209833,fiat
2024,2024-07-01,225,1004,4.46,169982.73,170662659.36,1.365665449,233068097.3,232139.5391,1416.022727,120522.5425,120.042373,fiat
2024,2024-08-01,213,864,4.06,160725.65,138866961.64,1.31096827,182050180.4,210706.2273,1340.681818,103579.3577,119.8835159,fiat
2024,2024-09-01,219,1038,4.74,171385.24,177897882.01,1.267012954,225398920.9,217147.3227,1243.269231,143088.7837,137.850466,fiat
2024,2024-10-01,239,1079,4.51,153549.76,165680188.17000005,1.23380223,204416585.6,189450.033,1201.0,137951.8636,127.8515881,fiat
2024,2024-11-01,203,810,3.99,168023.21,136098798.04,1.2045726,163940883.0,202396.1519,1124.047619,121079.2103,149.4805065,fiat
2024,2024-12-01,176,751,4.27,174157.87,130792559.59999998,1.172857318,153401010.6,204262.3311,1105.2,118342.8878,157.5804099,fiat
2025,2025-01-01,228,1073,4.71,206510.04,221585274.18,1.147485855,254265967.7,236967.3511,1216.785714,182107.0642,169.717674,fiat
2025,2025-02-01,212,1058,4.99,184152.94,194833807.14,1.120573846,218325668.6,206356.9646,1212.727273,160657.5621,151.8502477,fiat
2025,2025-03-01,175,820,4.69,167045.68,136977455.37999997,1.080286346,147974874.7,180457.1643,1251.764706,109427.4785,133.4481445,fiat
2025,2025-04-01,238,1075,4.52,174793.53,187903043.81000003,1.051058144,197497024.5,183718.1623,1263.888889,148670.5402,138.2981769,fiat
2025,2025-05-01,260,1160,4.46,174151.15,202015330.95,1.035513955,209189694.3,180335.9433,1162.142857,173830.0328,149.8534765,fiat
2025,2025-06-01,220,830,3.77,176554.69,146540393.35000005,1.019016838,149327128.2,179912.2027,1181.842105,123993.2075,149.3894066,fiat
2025,2025-07-01,221,938,4.24,175413.66,164538010.22,1.0,164538010.2,175413.657,1282.727273,128272.0136,136.7505476,fiat
