fecha,marca,zona,cristal,precio,precio_ipc,precio_usd,instalacion,instalacion_ipc,instalacion_usd,ipc,ipc_empalme_ipim,var_precio_prom,var_instal_prom,var_ipc,var_ipc_%,var_precio_prom_%,var_instal_prom_%,tipo_cristal
2025-11-01,FORD,CAPITAL FEDERAL,Parabrisas,262788,262788,180,69812,69812,47,1.0,9841,0.057956777996070796,0.09992122262486225,0.07049894389293976,7.05%,5.8%,9.99%,Lunetas y parabrisas
2023-12-01,HONDA,CAPITAL FEDERAL,Parabrisas,221910,618108,229,38709,107822,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,HONDA,CAPITAL FEDERAL,Parabrisas,235196,479643,217,42193,86046,39,2.039326613,4825,0.05987111892208552,0.0900049084192307,0.3658436413394097,36.58%,5.99%,9.0%,Lunetas y parabrisas
2024-03-01,HONDA,CAPITAL FEDERAL,Parabrisas,250111,459473,249,46413,85264,46,1.837070643,5357,0.06341519413595464,0.10001659042969213,0.11009700156540236,11.01%,6.34%,10.0%,Lunetas y parabrisas
2024-05-01,HONDA,CAPITAL FEDERAL,Parabrisas,257257,416838,229,49337,79941,44,1.620318976,6073,0.02857131433643456,0.06299959063193494,0.13377098612570282,13.38%,2.86%,6.3%,Lunetas y parabrisas
2024-07-01,HONDA,CAPITAL FEDERAL,Parabrisas,268119,399328,189,52790,78624,37,1.48936646,6607,0.04222236907061805,0.06998804142935322,0.08792497970558877,8.79%,4.22%,7.0%,Lunetas y parabrisas
2024-10-01,HONDA,CAPITAL FEDERAL,Parabrisas,269976,363269,224,58069,78136,48,1.345559164,7313,0.006926029113938137,0.10000000000000009,0.10687549081586467,10.69%,0.69%,10.0%,Lunetas y parabrisas
2025-01-01,HONDA,CAPITAL FEDERAL,Parabrisas,268057,335453,220,58069,72669,47,1.251424313,7864,-0.007108039233116981,0.0,0.07522216915167435,7.52%,-0.71%,0.0%,Lunetas y parabrisas
2025-04-01,HONDA,CAPITAL FEDERAL,Parabrisas,281460,322627,222,63296,72553,50,1.146262248,8585,0.050000559582476845,0.09001360450498552,0.09174345979744447,9.17%,5.0%,9.0%,Lunetas y parabrisas
2025-08-01,HONDA,CAPITAL FEDERAL,Parabrisas,281555,301404,219,63296,67758,49,1.070498944,9193,0.0003375257585447322,0.0,0.07077382453924819,7.08%,0.03%,0.0%,Lunetas y parabrisas
2025-11-01,HONDA,CAPITAL FEDERAL,Parabrisas,296477,296477,203,69625,69625,47,1.0,9841,0.05299852604286914,0.09999052072800807,0.07049894389293976,7.05%,5.3%,10.0%,Lunetas y parabrisas
2023-12-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,200685,558990,207,38709,107822,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,211269,430847,195,42193,86046,39,2.039326613,4825,0.05273936766574483,0.0900049084192307,0.3658436413394097,36.58%,5.27%,9.0%,Lunetas y parabrisas
2024-03-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,222624,408977,222,46413,85264,46,1.837070643,5357,0.053746645272141125,0.10001659042969213,0.11009700156540236,11.01%,5.37%,10.0%,Lunetas y parabrisas
2024-05-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,231744,375500,206,49337,79941,44,1.620318976,6073,0.04096593359206557,0.06299959063193494,0.13377098612570282,13.38%,4.1%,6.3%,Lunetas y parabrisas
2024-07-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,241750,360055,170,52790,78624,37,1.48936646,6607,0.04317695388014364,0.06998804142935322,0.08792497970558877,8.79%,4.32%,7.0%,Lunetas y parabrisas
2024-10-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,241750,325289,201,58069,78136,48,1.345559164,7313,0.0,0.10000000000000009,0.10687549081586467,10.69%,0.0%,10.0%,Lunetas y parabrisas
2025-01-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,241802,302597,198,58069,72669,47,1.251424313,7864,0.00021509824198551186,0.0,0.07522216915167435,7.52%,0.02%,0.0%,Lunetas y parabrisas
2025-04-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,253340,290395,200,63296,72553,50,1.146262248,8585,0.04771672690879325,0.09001360450498552,0.09174345979744447,9.17%,4.77%,9.0%,Lunetas y parabrisas
2025-08-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,255269,273266,198,63296,67758,49,1.070498944,9193,0.007614273308597097,0.0,0.07077382453924819,7.08%,0.76%,0.0%,Lunetas y parabrisas
2025-11-01,HYUNDAI,CAPITAL FEDERAL,Parabrisas,273138,273138,187,69625,69625,47,1.0,9841,0.0700006659641399,0.09999052072800807,0.07049894389293976,7.05%,7.0%,10.0%,Lunetas y parabrisas
2023-12-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,224364,624944,232,39569,110217,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,235582,480429,217,43130,87957,39,2.039326613,4825,0.049999108591396224,0.08999469281508254,0.3658436413394097,36.58%,5.0%,9.0%,Lunetas y parabrisas
2024-03-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,247361,454420,246,47443,87157,47,1.837070643,5357,0.04999957551935208,0.10000000000000009,0.11009700156540236,11.01%,5.0%,10.0%,Lunetas y parabrisas
2024-05-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,259729,420844,231,50432,81717,45,1.620318976,6073,0.04999979786627651,0.06300191809118316,0.13377098612570282,13.38%,5.0%,6.3%,Lunetas y parabrisas
2024-07-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,267521,398437,188,53963,80370,38,1.48936646,6607,0.03000050052169767,0.07001506979695438,0.08792497970558877,8.79%,3.0%,7.0%,Lunetas y parabrisas
2024-10-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,267521,359966,222,59359,79871,49,1.345559164,7313,0.0,0.09999444063524998,0.10687549081586467,10.69%,0.0%,10.0%,Lunetas y parabrisas
2025-01-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,267521,334782,219,59359,74283,48,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2025-04-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,280897,321982,222,64701,74165,51,1.146262248,8585,0.04999981309878487,0.08999477754005292,0.09174345979744447,9.17%,5.0%,9.0%,Lunetas y parabrisas
2025-08-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,280897,300700,218,64701,69263,50,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Lunetas y parabrisas
2025-11-01,KIA-ASIA,CAPITAL FEDERAL,Parabrisas,297751,297751,203,71171,71171,48,1.0,9841,0.06000064080428058,0.09999845442883415,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
2023-12-01,MAZDA,CAPITAL FEDERAL,Parabrisas,279570,778716,289,38709,107822,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,MAZDA,CAPITAL FEDERAL,Parabrisas,293549,598642,271,42193,86046,39,2.039326613,4825,0.05000178846085057,0.0900049084192307,0.3658436413394097,36.58%,5.0%,9.0%,Lunetas y parabrisas
2024-03-01,MAZDA,CAPITAL FEDERAL,Parabrisas,308226,566233,307,46413,85264,46,1.837070643,5357,0.049998467036167726,0.10001659042969213,0.11009700156540236,11.01%,5.0%,10.0%,Lunetas y parabrisas
2024-05-01,MAZDA,CAPITAL FEDERAL,Parabrisas,323637,524396,289,49337,79941,44,1.620318976,6073,0.049999026688209325,0.06299959063193494,0.13377098612570282,13.38%,5.0%,6.3%,Lunetas y parabrisas
2024-07-01,MAZDA,CAPITAL FEDERAL,Parabrisas,333346,496475,235,52790,78624,37,1.48936646,6607,0.029999660113027904,0.06998804142935322,0.08792497970558877,8.79%,3.0%,7.0%,Lunetas y parabrisas
2024-10-01,MAZDA,CAPITAL FEDERAL,Parabrisas,333346,448538,277,58069,78136,48,1.345559164,7313,0.0,0.10000000000000009,0.10687549081586467,10.69%,0.0%,10.0%,Lunetas y parabrisas
2025-01-01,MAZDA,CAPITAL FEDERAL,Parabrisas,333346,417158,273,58069,72669,47,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2025-04-01,MAZDA,CAPITAL FEDERAL,Parabrisas,350014,401208,276,63296,72553,50,1.146262248,8585,0.0500020999202031,0.09001360450498552,0.09174345979744447,9.17%,5.0%,9.0%,Lunetas y parabrisas
2025-08-01,MAZDA,CAPITAL FEDERAL,Parabrisas,350014,374689,272,63296,67758,49,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Lunetas y parabrisas
2025-11-01,MAZDA,CAPITAL FEDERAL,Parabrisas,371015,371015,254,69625,69625,47,1.0,9841,0.06000045712457225,0.09999052072800807,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
2023-12-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,429088,1195182,444,50116,139595,51,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,447350,912294,413,53993,110109,49,2.039326613,4825,0.04256003430531741,0.07736052358528211,0.3658436413394097,36.58%,4.26%,7.74%,Lunetas y parabrisas
2024-03-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,464507,853332,463,59392,109107,59,1.837070643,5357,0.038352520397898715,0.09999444372418642,0.11009700156540236,11.01%,3.84%,10.0%,Lunetas y parabrisas
2024-05-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,476619,772275,425,62771,101709,56,1.620318976,6073,0.02607495688977779,0.056893184267241326,0.13377098612570282,13.38%,2.61%,5.69%,Lunetas y parabrisas
2024-07-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,486832,725072,343,66796,99484,47,1.48936646,6607,0.021428016927566906,0.06412196715043561,0.08792497970558877,8.79%,2.14%,6.41%,Lunetas y parabrisas
2024-10-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,490805,660407,408,73476,98866,61,1.345559164,7313,0.008160926151115744,0.10000598838253794,0.10687549081586467,10.69%,0.82%,10.0%,Lunetas y parabrisas
2025-01-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,490805,614205,403,73476,91949,60,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2025-04-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,515345,590721,407,80088,91802,63,1.146262248,8585,0.04999949063273612,0.08998856769557406,0.09174345979744447,9.17%,5.0%,9.0%,Lunetas y parabrisas
2025-08-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,507901,543708,395,79669,85285,62,1.070498944,9193,-0.014444692390534475,-0.005231745080411576,0.07077382453924819,7.08%,-1.44%,-0.52%,Lunetas y parabrisas
2025-11-01,MERCEDES BENZ,CAPITAL FEDERAL,Parabrisas,538375,538375,368,87635,87635,60,1.0,9841,0.05999988186674177,0.09998870325973708,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
2023-12-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,207080,576801,214,38709,107822,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,217434,443419,201,42193,86046,39,2.039326613,4825,0.050000000000000044,0.0900049084192307,0.3658436413394097,36.58%,5.0%,9.0%,Lunetas y parabrisas
2024-03-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,228305,419413,227,46413,85264,46,1.837070643,5357,0.049996780632283855,0.10001659042969213,0.11009700156540236,11.01%,5.0%,10.0%,Lunetas y parabrisas
2024-05-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,239721,388424,214,49337,79941,44,1.620318976,6073,0.05000328507917051,0.06299959063193494,0.13377098612570282,13.38%,5.0%,6.3%,Lunetas y parabrisas
2024-07-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,249373,371408,176,52790,78624,37,1.48936646,6607,0.0402634729539757,0.06998804142935322,0.08792497970558877,8.79%,4.03%,7.0%,Lunetas y parabrisas
2024-10-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,242598,326430,201,56451,75959,47,1.345559164,7313,-0.0271681376893248,0.06935025573025189,0.10687549081586467,10.69%,-2.72%,6.94%,Lunetas y parabrisas
2025-01-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,242598,303593,199,56451,70645,46,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2025-04-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,254728,291985,201,63296,72553,50,1.146262248,8585,0.050000412204552314,0.12125560220368103,0.09174345979744447,9.17%,5.0%,12.13%,Lunetas y parabrisas
2025-08-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,254728,272686,198,63296,67758,49,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Lunetas y parabrisas
2025-11-01,MITSUBISHI,CAPITAL FEDERAL,Parabrisas,270011,270011,184,69625,69625,47,1.0,9841,0.05999733048585165,0.09999052072800807,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
2023-12-01,NISSAN,CAPITAL FEDERAL,Parabrisas,235146,654978,243,38709,107822,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,NISSAN,CAPITAL FEDERAL,Parabrisas,250530,510912,231,42193,86046,39,2.039326613,4825,0.06542318389426138,0.0900049084192307,0.3658436413394097,36.58%,6.54%,9.0%,Lunetas y parabrisas
2024-03-01,NISSAN,CAPITAL FEDERAL,Parabrisas,268277,492845,267,46413,85264,46,1.837070643,5357,0.07083782381351544,0.10001659042969213,0.11009700156540236,11.01%,7.08%,10.0%,Lunetas y parabrisas
2024-05-01,NISSAN,CAPITAL FEDERAL,Parabrisas,279256,452483,249,49337,79941,44,1.620318976,6073,0.04092411947352925,0.06299959063193494,0.13377098612570282,13.38%,4.09%,6.3%,Lunetas y parabrisas
2024-07-01,NISSAN,CAPITAL FEDERAL,Parabrisas,286474,426665,202,52790,78624,37,1.48936646,6607,0.02584725126765397,0.06998804142935322,0.08792497970558877,8.79%,2.58%,7.0%,Lunetas y parabrisas
2024-10-01,NISSAN,CAPITAL FEDERAL,Parabrisas,289901,390079,241,57350,77168,47,1.345559164,7313,0.011962691204088438,0.08637999621140358,0.10687549081586467,10.69%,1.2%,8.64%,Lunetas y parabrisas
2025-01-01,NISSAN,CAPITAL FEDERAL,Parabrisas,287273,359500,236,57376,71802,47,1.251424313,7864,-0.00906516362482368,0.0004533565823887642,0.07522216915167435,7.52%,-0.91%,0.05%,Lunetas y parabrisas
2025-04-01,NISSAN,CAPITAL FEDERAL,Parabrisas,301636,345754,238,63296,72553,50,1.146262248,8585,0.04999773734392021,0.10317902955939773,0.09174345979744447,9.17%,5.0%,10.32%,Lunetas y parabrisas
2025-08-01,NISSAN,CAPITAL FEDERAL,Parabrisas,319220,341725,248,63296,67758,49,1.070498944,9193,0.05829542892758166,0.0,0.07077382453924819,7.08%,5.83%,0.0%,Lunetas y parabrisas
2025-11-01,NISSAN,CAPITAL FEDERAL,Parabrisas,344806,344806,236,69625,69625,47,1.0,9841,0.08015161957270855,0.09999052072800807,0.07049894389293976,7.05%,8.02%,10.0%,Lunetas y parabrisas
2023-12-01,OPEL,CAPITAL FEDERAL,Parabrisas,71549,199293,74,38709,107822,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,OPEL,CAPITAL FEDERAL,Parabrisas,75286,153533,69,42193,86046,39,2.039326613,4825,0.05222994032061945,0.0900049084192307,0.3658436413394097,36.58%,5.22%,9.0%,Lunetas y parabrisas
2024-03-01,OPEL,CAPITAL FEDERAL,Parabrisas,79280,145644,79,46413,85264,46,1.837070643,5357,0.05305103206439443,0.10001659042969213,0.11009700156540236,11.01%,5.31%,10.0%,Lunetas y parabrisas
2024-05-01,OPEL,CAPITAL FEDERAL,Parabrisas,160370,259850,143,49337,79941,44,1.620318976,6073,1.0228304742684156,0.06299959063193494,0.13377098612570282,13.38%,102.28%,6.3%,Lunetas y parabrisas
2024-07-01,OPEL,CAPITAL FEDERAL,Parabrisas,165181,246015,116,52790,78624,37,1.48936646,6607,0.02999937644197792,0.06998804142935322,0.08792497970558877,8.79%,3.0%,7.0%,Lunetas y parabrisas
2024-10-01,OPEL,CAPITAL FEDERAL,Parabrisas,165181,222261,137,58069,78136,48,1.345559164,7313,0.0,0.10000000000000009,0.10687549081586467,10.69%,0.0%,10.0%,Lunetas y parabrisas
2025-01-01,OPEL,CAPITAL FEDERAL,Parabrisas,165181,206711,135,58069,72669,47,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2023-12-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,196913,548483,203,38515,107279,39,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,213543,435485,197,41981,85613,38,2.039326613,4825,0.0844535403960125,0.08999091263144221,0.3658436413394097,36.58%,8.45%,9.0%,Lunetas y parabrisas
2024-03-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,223886,411296,223,46183,84843,46,1.837070643,5357,0.0484352097703975,0.10009289916867159,0.11009700156540236,11.01%,4.84%,10.01%,Lunetas y parabrisas
2024-05-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,228686,370544,204,49098,79554,43,1.620318976,6073,0.021439482593820003,0.06311846350388661,0.13377098612570282,13.38%,2.14%,6.31%,Lunetas y parabrisas
2024-07-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,244847,364667,172,52534,78243,37,1.48936646,6607,0.07066895218771596,0.06998248401156859,0.08792497970558877,8.79%,7.07%,7.0%,Lunetas y parabrisas
2024-10-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,252882,340268,210,57788,77757,48,1.345559164,7313,0.03281641188170581,0.10001142117485817,0.10687549081586467,10.69%,3.28%,10.0%,Lunetas y parabrisas
2025-01-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,253543,317290,208,57798,72330,47,1.251424313,7864,0.0026138673373352628,0.00017304630719183756,0.07522216915167435,7.52%,0.26%,0.02%,Lunetas y parabrisas
2025-04-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,265738,304606,210,63301,72560,50,1.146262248,8585,0.04809835018123154,0.09521090695179768,0.09174345979744447,9.17%,4.81%,9.52%,Lunetas y parabrisas
2025-08-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,265141,283833,206,63301,67764,49,1.070498944,9193,-0.0022465736928855007,0.0,0.07077382453924819,7.08%,-0.22%,0.0%,Lunetas y parabrisas
2025-11-01,PEUGEOT,CAPITAL FEDERAL,Parabrisas,281799,281799,193,69631,69631,47,1.0,9841,0.06282694868013627,0.09999842024612571,0.07049894389293976,7.05%,6.28%,10.0%,Lunetas y parabrisas
2023-12-01,RENAULT,CAPITAL FEDERAL,Parabrisas,145543,405395,150,38029,105928,39,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,RENAULT,CAPITAL FEDERAL,Parabrisas,158410,323050,146,41452,84535,38,2.039326613,4825,0.08840686257669561,0.09001025533145768,0.3658436413394097,36.58%,8.84%,9.0%,Lunetas y parabrisas
2024-03-01,RENAULT,CAPITAL FEDERAL,Parabrisas,167908,308459,167,45597,83766,45,1.837070643,5357,0.05995833596363864,0.09999517514233336,0.11009700156540236,11.01%,6.0%,10.0%,Lunetas y parabrisas
2024-05-01,RENAULT,CAPITAL FEDERAL,Parabrisas,175456,284295,156,48470,78537,43,1.620318976,6073,0.04495318865092779,0.06300853126302175,0.13377098612570282,13.38%,4.5%,6.3%,Lunetas y parabrisas
2024-07-01,RENAULT,CAPITAL FEDERAL,Parabrisas,186799,278212,131,51863,77243,36,1.48936646,6607,0.06464868685026448,0.0700020631318341,0.08792497970558877,8.79%,6.46%,7.0%,Lunetas y parabrisas
2024-10-01,RENAULT,CAPITAL FEDERAL,Parabrisas,192051,258416,159,57049,76763,47,1.345559164,7313,0.028115782204401585,0.09999421552937537,0.10687549081586467,10.69%,2.81%,10.0%,Lunetas y parabrisas
2025-01-01,RENAULT,CAPITAL FEDERAL,Parabrisas,192549,240960,158,57066,71414,46,1.251424313,7864,0.002593061218113979,0.00029798944766779023,0.07522216915167435,7.52%,0.26%,0.03%,Lunetas y parabrisas
2025-04-01,RENAULT,CAPITAL FEDERAL,Parabrisas,202035,231586,159,62237,71340,49,1.146262248,8585,0.04926538179891882,0.0906143763361722,0.09174345979744447,9.17%,4.93%,9.06%,Lunetas y parabrisas
2025-08-01,RENAULT,CAPITAL FEDERAL,Parabrisas,207056,221653,161,62813,67241,48,1.070498944,9193,0.024852129581508065,0.00925494480775102,0.07077382453924819,7.08%,2.49%,0.93%,Lunetas y parabrisas
2025-11-01,RENAULT,CAPITAL FEDERAL,Parabrisas,219479,219479,150,69094,69094,47,1.0,9841,0.05999826133992747,0.09999522391861548,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
2023-12-01,ROVER,CAPITAL FEDERAL,Parabrisas,731455,2037397,757,57719,160771,59,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,ROVER,CAPITAL FEDERAL,Parabrisas,768028,1566261,710,62913,128302,58,2.039326613,4825,0.05000034178452539,0.0899876990245847,0.3658436413394097,36.58%,5.0%,9.0%,Lunetas y parabrisas
2024-03-01,ROVER,CAPITAL FEDERAL,Parabrisas,806429,1481468,805,69205,127135,69,1.837070643,5357,0.049999479185654616,0.10001112647624488,0.11009700156540236,11.01%,5.0%,10.0%,Lunetas y parabrisas
2024-05-01,ROVER,CAPITAL FEDERAL,Parabrisas,846751,1372007,756,73565,119199,65,1.620318976,6073,0.05000068201912389,0.06300122823495413,0.13377098612570282,13.38%,5.0%,6.3%,Lunetas y parabrisas
2024-07-01,ROVER,CAPITAL FEDERAL,Parabrisas,872154,1298956,615,78714,117235,55,1.48936646,6607,0.030000555062822398,0.06999252361856856,0.08792497970558877,8.79%,3.0%,7.0%,Lunetas y parabrisas
2024-10-01,ROVER,CAPITAL FEDERAL,Parabrisas,872154,1173534,726,86586,116506,72,1.345559164,7313,0.0,0.1000076225322053,0.10687549081586467,10.69%,0.0%,10.0%,Lunetas y parabrisas
2025-01-01,ROVER,CAPITAL FEDERAL,Parabrisas,872154,1091434,716,86586,108356,71,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2025-04-01,ROVER,CAPITAL FEDERAL,Parabrisas,915761,1049703,724,94379,108183,74,1.146262248,8585,0.0499991973894518,0.09000300279490903,0.09174345979744447,9.17%,5.0%,9.0%,Lunetas y parabrisas
2025-08-01,ROVER,CAPITAL FEDERAL,Parabrisas,915761,980321,712,94379,101032,73,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Lunetas y parabrisas
2025-11-01,ROVER,CAPITAL FEDERAL,Parabrisas,970707,970707,665,103816,103816,71,1.0,9841,0.0600003712759114,0.09999046398033462,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
2023-12-01,SCANIA,CAPITAL FEDERAL,Parabrisas,282229,786121,292,35397,98597,36,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,SCANIA,CAPITAL FEDERAL,Parabrisas,296340,604335,274,38583,78684,35,2.039326613,4825,0.04999840555010282,0.09000762776506477,0.3658436413394097,36.58%,5.0%,9.0%,Lunetas y parabrisas
2024-03-01,SCANIA,CAPITAL FEDERAL,Parabrisas,301367,553633,300,42441,77968,42,1.837070643,5357,0.01696362286562736,0.09999222455485568,0.11009700156540236,11.01%,1.7%,10.0%,Lunetas y parabrisas
2024-05-01,SCANIA,CAPITAL FEDERAL,Parabrisas,306645,496862,273,45115,73102,40,1.620318976,6073,0.01751353001489875,0.06300511298037281,0.13377098612570282,13.38%,1.75%,6.3%,Lunetas y parabrisas
2024-07-01,SCANIA,CAPITAL FEDERAL,Parabrisas,314836,468907,222,46946,69920,33,1.48936646,6607,0.026711669846239072,0.04058517122908123,0.08792497970558877,8.79%,2.67%,4.06%,Lunetas y parabrisas
2024-10-01,SCANIA,CAPITAL FEDERAL,Parabrisas,360281,484780,299,50017,67301,41,1.345559164,7313,0.14434499231345854,0.06541558386230983,0.10687549081586467,10.69%,14.43%,6.54%,Lunetas y parabrisas
2025-01-01,SCANIA,CAPITAL FEDERAL,Parabrisas,360281,450865,296,50017,62593,41,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2025-04-01,SCANIA,CAPITAL FEDERAL,Parabrisas,382567,438522,302,63451,72732,50,1.146262248,8585,0.061857272517840345,0.2685886798488515,0.09174345979744447,9.17%,6.19%,26.86%,Lunetas y parabrisas
2025-08-01,SCANIA,CAPITAL FEDERAL,Parabrisas,382567,409538,297,63451,67924,49,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Lunetas y parabrisas
2025-11-01,SCANIA,CAPITAL FEDERAL,Parabrisas,405521,405521,277,69796,69796,47,1.0,9841,0.059999947721575575,0.09999842398070946,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
2023-12-01,SEAT,CAPITAL FEDERAL,Parabrisas,311067,866448,322,38709,107822,40,2.785401287,3533,,,,-,-,-,Lunetas y parabrisas
2024-02-01,SEAT,CAPITAL FEDERAL,Parabrisas,326621,666087,302,42193,86046,39,2.039326613,4825,0.050002089581987264,0.0900049084192307,0.3658436413394097,36.58%,5.0%,9.0%,Lunetas y parabrisas
2024-03-01,SEAT,CAPITAL FEDERAL,Parabrisas,342952,630027,342,46413,85264,46,1.837070643,5357,0.049999846917375246,0.10001659042969213,0.11009700156540236,11.01%,5.0%,10.0%,Lunetas y parabrisas
2024-05-01,SEAT,CAPITAL FEDERAL,Parabrisas,360099,583476,321,49337,79941,44,1.620318976,6073,0.049998250484032836,0.06299959063193494,0.13377098612570282,13.38%,5.0%,6.3%,Lunetas y parabrisas
2024-07-01,SEAT,CAPITAL FEDERAL,Parabrisas,370902,552410,261,52790,78624,37,1.48936646,6607,0.03000008331042303,0.06998804142935322,0.08792497970558877,8.79%,3.0%,7.0%,Lunetas y parabrisas
2024-10-01,SEAT,CAPITAL FEDERAL,Parabrisas,370902,499071,308,58069,78136,48,1.345559164,7313,0.0,0.10000000000000009,0.10687549081586467,10.69%,0.0%,10.0%,Lunetas y parabrisas
2025-01-01,SEAT,CAPITAL FEDERAL,Parabrisas,370902,464156,304,58069,72669,47,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Lunetas y parabrisas
2025-04-01,SEAT,CAPITAL FEDERAL,Parabrisas,389448,446409,308,63296,72553,50,1.146262248,8585,0.050002426516977616,0.09001360450498552,0.09174345979744447,9.17%,5.0%,9.0%,Lunetas y parabrisas
2025-08-01,SEAT,CAPITAL FEDERAL,Parabrisas,389448,416903,303,63296,67758,49,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Lunetas y parabrisas
2025-11-01,SEAT,CAPITAL FEDERAL,Parabrisas,412814,412814,282,69625,69625,47,1.0,9841,0.05999774039152861,0.09999052072800807,0.07049894389293976,7.05%,6.0%,10.0%,Lunetas y parabrisas
