fecha,marca,zona,cristal,precio,precio_ipc,precio_usd,instalacion,instalacion_ipc,instalacion_usd,ipc,ipc_empalme_ipim,var_precio_prom,var_instal_prom,var_ipc,var_ipc_%,var_precio_prom_%,var_instal_prom_%,tipo_cristal
2025-04-01,CITROEN,CAPITAL FEDERAL,Aleta/Ventilete,85469,97970,67,28957,33192,22,1.146262248,8585,0.03000759228238481,0.09000225852593546,0.09174345979744447,9.17%,3.0%,9.0%,Cristales laterales y de techo
2025-08-01,CITROEN,CAPITAL FEDERAL,Aleta/Ventilete,85469,91494,66,28957,30998,22,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Cristales laterales y de techo
2025-11-01,CITROEN,CAPITAL FEDERAL,Aleta/Ventilete,90597,90597,62,31853,31853,21,1.0,9841,0.05999836197919706,0.10001036018924614,0.07049894389293976,7.05%,6.0%,10.0%,Cristales laterales y de techo
2023-12-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,20298,56539,21,16962,47246,17,2.785401287,3533,,,,-,-,-,Cristales laterales y de techo
2024-02-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,21313,43464,19,18488,37704,17,2.039326613,4825,0.050004926593752996,0.0899658059191133,0.3658436413394097,36.58%,5.0%,9.0%,Cristales laterales y de techo
2024-03-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,22378,41111,22,20337,37361,20,1.837070643,5357,0.04996950218176699,0.1000108178277801,0.11009700156540236,11.01%,5.0%,10.0%,Cristales laterales y de techo
2024-05-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,23497,38074,20,22168,35919,19,1.620318976,6073,0.050004468674591074,0.09003294487879243,0.13377098612570282,13.38%,5.0%,9.0%,Cristales laterales y de techo
2024-07-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,24202,36046,17,23719,35327,16,1.48936646,6607,0.030003830276205568,0.06996571634788884,0.08792497970558877,8.79%,3.0%,7.0%,Cristales laterales y de techo
2024-10-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,24202,32566,20,26566,35746,22,1.345559164,7313,0.0,0.1200303554112736,0.10687549081586467,10.69%,0.0%,12.0%,Cristales laterales y de techo
2025-01-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,24202,30288,19,26566,33245,21,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Cristales laterales y de techo
2025-04-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,24928,28575,19,28957,33192,22,1.146262248,8585,0.029997520866044125,0.09000225852593546,0.09174345979744447,9.17%,3.0%,9.0%,Cristales laterales y de techo
2025-08-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,24928,26686,19,28957,30998,22,1.070498944,9193,0.0,0.0,0.07077382453924819,7.08%,0.0%,0.0%,Cristales laterales y de techo
2025-11-01,DAEWOO,CAPITAL FEDERAL,Aleta/Ventilete,26424,26424,18,31853,31853,21,1.0,9841,0.06001283697047488,0.10001036018924614,0.07049894389293976,7.05%,6.0%,10.0%,Cristales laterales y de techo
2023-12-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,175519,488891,181,16962,47246,17,2.785401287,3533,,,,-,-,-,Cristales laterales y de techo
2024-02-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,184295,375837,170,18488,37704,17,2.039326613,4825,0.0500002848694443,0.0899658059191133,0.3658436413394097,36.58%,5.0%,9.0%,Cristales laterales y de techo
2024-03-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,193509,355491,193,20337,37361,20,1.837070643,5357,0.049995930437613634,0.1000108178277801,0.11009700156540236,11.01%,5.0%,10.0%,Cristales laterales y de techo
2024-05-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,203185,329225,181,22168,35919,19,1.620318976,6073,0.05000284224506357,0.09003294487879243,0.13377098612570282,13.38%,5.0%,9.0%,Cristales laterales y de techo
2024-07-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,209280,311696,147,23719,35327,16,1.48936646,6607,0.02999729310726673,0.06996571634788884,0.08792497970558877,8.79%,3.0%,7.0%,Cristales laterales y de techo
2024-10-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,209280,281599,174,26566,35746,22,1.345559164,7313,0.0,0.1200303554112736,0.10687549081586467,10.69%,0.0%,12.0%,Cristales laterales y de techo
2025-01-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,209280,261899,171,26566,33245,21,1.251424313,7864,0.0,0.0,0.07522216915167435,7.52%,0.0%,0.0%,Cristales laterales y de techo
2025-04-01,DODGE/CHRYSLER,CAPITAL FEDERAL,Aleta/Ventilete,215559,247087,170,28957,33192,22,1.146262248,8585,0.030002866972477005,0.09000225852593546,0.09174345979744447,9.17%,3.0%,9.0%,Cristales laterales y de techo
