fecha,marca,zona,tipo_cristal,precio_usd,instalacion_usd
2024-03-01,RENAULT,CABA,Aleta/Ventilete,43.8,20.3
2024-03-01,RENAULT,CABA,Custodia/Coleta,101.1,20.3
2024-03-01,RENAULT,CABA,Luneta,108.8,30.3
2024-03-01,RENAULT,CABA,Parabrisas,167.6,45.5
2024-03-01,RENAULT,CABA,Puerta,50.1,14.5
2024-03-01,RENAULT,CORD_TUC_STAFE,Aleta/Ventilete,41.3,22.2
2024-03-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,95.3,22.2
2024-03-01,RENAULT,CORD_TUC_STAFE,Luneta,102.6,33.1
2024-03-01,RENAULT,CORD_TUC_STAFE,Parabrisas,158.1,49.7
2024-03-01,RENAULT,CORD_TUC_STAFE,Puerta,47.2,15.9
2024-03-01,RENAULT,Rosario,Aleta/Ventilete,38.8,22.2
2024-03-01,RENAULT,Rosario,Custodia/Coleta,89.5,22.2
2024-03-01,RENAULT,Rosario,Luneta,96.3,33.1
2024-03-01,RENAULT,Rosario,Parabrisas,148.5,49.7
2024-03-01,RENAULT,Rosario,Puerta,44.4,15.9
2024-03-01,RENAULT,TIERRA DEL FUEGO,Aleta/Ventilete,75.0,39.8
2024-03-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,173.3,39.8
2024-03-01,RENAULT,TIERRA DEL FUEGO,Luneta,186.5,59.5
2024-03-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,287.4,89.2
2024-03-01,RENAULT,TIERRA DEL FUEGO,Puerta,85.9,28.5
2024-03-01,TOYOTA,CABA,Aleta/Ventilete,38.9,20.3
2024-03-01,TOYOTA,CABA,Custodia/Coleta,135.1,20.3
2024-03-01,TOYOTA,CABA,Luneta,197.1,33.2
2024-03-01,TOYOTA,CABA,Parabrisas,230.7,46.5
2024-03-01,TOYOTA,CABA,Puerta,67.8,14.5
2024-03-01,TOYOTA,CORD_TUC_STAFE,Aleta/Ventilete,36.6,22.2
2024-03-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,127.4,22.2
2024-03-01,TOYOTA,CORD_TUC_STAFE,Luneta,185.9,36.3
2024-03-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,217.5,50.8
2024-03-01,TOYOTA,CORD_TUC_STAFE,Puerta,63.9,15.9
2024-03-01,TOYOTA,Rosario,Aleta/Ventilete,34.4,22.2
2024-03-01,TOYOTA,Rosario,Custodia/Coleta,119.7,22.2
2024-03-01,TOYOTA,Rosario,Luneta,174.6,36.3
2024-03-01,TOYOTA,Rosario,Parabrisas,204.3,50.8
2024-03-01,TOYOTA,Rosario,Puerta,60.1,15.9
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Aleta/Ventilete,66.6,39.8
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,231.7,39.8
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Luneta,338.0,65.1
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,395.4,91.2
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Puerta,116.2,28.5
2024-03-01,VOLKSWAGEN,CABA,Aleta/Ventilete,40.9,20.3
2024-03-01,VOLKSWAGEN,CABA,Custodia/Coleta,53.1,20.3
2024-03-01,VOLKSWAGEN,CABA,Luneta,137.1,33.1
2024-03-01,VOLKSWAGEN,CABA,Parabrisas,189.5,46.5
2024-03-01,VOLKSWAGEN,CABA,Puerta,55.3,14.5
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Aleta/Ventilete,38.6,22.2
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,50.0,22.2
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,129.2,36.1
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,178.7,50.8
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,52.2,15.9
2024-03-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,36.3,22.2
2024-03-01,VOLKSWAGEN,Rosario,Custodia/Coleta,47.0,22.2
2024-03-01,VOLKSWAGEN,Rosario,Luneta,121.4,36.1
2024-03-01,VOLKSWAGEN,Rosario,Parabrisas,167.9,50.8
2024-03-01,VOLKSWAGEN,Rosario,Puerta,49.0,15.9
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Aleta/Ventilete,70.2,39.8
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,91.0,39.8
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,235.0,64.8
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,324.9,91.1
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,94.8,28.5
2024-05-01,CHEVROLET,CABA,Aleta/Ventilete,38.3,19.8
2024-05-01,CHEVROLET,CABA,Custodia/Coleta,101.9,19.8
2024-05-01,CHEVROLET,CABA,Luneta,111.2,31.7
2024-05-01,CHEVROLET,CABA,Parabrisas,162.7,43.9
2024-05-01,CHEVROLET,CABA,Puerta,53.3,14.2
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Aleta/Ventilete,36.2,21.6
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,96.1,21.6
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Luneta,104.8,34.6
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,153.4,48.0
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Puerta,50.2,15.5
2024-05-01,CHEVROLET,Rosario,Aleta/Ventilete,34.0,21.6
2024-05-01,CHEVROLET,Rosario,Custodia/Coleta,90.3,21.6
2024-05-01,CHEVROLET,Rosario,Luneta,98.5,34.6
2024-05-01,CHEVROLET,Rosario,Parabrisas,144.1,48.0
2024-05-01,CHEVROLET,Rosario,Puerta,47.2,15.5
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,65.7,38.8
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,174.7,38.8
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,190.6,62.1
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,279.0,86.1
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,91.4,27.8
2024-05-01,FIAT,CABA,Aleta/Ventilete,31.3,19.8
2024-05-01,FIAT,CABA,Custodia/Coleta,79.3,19.8
2024-05-01,FIAT,CABA,Luneta,111.3,29.3
2024-05-01,FIAT,CABA,Parabrisas,167.9,44.2
2024-05-01,FIAT,CABA,Puerta,43.9,14.2
2024-05-01,FIAT,CORD_TUC_STAFE,Aleta/Ventilete,29.5,21.6
2024-05-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,74.7,21.6
2024-05-01,FIAT,CORD_TUC_STAFE,Luneta,105.0,32.0
2024-05-01,FIAT,CORD_TUC_STAFE,Parabrisas,158.3,48.3
2024-05-01,FIAT,CORD_TUC_STAFE,Puerta,41.4,15.5
2024-05-01,FIAT,Rosario,Aleta/Ventilete,27.8,21.6
2024-05-01,FIAT,Rosario,Custodia/Coleta,70.2,21.6
2024-05-01,FIAT,Rosario,Luneta,98.6,32.0
2024-05-01,FIAT,Rosario,Parabrisas,148.7,48.3
2024-05-01,FIAT,Rosario,Puerta,38.9,15.5
2024-05-01,FIAT,TIERRA DEL FUEGO,Aleta/Ventilete,53.7,38.8
2024-05-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,135.9,38.8
2024-05-01,FIAT,TIERRA DEL FUEGO,Luneta,190.9,57.5
2024-05-01,FIAT,TIERRA DEL FUEGO,Parabrisas,287.8,86.7
2024-05-01,FIAT,TIERRA DEL FUEGO,Puerta,75.2,27.8
2024-05-01,FORD,CABA,Aleta/Ventilete,40.3,19.8
2024-05-01,FORD,CABA,Custodia/Coleta,41.9,19.8
2024-05-01,FORD,CABA,Luneta,120.0,30.8
2024-05-01,FORD,CABA,Parabrisas,194.2,44.0
2024-05-01,FORD,CABA,Puerta,52.8,14.2
2024-05-01,FORD,CORD_TUC_STAFE,Aleta/Ventilete,38.0,21.6
2024-05-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,39.5,21.6
2024-05-01,FORD,CORD_TUC_STAFE,Luneta,113.1,33.6
2024-05-01,FORD,CORD_TUC_STAFE,Parabrisas,183.1,48.0
2024-05-01,FORD,CORD_TUC_STAFE,Puerta,49.8,15.5
2024-05-01,FORD,Rosario,Aleta/Ventilete,35.7,21.6
2024-05-01,FORD,Rosario,Custodia/Coleta,37.1,21.6
2024-05-01,FORD,Rosario,Luneta,106.3,33.6
2024-05-01,FORD,Rosario,Parabrisas,172.0,48.0
2024-05-01,FORD,Rosario,Puerta,46.8,15.5
2024-05-01,FORD,TIERRA DEL FUEGO,Aleta/Ventilete,69.1,38.8
2024-05-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,71.8,38.8
2024-05-01,FORD,TIERRA DEL FUEGO,Luneta,205.7,60.3
2024-05-01,FORD,TIERRA DEL FUEGO,Parabrisas,332.8,86.2
2024-05-01,FORD,TIERRA DEL FUEGO,Puerta,90.5,27.8
2024-05-01,PEUGEOT,CABA,Aleta/Ventilete,118.5,19.8
2024-05-01,PEUGEOT,CABA,Custodia/Coleta,66.3,19.8
2024-05-01,PEUGEOT,CABA,Luneta,129.4,31.5
2024-05-01,PEUGEOT,CABA,Parabrisas,204.3,43.9
2024-05-01,PEUGEOT,CABA,Puerta,45.0,14.2
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Aleta/Ventilete,117.9,21.6
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,62.5,21.6
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Luneta,122.0,34.5
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,192.6,47.9
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Puerta,42.5,15.5
2024-05-01,PEUGEOT,Rosario,Aleta/Ventilete,117.3,21.6
2024-05-01,PEUGEOT,Rosario,Custodia/Coleta,58.7,21.6
2024-05-01,PEUGEOT,Rosario,Luneta,114.6,34.5
2024-05-01,PEUGEOT,Rosario,Parabrisas,180.9,47.9
2024-05-01,PEUGEOT,Rosario,Puerta,39.9,15.5
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Aleta/Ventilete,126.1,38.8
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,113.7,38.8
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,221.8,61.8
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,350.2,86.0
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,77.2,27.8
2024-05-01,RENAULT,CABA,Aleta/Ventilete,41.3,19.8
2024-05-01,RENAULT,CABA,Custodia/Coleta,95.3,19.8
2024-05-01,RENAULT,CABA,Luneta,103.8,28.8
2024-05-01,RENAULT,CABA,Parabrisas,156.7,43.3
2024-05-01,RENAULT,CABA,Puerta,47.1,14.2
2024-05-01,RENAULT,CORD_TUC_STAFE,Aleta/Ventilete,39.0,21.6
2024-05-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,89.8,21.6
2024-05-01,RENAULT,CORD_TUC_STAFE,Luneta,97.8,31.5
2024-05-01,RENAULT,CORD_TUC_STAFE,Parabrisas,147.8,47.3
2024-05-01,RENAULT,CORD_TUC_STAFE,Puerta,44.4,15.5
2024-05-01,RENAULT,Rosario,Aleta/Ventilete,36.6,21.6
2024-05-01,RENAULT,Rosario,Custodia/Coleta,84.4,21.6
2024-05-01,RENAULT,Rosario,Luneta,91.9,31.5
2024-05-01,RENAULT,Rosario,Parabrisas,138.8,47.3
2024-05-01,RENAULT,Rosario,Puerta,41.7,15.5
2024-05-01,RENAULT,TIERRA DEL FUEGO,Aleta/Ventilete,70.8,38.8
2024-05-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,163.3,38.8
2024-05-01,RENAULT,TIERRA DEL FUEGO,Luneta,177.9,56.5
2024-05-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,268.7,84.9
2024-05-01,RENAULT,TIERRA DEL FUEGO,Puerta,80.7,27.8
2024-05-01,TOYOTA,CABA,Aleta/Ventilete,36.1,19.8
2024-05-01,TOYOTA,CABA,Custodia/Coleta,126.9,19.8
2024-05-01,TOYOTA,CABA,Luneta,187.1,31.6
2024-05-01,TOYOTA,CABA,Parabrisas,209.4,44.3
2024-05-01,TOYOTA,CABA,Puerta,63.8,14.2
2024-05-01,TOYOTA,CORD_TUC_STAFE,Aleta/Ventilete,34.0,21.6
2024-05-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,119.7,21.6
2024-05-01,TOYOTA,CORD_TUC_STAFE,Luneta,176.4,34.5
2024-05-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,197.4,48.4
2024-05-01,TOYOTA,CORD_TUC_STAFE,Puerta,60.1,15.5
2024-05-01,TOYOTA,Rosario,Aleta/Ventilete,31.9,21.6
2024-05-01,TOYOTA,Rosario,Custodia/Coleta,112.4,21.6
2024-05-01,TOYOTA,Rosario,Luneta,165.7,34.5
2024-05-01,TOYOTA,Rosario,Parabrisas,185.5,48.4
2024-05-01,TOYOTA,Rosario,Puerta,56.5,15.5
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Aleta/Ventilete,61.8,38.8
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,217.6,38.8
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Luneta,320.8,61.9
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,359.0,86.7
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Puerta,109.4,27.8
2024-05-01,VOLKSWAGEN,CABA,Aleta/Ventilete,38.4,19.8
2024-05-01,VOLKSWAGEN,CABA,Custodia/Coleta,49.8,19.8
2024-05-01,VOLKSWAGEN,CABA,Luneta,129.3,31.5
2024-05-01,VOLKSWAGEN,CABA,Parabrisas,171.8,44.2
2024-05-01,VOLKSWAGEN,CABA,Puerta,52.1,14.2
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Aleta/Ventilete,36.3,21.6
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,47.0,21.6
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,121.9,34.4
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,162.0,48.3
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,49.1,15.5
2024-05-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,34.1,21.6
2024-05-01,VOLKSWAGEN,Rosario,Custodia/Coleta,44.1,21.6
2024-05-01,VOLKSWAGEN,Rosario,Luneta,114.5,34.4
2024-05-01,VOLKSWAGEN,Rosario,Parabrisas,152.2,48.3
2024-05-01,VOLKSWAGEN,Rosario,Puerta,46.2,15.5
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Aleta/Ventilete,65.9,38.8
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,85.4,38.8
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,221.6,61.7
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,294.6,86.6
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,89.4,27.8
2024-07-01,CHEVROLET,CABA,Aleta/Ventilete,31.8,16.8
2024-07-01,CHEVROLET,CABA,Custodia/Coleta,83.3,16.8
2024-07-01,CHEVROLET,CABA,Luneta,91.5,26.8
2024-07-01,CHEVROLET,CABA,Parabrisas,136.5,37.2
2024-07-01,CHEVROLET,CABA,Puerta,43.4,12.0
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Aleta/Ventilete,30.0,18.3
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,78.5,18.3
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Luneta,86.3,29.3
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,128.7,40.6
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Puerta,40.9,13.1
2024-07-01,CHEVROLET,Rosario,Aleta/Ventilete,28.2,18.3
2024-07-01,CHEVROLET,Rosario,Custodia/Coleta,73.7,18.3
2024-07-01,CHEVROLET,Rosario,Luneta,81.0,29.3
2024-07-01,CHEVROLET,Rosario,Parabrisas,120.9,40.6
2024-07-01,CHEVROLET,Rosario,Puerta,38.4,13.1
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,54.6,32.8
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,142.7,32.8
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,156.8,52.5
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,234.0,72.9
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,74.4,23.5
2024-07-01,FIAT,CABA,Aleta/Ventilete,25.8,16.8
2024-07-01,FIAT,CABA,Custodia/Coleta,63.2,16.8
2024-07-01,FIAT,CABA,Luneta,91.5,24.8
2024-07-01,FIAT,CABA,Parabrisas,144.3,37.6
2024-07-01,FIAT,CABA,Puerta,36.2,12.0
2024-07-01,FIAT,CORD_TUC_STAFE,Aleta/Ventilete,24.3,18.3
2024-07-01,FIAT,CORD_TUC_STAFE,Custodia/Coleta,59.6,18.3
2024-07-01,FIAT,CORD_TUC_STAFE,Luneta,86.2,27.0
2024-07-01,FIAT,CORD_TUC_STAFE,Parabrisas,136.1,41.1
2024-07-01,FIAT,CORD_TUC_STAFE,Puerta,34.1,13.1
2024-07-01,FIAT,Rosario,Aleta/Ventilete,22.9,18.3
2024-07-01,FIAT,Rosario,Custodia/Coleta,56.0,18.3
2024-07-01,FIAT,Rosario,Luneta,81.0,27.0
2024-07-01,FIAT,Rosario,Parabrisas,127.9,41.1
2024-07-01,FIAT,Rosario,Puerta,32.1,13.1
2024-07-01,FIAT,TIERRA DEL FUEGO,Aleta/Ventilete,44.3,32.8
2024-07-01,FIAT,TIERRA DEL FUEGO,Custodia/Coleta,108.4,32.8
2024-07-01,FIAT,TIERRA DEL FUEGO,Luneta,156.8,48.5
2024-07-01,FIAT,TIERRA DEL FUEGO,Parabrisas,247.5,73.7
2024-07-01,FIAT,TIERRA DEL FUEGO,Puerta,62.0,23.5
2024-07-01,FORD,CABA,Aleta/Ventilete,32.8,16.8
2024-07-01,FORD,CABA,Custodia/Coleta,34.8,16.8
2024-07-01,FORD,CABA,Luneta,99.5,26.1
2024-07-01,FORD,CABA,Parabrisas,163.4,37.2
2024-07-01,FORD,CABA,Puerta,42.9,12.0
2024-07-01,FORD,CORD_TUC_STAFE,Aleta/Ventilete,31.0,18.3
2024-07-01,FORD,CORD_TUC_STAFE,Custodia/Coleta,32.8,18.3
2024-07-01,FORD,CORD_TUC_STAFE,Luneta,93.8,28.5
2024-07-01,FORD,CORD_TUC_STAFE,Parabrisas,154.1,40.6
2024-07-01,FORD,CORD_TUC_STAFE,Puerta,40.4,13.1
2024-07-01,FORD,Rosario,Aleta/Ventilete,29.1,18.3
2024-07-01,FORD,Rosario,Custodia/Coleta,30.8,18.3
2024-07-01,FORD,Rosario,Luneta,88.1,28.5
2024-07-01,FORD,Rosario,Parabrisas,144.7,40.6
2024-07-01,FORD,Rosario,Puerta,38.0,13.1
2024-07-01,FORD,TIERRA DEL FUEGO,Aleta/Ventilete,56.3,32.8
2024-07-01,FORD,TIERRA DEL FUEGO,Custodia/Coleta,59.7,32.8
2024-07-01,FORD,TIERRA DEL FUEGO,Luneta,170.5,51.1
2024-07-01,FORD,TIERRA DEL FUEGO,Parabrisas,280.2,72.9
2024-07-01,FORD,TIERRA DEL FUEGO,Puerta,73.5,23.5
2024-07-01,PEUGEOT,CABA,Aleta/Ventilete,97.3,16.8
2024-07-01,PEUGEOT,CABA,Custodia/Coleta,54.0,16.8
2024-07-01,PEUGEOT,CABA,Luneta,107.6,26.7
2024-07-01,PEUGEOT,CABA,Parabrisas,172.9,37.1
2024-07-01,PEUGEOT,CABA,Puerta,36.7,12.0
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Aleta/Ventilete,96.8,18.3
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Custodia/Coleta,50.9,18.3
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Luneta,101.4,29.1
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,163.0,40.5
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Puerta,34.6,13.1
2024-07-01,PEUGEOT,Rosario,Aleta/Ventilete,96.3,18.3
2024-07-01,PEUGEOT,Rosario,Custodia/Coleta,47.8,18.3
2024-07-01,PEUGEOT,Rosario,Luneta,95.3,29.1
2024-07-01,PEUGEOT,Rosario,Parabrisas,153.2,40.5
2024-07-01,PEUGEOT,Rosario,Puerta,32.5,13.1
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Aleta/Ventilete,103.6,32.8
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Custodia/Coleta,92.6,32.8
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Luneta,184.4,52.3
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,296.4,72.7
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,62.9,23.5
2024-07-01,RENAULT,CABA,Aleta/Ventilete,34.0,16.8
2024-07-01,RENAULT,CABA,Custodia/Coleta,78.0,16.8
2024-07-01,RENAULT,CABA,Luneta,86.8,24.4
2024-07-01,RENAULT,CABA,Parabrisas,131.9,36.6
2024-07-01,RENAULT,CABA,Puerta,38.4,12.0
2024-07-01,RENAULT,CORD_TUC_STAFE,Aleta/Ventilete,32.0,18.3
2024-07-01,RENAULT,CORD_TUC_STAFE,Custodia/Coleta,73.6,18.3
2024-07-01,RENAULT,CORD_TUC_STAFE,Luneta,81.8,26.7
2024-07-01,RENAULT,CORD_TUC_STAFE,Parabrisas,124.4,40.0
2024-07-01,RENAULT,CORD_TUC_STAFE,Puerta,36.2,13.1
2024-07-01,RENAULT,Rosario,Aleta/Ventilete,30.1,18.3
2024-07-01,RENAULT,Rosario,Custodia/Coleta,69.1,18.3
2024-07-01,RENAULT,Rosario,Luneta,76.8,26.7
2024-07-01,RENAULT,Rosario,Parabrisas,116.8,40.0
2024-07-01,RENAULT,Rosario,Puerta,34.0,13.1
2024-07-01,RENAULT,TIERRA DEL FUEGO,Aleta/Ventilete,58.2,32.8
2024-07-01,RENAULT,TIERRA DEL FUEGO,Custodia/Coleta,133.7,32.8
2024-07-01,RENAULT,TIERRA DEL FUEGO,Luneta,148.7,47.8
2024-07-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,226.1,71.8
2024-07-01,RENAULT,TIERRA DEL FUEGO,Puerta,65.8,23.5
2024-07-01,TOYOTA,CABA,Aleta/Ventilete,29.5,16.8
2024-07-01,TOYOTA,CABA,Custodia/Coleta,103.4,16.8
2024-07-01,TOYOTA,CABA,Luneta,155.2,26.7
2024-07-01,TOYOTA,CABA,Parabrisas,175.4,37.4
2024-07-01,TOYOTA,CABA,Puerta,52.1,12.0
2024-07-01,TOYOTA,CORD_TUC_STAFE,Aleta/Ventilete,27.8,18.3
2024-07-01,TOYOTA,CORD_TUC_STAFE,Custodia/Coleta,97.5,18.3
2024-07-01,TOYOTA,CORD_TUC_STAFE,Luneta,146.3,29.2
2024-07-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,165.4,40.9
2024-07-01,TOYOTA,CORD_TUC_STAFE,Puerta,49.1,13.1
2024-07-01,TOYOTA,Rosario,Aleta/Ventilete,26.1,18.3
2024-07-01,TOYOTA,Rosario,Custodia/Coleta,91.6,18.3
2024-07-01,TOYOTA,Rosario,Luneta,137.4,29.2
2024-07-01,TOYOTA,Rosario,Parabrisas,155.4,40.9
2024-07-01,TOYOTA,Rosario,Puerta,46.1,13.1
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Aleta/Ventilete,50.5,32.8
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Custodia/Coleta,177.2,32.8
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Luneta,266.0,52.3
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,300.7,73.4
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Puerta,89.3,23.5
2024-07-01,VOLKSWAGEN,CABA,Aleta/Ventilete,31.3,16.8
2024-07-01,VOLKSWAGEN,CABA,Custodia/Coleta,40.6,16.8
2024-07-01,VOLKSWAGEN,CABA,Luneta,106.0,26.6
2024-07-01,VOLKSWAGEN,CABA,Parabrisas,144.3,37.7
2024-07-01,VOLKSWAGEN,CABA,Puerta,42.4,12.0
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Aleta/Ventilete,29.5,18.3
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Custodia/Coleta,38.3,18.3
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Luneta,99.9,29.1
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,136.0,41.2
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,40.0,13.1
2024-07-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,27.7,18.3
2024-07-01,VOLKSWAGEN,Rosario,Custodia/Coleta,35.9,18.3
2024-07-01,VOLKSWAGEN,Rosario,Luneta,93.9,29.1
2024-07-01,VOLKSWAGEN,Rosario,Parabrisas,127.8,41.2
2024-07-01,VOLKSWAGEN,Rosario,Puerta,37.6,13.1
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Aleta/Ventilete,53.7,32.8
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Custodia/Coleta,69.6,32.8
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Luneta,181.7,52.2
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,247.4,73.8
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,72.8,23.5
2024-10-01,CHEVROLET,CABA,Aleta/Ventilete,38.1,22.1
2024-10-01,CHEVROLET,CABA,Custodia/Coleta,98.4,22.1
2024-10-01,CHEVROLET,CABA,Luneta,108.6,34.8
2024-10-01,CHEVROLET,CABA,Parabrisas,165.3,48.2
2024-10-01,CHEVROLET,CABA,Puerta,51.2,15.8
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Aleta/Ventilete,36.0,24.2
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Custodia/Coleta,92.8,24.2
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Luneta,102.4,38.0
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,155.9,52.7
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Puerta,48.2,17.3
2024-10-01,CHEVROLET,Rosario,Aleta/Ventilete,33.8,24.2
2024-10-01,CHEVROLET,Rosario,Custodia/Coleta,87.2,24.2
2024-10-01,CHEVROLET,Rosario,Luneta,96.2,38.0
2024-10-01,CHEVROLET,Rosario,Parabrisas,146.4,52.7
2024-10-01,CHEVROLET,Rosario,Puerta,45.3,17.3
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Aleta/Ventilete,65.4,43.4
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Custodia/Coleta,168.8,43.4
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Luneta,186.2,68.1
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,283.4,94.5
