año_mes,tva,tipo_costo,valor_costo,ipc,ipc_empalme_ipim,valor_ipc,usd_blue,valor_usd,var_costo,var_ipc,var_costo_usd
2024-12-01,camion_cleas_si,cm_hs_mec,18000,1.39,7694,25066,1105,16.29,-0.7253376059,-0.7325692125,-0.7206149041
2025-01-01,camion_cleas_si,cm_hs_mec,65535,1.36,7864,89289,1216,53.89,2.640833333,2.562074161,2.308487527
2025-02-01,camion_cleas_si,cm_hs_mec,50000,1.33,8052,66525,1212,41.25,-0.2370489052,-0.2549424126,-0.2345309148
2025-03-01,camion_cleas_si,cm_hs_mec,32667,1.28,8353,41901,1251,26.11,-0.34666,-0.3701492465,-0.3670279137
2025-04-01,camion_cleas_si,cm_hs_mec,65535,1.25,8585,81786,1263,51.89,1.006152998,0.9518745712,0.9870921623
2025-05-01,camion_cleas_si,cm_hs_mec,20000,1.23,8714,24590,1162,17.21,-0.6948195621,-0.6993329017,-0.6682935515
2025-06-01,camion_cleas_si,cm_hs_mec,30000,1.21,8855,36297,1181,25.4,0.5,0.4761030005,0.4758679086
2025-07-01,camion_cleas_si,cm_hs_mec,65535,1.19,9023,77813,1282,51.12,1.1845,1.143732979,1.012398206
2025-08-01,camion_cleas_si,cm_hs_mec,37892,1.17,9193,44162,1329,28.51,-0.4218051423,-0.4324511864,-0.4422529665
2025-09-01,camion_cleas_si,cm_hs_mec,65535,1.14,9384,74826,1406,46.61,0.7295207432,0.6943467767,0.6348030353
2025-10-01,camion_cleas_si,cm_hs_mec,65535,1.12,9603,73114,1462,44.83,0,-0.02288351234,-0.03830369357
2023-01-01,camion_cleas_no,cm_hs_mec,6077,8.91,1202,54126,366,16.6,-0.9072709239,-0.2597067132,-0.629590412
2023-02-01,camion_cleas_no,cm_hs_mec,7319,8.35,1282,61136,375,19.52,0.2043771598,0.1295159841,0.1754721079
2023-03-01,camion_cleas_no,cm_hs_mec,6591,7.76,1381,51130,380,17.34,-0.09946714032,-0.1636583666,-0.1113162569
2023-04-01,camion_cleas_no,cm_hs_mec,9047,7.16,1497,64743,419,21.59,0.372629343,0.2662318106,0.2448667073
2023-05-01,camion_cleas_no,cm_hs_mec,10522,6.64,1613,69868,477,22.06,0.163037471,0.07915724431,0.02161991686
2023-06-01,camion_cleas_no,cm_hs_mec,9381,6.27,1709,58793,487,19.26,-0.1084394602,-0.1585148288,-0.1267466581
2023-07-01,camion_cleas_no,cm_hs_mec,9715,5.89,1818,57254,516,18.83,0.03560388018,-0.0261833349,-0.02259866347
2023-08-01,camion_cleas_no,cm_hs_mec,13038,5.24,2044,68335,646,20.18,0.3420483788,0.1935510775,0.07197672362
2023-09-01,camion_cleas_no,cm_hs_mec,11215,4.65,2304,52133,733,15.3,-0.1398220586,-0.2370910441,-0.2419168484
2023-10-01,camion_cleas_no,cm_hs_mec,11634,4.29,2496,49936,912,12.76,0.03736067766,-0.04215695564,-0.1662441045
2023-11-01,camion_cleas_no,cm_hs_mec,20024,3.8,2816,76187,931,21.51,0.7211621111,0.5257083424,0.6860363537
2023-12-01,camion_cleas_no,cm_hs_mec,24801,3.03,3533,75210,965,25.7,0.2385637235,-0.01282663681,0.1949252089
2024-01-01,camion_cleas_no,cm_hs_mec,21874,2.51,4261,54997,1141,19.17,-0.1180194347,-0.2687590843,-0.2540655166
2024-02-01,camion_cleas_no,cm_hs_mec,33125,2.22,4825,73546,1081,30.64,0.5143549419,0.3372888565,0.5984079452
2024-03-01,camion_cleas_no,cm_hs_mec,29368,2.0,5357,58738,1001,29.34,-0.1134188679,-0.2013480527,-0.04256323299
2024-04-01,camion_cleas_no,cm_hs_mec,25976,1.84,5830,47737,1004,25.87,-0.1154998638,-0.1872787597,-0.1181427925
2024-05-01,camion_cleas_no,cm_hs_mec,35763,1.76,6073,63089,1119,31.96,0.3767708654,0.3215774575,0.2352796683
2024-06-01,camion_cleas_no,cm_hs_mec,31616,1.69,6351,53332,1278,24.74,-0.1159578335,-0.1546500565,-0.2259443002
2024-07-01,camion_cleas_no,cm_hs_mec,33219,1.62,6607,53865,1416,23.46,0.05070217611,0.009990143011,-0.05169676478
2024-08-01,camion_cleas_no,cm_hs_mec,40220,1.56,6883,62605,1340,30.01,0.2107528824,0.1622602101,0.2794224489
2024-09-01,camion_cleas_no,cm_hs_mec,37004,1.5,7122,55668,1243,29.77,-0.0799602188,-0.1108081351,-0.008163067729
2024-10-01,camion_cleas_no,cm_hs_mec,44103,1.46,7313,64608,1201,36.72,0.191844125,0.1606037134,0.2335239362
2024-11-01,camion_cleas_no,cm_hs_mec,35468,1.43,7491,50728,1124,31.56,-0.1957916695,-0.2148439221,-0.1406991059
2024-12-01,camion_cleas_no,cm_hs_mec,42966,1.39,7694,59834,1105,38.88,0.211401827,0.179506738,0.2322313607
2025-01-01,camion_cleas_no,cm_hs_mec,46497,1.36,7864,63350,1216,38.24,0.0821812596,0.0587713168,-0.01660337841
2025-02-01,camion_cleas_no,cm_hs_mec,43729,1.33,8052,58182,1212,36.08,-0.05953072241,-0.08158756733,-0.05642686341
2025-03-01,camion_cleas_no,cm_hs_mec,55898,1.28,8353,71699,1251,44.68,0.2782821469,0.2323246294,0.2384316243
2025-04-01,camion_cleas_no,cm_hs_mec,46599,1.25,8585,58154,1263,36.9,-0.1663565781,-0.1889116144,-0.1742771806
2025-05-01,camion_cleas_no,cm_hs_mec,48005,1.23,8714,59023,1162,41.31,0.03017232129,0.01493701454,0.1197139774
2025-06-01,camion_cleas_no,cm_hs_mec,53487,1.21,8855,64715,1181,45.29,0.1141964379,0.09644580342,0.09627117765
2025-07-01,camion_cleas_no,cm_hs_mec,63469,1.19,9023,75359,1282,49.51,0.1866247873,0.1644800598,0.09313874714
2025-08-01,camion_cleas_no,cm_hs_mec,55336,1.17,9193,64493,1329,41.64,-0.1281412973,-0.1441944429,-0.1589745246
2025-09-01,camion_cleas_no,cm_hs_mec,62047,1.14,9384,70844,1406,44.13,0.1212731314,0.09846934389,0.0598662814
2025-10-01,camion_cleas_no,cm_hs_mec,53394,1.12,9603,59569,1462,36.52,-0.1394491607,-0.1591415864,-0.1724114363
2025-11-01,camion_cleas_no,cm_hs_mec,68876,1.09,9841,74987,1426,48.28,0.2899427655,0.2588133234,0.3218653156
2025-12-01,camion_cleas_no,cm_hs_mec,52779,1.06,10121,55872,1446,36.48,-0.2337018038,-0.2549018718,-0.2443632898
2026-01-01,camion_cleas_no,cm_hs_mec,59554,1.03,10413,61278,1448,41.12,0.1283600742,0.09675574879,0.127255643
2026-02-01,camion_cleas_no,cm_hs_mec,61646,1.0,10714,61646,1409,43.72,0.03513360121,0.005996725896,0.06325613861
2023-01-01,auto_cleas_si,cm_hs_pint,2775,8.91,1202,24716,366,7.58,,,
2023-02-01,auto_cleas_si,cm_hs_pint,3036,8.35,1282,25360,375,8.1,0.09405405405,0.02605029618,0.06779675676
2023-03-01,auto_cleas_si,cm_hs_pint,3066,7.76,1381,23785,380,8.07,0.009881422925,-0.06210432002,-0.003406490535
2023-04-01,auto_cleas_si,cm_hs_pint,3318,7.16,1497,23744,419,7.92,0.08219178082,-0.001692871411,-0.01853728708
2023-05-01,auto_cleas_si,cm_hs_pint,3601,6.64,1613,23911,477,7.55,0.08529234479,0.007019227913,-0.04667192355
2023-06-01,auto_cleas_si,cm_hs_pint,3907,6.27,1709,24486,487,8.02,0.08497639545,0.02403763632,0.06269761936
2023-07-01,auto_cleas_si,cm_hs_pint,4329,5.89,1818,25512,516,8.39,0.1080112618,0.04190400648,0.04573931108
2023-08-01,auto_cleas_si,cm_hs_pint,4710,5.24,2044,24686,646,7.29,0.08801108801,-0.03237705363,-0.1309385117
2023-09-01,auto_cleas_si,cm_hs_pint,5208,4.65,2304,24209,733,7.11,0.1057324841,-0.01930382729,-0.02550725141
2023-10-01,auto_cleas_si,cm_hs_pint,5682,4.29,2496,24388,912,6.23,0.09101382488,0.0073834742,-0.123121564
2023-11-01,auto_cleas_si,cm_hs_pint,6328,3.8,2816,24076,931,6.8,0.1136923618,-0.01277763643,0.0909639463
2023-12-01,auto_cleas_si,cm_hs_pint,7041,3.03,3533,21352,965,7.3,0.1126738306,-0.1131647516,0.0734708148
2024-01-01,auto_cleas_si,cm_hs_pint,7761,2.51,4261,19513,1141,6.8,0.102258202,-0.08612918627,-0.06776585023
2024-02-01,auto_cleas_si,cm_hs_pint,8952,2.22,4825,19875,1081,8.28,0.1534596057,0.01859123938,0.2174814155
2024-03-01,auto_cleas_si,cm_hs_pint,10039,2.0,5357,20078,1001,10.03,0.1214253798,0.01020485422,0.2110497858
2024-04-01,auto_cleas_si,cm_hs_pint,11719,1.84,5830,21536,1004,11.67,0.1673473454,0.07261485167,0.1638592557
2024-05-01,auto_cleas_si,cm_hs_pint,12781,1.76,6073,22546,1119,11.42,0.09062206673,0.04690008648,-0.02146152369
2024-06-01,auto_cleas_si,cm_hs_pint,13699,1.69,6351,23108,1278,10.72,0.07182536578,0.02491436127,-0.06152379945
2024-07-01,auto_cleas_si,cm_hs_pint,14188,1.62,6607,23006,1416,10.02,0.03569603621,-0.004434547195,-0.0652404419
2024-08-01,auto_cleas_si,cm_hs_pint,15111,1.56,6883,23521,1340,11.28,0.06505497604,0.02239774793,0.1254610792
2024-09-01,auto_cleas_si,cm_hs_pint,16387,1.5,7122,24652,1243,13.18,0.08444179737,0.04808166328,0.1690683898
2024-10-01,auto_cleas_si,cm_hs_pint,16992,1.46,7313,24892,1201,14.15,0.03691950937,0.009739954998,0.07318147389
2024-11-01,auto_cleas_si,cm_hs_pint,18096,1.43,7491,25881,1124,16.1,0.06497175141,0.0397418327,0.1379280013
2024-12-01,auto_cleas_si,cm_hs_pint,18322,1.39,7694,25515,1105,16.58,0.01248894783,-0.01416894912,0.02989826006
2025-01-01,auto_cleas_si,cm_hs_pint,19294,1.36,7864,26287,1216,15.87,0.05305097697,0.03027118577,-0.04307456452
2025-02-01,auto_cleas_si,cm_hs_pint,19767,1.33,8052,26300,1212,16.31,0.02451539339,0.0004874132219,0.02789663231
2025-03-01,auto_cleas_si,cm_hs_pint,20355,1.28,8353,26108,1251,16.27,0.02974654728,-0.007275478754,-0.002355863071
2025-04-01,auto_cleas_si,cm_hs_pint,21830,1.25,8585,27243,1263,17.28,0.07246376812,0.04344721424,0.06227408861
2025-05-01,auto_cleas_si,cm_hs_pint,22579,1.23,8714,27761,1162,19.43,0.03431058177,0.01901407393,0.1242119318
2025-06-01,auto_cleas_si,cm_hs_pint,23477,1.21,8855,28405,1181,19.88,0.03977146906,0.02320652358,0.02304356228
2025-07-01,auto_cleas_si,cm_hs_pint,24194,1.19,9023,28726,1282,18.87,0.03054052903,0.01130863746,-0.05064870142
2025-08-01,auto_cleas_si,cm_hs_pint,25179,1.17,9193,29345,1329,18.95,0.04071257337,0.02155039671,0.00390783977
2025-09-01,auto_cleas_si,cm_hs_pint,25824,1.14,9384,29485,1406,18.37,0.02561459947,0.0047562584,-0.03055348315
2025-10-01,auto_cleas_si,cm_hs_pint,26292,1.12,9603,29332,1462,17.98,0.01811883929,-0.005179295724,-0.02087887274
2025-11-01,auto_cleas_si,cm_hs_pint,26800,1.09,9841,29178,1426,18.78,0.01933298722,-0.005265985773,0.04455868654
2025-12-01,auto_cleas_si,cm_hs_pint,27436,1.06,10121,29044,1446,18.96,0.02374240443,-0.004580001572,0.00949910414
2026-01-01,auto_cleas_si,cm_hs_pint,27915,1.03,10413,28723,1448,19.28,0.0174497794,-0.01104805093,0.01645390646
2026-02-01,auto_cleas_si,cm_hs_pint,28779,1.0,10714,28778,1409,20.41,0.03094048012,0.001921632509,0.05894909869
2023-01-01,auto_cleas_no,cm_hs_pint,2923,8.91,1202,26034,366,7.99,,,
2023-02-01,auto_cleas_no,cm_hs_pint,3049,8.35,1282,25468,375,8.13,0.04310639754,-0.02173057704,0.018071844
2023-03-01,auto_cleas_no,cm_hs_pint,3251,7.76,1381,25220,380,8.56,0.06625122991,-0.009752630745,0.05222160847
2023-04-01,auto_cleas_no,cm_hs_pint,3414,7.16,1497,24431,419,8.15,0.05013841895,-0.0312616597,-0.04760716181
2023-05-01,auto_cleas_no,cm_hs_pint,3651,6.64,1613,24243,477,7.65,0.06942003515,-0.007708343946,-0.06061426682
2023-06-01,auto_cleas_no,cm_hs_pint,3918,6.27,1709,24555,487,8.05,0.07313064914,0.01285721792,0.05109511219
2023-07-01,auto_cleas_no,cm_hs_pint,4302,5.89,1818,25353,516,8.34,0.09800918836,0.03249868653,0.03629936964
2023-08-01,auto_cleas_no,cm_hs_pint,4676,5.24,2044,24508,646,7.24,0.08693630869,-0.0333329089,-0.1317970042
2023-09-01,auto_cleas_no,cm_hs_pint,5186,4.65,2304,24107,733,7.08,0.1090675791,-0.01634586504,-0.02256799984
2023-10-01,auto_cleas_no,cm_hs_pint,5728,4.29,2496,24586,912,6.28,0.1045121481,0.0198470997,-0.1122725827
2023-11-01,auto_cleas_no,cm_hs_pint,6413,3.8,2816,24400,931,6.89,0.1195879888,-0.007551512048,0.09673925436
2023-12-01,auto_cleas_no,cm_hs_pint,7254,3.03,3533,21998,965,7.52,0.1311398721,-0.09844674877,0.09128623933
2024-01-01,auto_cleas_no,cm_hs_pint,8204,2.51,4261,20627,1141,7.19,0.1309622277,-0.06233097697,-0.04348943929
2024-02-01,auto_cleas_no,cm_hs_pint,9569,2.22,4825,21245,1081,8.85,0.1663822526,0.03000290459,0.231121323
2024-03-01,auto_cleas_no,cm_hs_pint,10827,2.0,5357,21654,1001,10.82,0.1314661929,0.01924984137,0.2218930615
2024-04-01,auto_cleas_no,cm_hs_pint,12097,1.84,5830,22231,1004,12.05,0.1172993442,0.02662834259,0.1139608004
2024-05-01,auto_cleas_no,cm_hs_pint,13214,1.76,6073,23310,1119,11.81,0.09233694304,0.04854621506,-0.01992288578
2024-06-01,auto_cleas_no,cm_hs_pint,14277,1.69,6351,24083,1278,11.17,0.08044498259,0.03315671991,-0.05397657627
2024-07-01,auto_cleas_no,cm_hs_pint,15348,1.62,6607,24887,1416,10.84,0.07501575961,0.03336163708,-0.02975272543
2024-08-01,auto_cleas_no,cm_hs_pint,16274,1.56,6883,25331,1340,12.14,0.06033359395,0.01786546507,0.1204719172
2024-09-01,auto_cleas_no,cm_hs_pint,17205,1.5,7122,25883,1243,13.84,0.05720781615,0.02176080733,0.1397091502
2024-10-01,auto_cleas_no,cm_hs_pint,17966,1.46,7313,26319,1201,14.96,0.0442313281,0.01686011761,0.0807489932
2024-11-01,auto_cleas_no,cm_hs_pint,18781,1.43,7491,26861,1124,16.71,0.04536346432,0.02059807951,0.1169764419
2024-12-01,auto_cleas_no,cm_hs_pint,19268,1.39,7694,26832,1105,17.44,0.02593046164,-0.00108133794,0.04357089491
2025-01-01,auto_cleas_no,cm_hs_pint,20107,1.36,7864,27395,1216,16.54,0.0435436994,0.02096957136,-0.05171399027
2025-02-01,auto_cleas_no,cm_hs_pint,21059,1.33,8052,28019,1212,17.38,0.04734669518,0.02278325204,0.05080328493
2025-03-01,auto_cleas_no,cm_hs_pint,22120,1.28,8353,28372,1251,17.68,0.05038225937,0.01261832663,0.01763652946
2025-04-01,auto_cleas_no,cm_hs_pint,22571,1.25,8585,28168,1263,17.87,0.02038878843,-0.007218826053,0.01069388307
2025-05-01,auto_cleas_no,cm_hs_pint,23447,1.23,8714,28828,1162,20.18,0.0388108635,0.0234478006,0.129103374
2025-06-01,auto_cleas_no,cm_hs_pint,24008,1.21,8855,29048,1181,20.33,0.02392630187,0.007613791018,0.007453313104
2025-07-01,auto_cleas_no,cm_hs_pint,24847,1.19,9023,29502,1282,19.38,0.03494668444,0.01563256543,-0.04658967682
2025-08-01,auto_cleas_no,cm_hs_pint,26144,1.17,9193,30470,1329,19.67,0.0521994607,0.03282578111,0.01498849407
2025-09-01,auto_cleas_no,cm_hs_pint,26218,1.14,9384,29935,1406,18.65,0.002827417381,-0.0175674915,-0.05209271856
2025-10-01,auto_cleas_no,cm_hs_pint,26744,1.12,9603,29836,1462,18.29,0.02005994373,-0.003282610573,-0.01901211978
2025-11-01,auto_cleas_no,cm_hs_pint,27255,1.09,9841,29673,1426,19.1,0.01909934434,-0.005493990288,0.04431926163
2025-12-01,auto_cleas_no,cm_hs_pint,27987,1.06,10121,29627,1446,19.34,0.0268651503,-0.001543648208,0.01257840334
2023-01-01,camion_cleas_si,cm_hs_pint,2211,8.91,1202,19692,366,6.04,-0.9209985836,-0.3353145115,-0.6877020356
2023-02-01,camion_cleas_si,cm_hs_pint,,8.35,1282,0,375,0.0,-1,-1,-1
2023-03-01,camion_cleas_si,cm_hs_pint,1422,7.76,1381,11031,380,3.74,#DIV/0!,#DIV/0!,#DIV/0!
2023-04-01,camion_cleas_si,cm_hs_pint,2632,7.16,1497,18835,419,6.28,0.8509142053,0.7074430599,0.6786334082
2023-05-01,camion_cleas_si,cm_hs_pint,65535,6.64,1613,435168,477,137.39,23.89931611,22.10353538,20.87172631
2023-06-01,camion_cleas_si,cm_hs_pint,5292,6.27,1709,33166,487,10.87,-0.9192492561,-0.9237847005,-0.9209073823
2023-07-01,camion_cleas_si,cm_hs_pint,6409,5.89,1818,37770,516,12.42,0.2110733182,0.1388170733,0.1430091201
2023-08-01,camion_cleas_si,cm_hs_pint,3500,5.24,2044,18344,646,5.42,-0.453892963,-0.5143195635,-0.563790664
2023-09-01,camion_cleas_si,cm_hs_pint,3477,4.65,2304,16163,733,4.74,-0.006571428571,-0.1189084052,-0.1244817774
2023-10-01,camion_cleas_si,cm_hs_pint,6437,4.29,2496,27629,912,7.06,0.8513085994,0.7093987685,0.4879486879
2023-11-01,camion_cleas_si,cm_hs_pint,1170,3.8,2816,4451,931,1.26,-0.8182383098,-0.8388790194,-0.821947732
2023-12-01,camion_cleas_si,cm_hs_pint,,3.03,3533,0,965,0.0,-1,-1,-1
2024-01-01,camion_cleas_si,cm_hs_pint,,2.51,4261,0,1141,0.0,#DIV/0!,#DIV/0!,#DIV/0!
2024-02-01,camion_cleas_si,cm_hs_pint,65535,2.22,4825,145506,1081,60.62,#DIV/0!,#DIV/0!,#DIV/0!
2024-03-01,camion_cleas_si,cm_hs_pint,65535,2.0,5357,131075,1001,65.47,0,-0.099177821,0.07992007992
2024-04-01,camion_cleas_si,cm_hs_pint,9000,1.84,5830,16539,1004,8.96,-0.8626688029,-0.873813495,-0.8630791551
2024-05-01,camion_cleas_si,cm_hs_pint,12500,1.76,6073,22051,1119,11.17,0.3888888889,0.3332096812,0.2461523185
2024-06-01,camion_cleas_si,cm_hs_pint,,1.69,6351,0,1278,0.0,-1,-1,-1
2024-07-01,camion_cleas_si,cm_hs_pint,16500,1.62,6607,26755,1416,11.65,#DIV/0!,#DIV/0!,#DIV/0!
2024-08-01,camion_cleas_si,cm_hs_pint,45000,1.56,6883,70046,1340,33.58,1.727272727,1.618040906,1.881953867
2024-09-01,camion_cleas_si,cm_hs_pint,6336,1.5,7122,9531,1243,5.1,-0.8592,-0.8639208683,-0.8482123894
2024-10-01,camion_cleas_si,cm_hs_pint,21732,1.46,7313,31836,1201,18.09,2.429924242,2.340019663,2.549871635
2024-11-01,camion_cleas_si,cm_hs_pint,20104,1.43,7491,28753,1124,17.89,-0.07491257132,-0.09682853351,-0.01153914427
2024-12-01,camion_cleas_si,cm_hs_pint,17746,1.39,7694,24712,1105,16.06,-0.1172900915,-0.1405310265,-0.1021122741
2025-01-01,camion_cleas_si,cm_hs_pint,18508,1.36,7864,25216,1216,15.22,0.04293925392,0.02037820136,-0.05226326022
2025-02-01,camion_cleas_si,cm_hs_pint,24300,1.33,8052,32331,1212,20.05,0.3129457532,0.28215321,0.3172789075
2025-03-01,camion_cleas_si,cm_hs_pint,26639,1.28,8353,34169,1251,21.29,0.09625514403,0.05684196359,0.06207932419
2025-04-01,camion_cleas_si,cm_hs_pint,22500,1.25,8585,28079,1263,17.81,-0.1553737002,-0.178225889,-0.1633986532
2025-05-01,camion_cleas_si,cm_hs_pint,22107,1.23,8714,27180,1162,19.02,-0.01746666667,-0.03199743634,0.06793425129
2025-06-01,camion_cleas_si,cm_hs_pint,24901,1.21,8855,30128,1181,21.08,0.1263853078,0.1084404884,0.1082639523
2025-07-01,camion_cleas_si,cm_hs_pint,27779,1.19,9023,32983,1282,21.67,0.1155776876,0.09475883722,0.02768896186
2025-08-01,camion_cleas_si,cm_hs_pint,26157,1.17,9193,30485,1329,19.68,-0.05838943087,-0.0757268865,-0.09168942842
2025-09-01,camion_cleas_si,cm_hs_pint,24202,1.14,9384,27633,1406,17.21,-0.07474633941,-0.09356359926,-0.1254181259
2025-10-01,camion_cleas_si,cm_hs_pint,19779,1.12,9603,22066,1462,13.53,-0.1827450452,-0.2014467091,-0.2140489286
2025-11-01,camion_cleas_si,cm_hs_pint,20000,1.09,9841,21774,1426,14.02,0.01116886571,-0.01323308727,0.03619252538
2025-12-01,camion_cleas_si,cm_hs_pint,24453,1.06,10121,25885,1446,16.9,0.2226275,0.1888028266,0.2056171168
2023-01-01,camion_cleas_no,cm_hs_pint,5653,8.91,1202,50349,366,15.45,-0.7688175671,0.9450740936,-0.08612014177
2023-02-01,camion_cleas_no,cm_hs_pint,5021,8.35,1282,41941,375,13.39,-0.1117990448,-0.1670074711,-0.1331158677
2023-03-01,camion_cleas_no,cm_hs_pint,5504,7.76,1381,42698,380,14.48,0.0961959769,0.01805761331,0.08177234562
2023-04-01,camion_cleas_no,cm_hs_pint,7799,7.16,1497,55812,419,18.61,0.4169694767,0.307134978,0.2850797164
2023-05-01,camion_cleas_no,cm_hs_pint,7066,6.64,1613,46919,477,14.81,-0.09398640851,-0.1593296389,-0.2041515832
2023-06-01,camion_cleas_no,cm_hs_pint,7476,6.27,1709,46854,487,15.35,0.05802434192,-0.001400628793,0.03629899609
2023-07-01,camion_cleas_no,cm_hs_pint,7948,5.89,1818,46840,516,15.4,0.06313536651,-0.0002944591365,0.003385510637
2023-08-01,camion_cleas_no,cm_hs_pint,9543,5.24,2044,50017,646,14.77,0.2006794162,0.06782455359,-0.04094337653
2023-09-01,camion_cleas_no,cm_hs_pint,10784,4.65,2304,50130,733,14.71,0.1300429634,0.002257621252,-0.004082190484
2023-10-01,camion_cleas_no,cm_hs_pint,10413,4.29,2496,44695,912,11.42,-0.03440281899,-0.1084195079,-0.2239224411
2023-11-01,camion_cleas_no,cm_hs_pint,14994,3.8,2816,57049,931,16.11,0.4399308557,0.2764134795,0.4105445117
2023-12-01,camion_cleas_no,cm_hs_pint,17349,3.03,3533,52611,965,17.98,0.1570628251,-0.07778535831,0.1162958448
2024-01-01,camion_cleas_no,cm_hs_pint,15588,2.51,4261,39192,1141,13.66,-0.1015044095,-0.2550666486,-0.2400979449
2024-02-01,camion_cleas_no,cm_hs_pint,24415,2.22,4825,54208,1081,22.59,0.5662689248,0.3831327924,0.6532033702
2024-03-01,camion_cleas_no,cm_hs_pint,19499,2.0,5357,38999,1001,19.48,-0.2013516281,-0.2805598334,-0.1375235864
2024-04-01,camion_cleas_no,cm_hs_pint,18117,1.84,5830,33294,1004,18.04,-0.07087542951,-0.1462756845,-0.07365169815
2024-05-01,camion_cleas_no,cm_hs_pint,26311,1.76,6073,46415,1119,23.51,0.4522823867,0.3940617952,0.3030308456
2024-06-01,camion_cleas_no,cm_hs_pint,26578,1.69,6351,44834,1278,20.8,0.01014784691,-0.03406369325,-0.1155278242
2024-07-01,camion_cleas_no,cm_hs_pint,25252,1.62,6607,40946,1416,17.83,-0.0498908872,-0.08670519532,-0.1424862668
2024-08-01,camion_cleas_no,cm_hs_pint,24871,1.56,6883,38713,1340,18.56,-0.01508791383,-0.05453528554,0.04077277166
2024-09-01,camion_cleas_no,cm_hs_pint,29413,1.5,7122,44248,1243,23.66,0.1826223312,0.1429703124,0.2749106387
2024-10-01,camion_cleas_no,cm_hs_pint,33534,1.46,7313,49125,1201,27.92,0.1401081155,0.1102237992,0.179978674
2024-11-01,camion_cleas_no,cm_hs_pint,27639,1.43,7491,39530,1124,24.59,-0.1757917338,-0.1953177987,-0.1193290678
2024-12-01,camion_cleas_no,cm_hs_pint,30623,1.39,7694,42645,1105,27.71,0.1079633851,0.07879173454,0.1270143392
2025-01-01,camion_cleas_no,cm_hs_pint,31812,1.36,7864,43342,1216,26.16,0.03882702544,0.01635492936,-0.05600011257
2025-02-01,camion_cleas_no,cm_hs_pint,38921,1.33,8052,51784,1212,32.11,0.2234691311,0.194775085,0.2275069831
2025-03-01,camion_cleas_no,cm_hs_pint,42776,1.28,8353,54867,1251,34.19,0.09904678708,0.05953323992,0.0647839376
2025-04-01,camion_cleas_no,cm_hs_pint,37995,1.25,8585,47416,1263,30.08,-0.1117682813,-0.1358002573,-0.1202075375
2025-05-01,camion_cleas_no,cm_hs_pint,39258,1.23,8714,48268,1162,33.78,0.03324121595,0.01796052305,0.1230496177
2025-06-01,camion_cleas_no,cm_hs_pint,39648,1.21,8855,47971,1181,33.57,0.009934280911,-0.006155318398,-0.006313603371
2025-07-01,camion_cleas_no,cm_hs_pint,43997,1.19,9023,52239,1282,34.32,0.1096902744,0.08898129458,0.0222653776
2025-08-01,camion_cleas_no,cm_hs_pint,45864,1.17,9193,53453,1329,34.51,0.04243471146,0.02324082584,0.005569074559
2025-09-01,camion_cleas_no,cm_hs_pint,45631,1.14,9384,52100,1406,32.45,-0.005089394732,-0.02532329619,-0.05957596415
2025-10-01,camion_cleas_no,cm_hs_pint,49235,1.12,9603,54929,1462,33.68,0.07899483197,0.05430364043,0.03766534457
2025-11-01,camion_cleas_no,cm_hs_pint,54240,1.09,9841,59052,1426,38.02,0.1016474812,0.07506206016,0.1289102388
2025-12-01,camion_cleas_no,cm_hs_pint,49233,1.06,10121,52118,1446,34.03,-0.09230843261,-0.1174202273,-0.1049371208
2026-01-01,camion_cleas_no,cm_hs_pint,49007,1.03,10413,50425,1448,33.84,-0.004598338513,-0.03247862138,-0.005572630902
2026-02-01,camion_cleas_no,cm_hs_pint,59717,1.0,10714,59717,1409,42.35,0.2185548031,0.1842549994,0.2516605326
2023-01-01,auto_cleas_si,cm_hs_total,2766,8.91,1202,24636,366,7.56,,,
2023-02-01,auto_cleas_si,cm_hs_total,3039,8.35,1282,25385,375,8.1,0.09869848156,0.03040603729,0.072329718
2023-03-01,auto_cleas_si,cm_hs_total,3106,7.76,1381,24095,380,8.17,0.0220467259,-0.05080617665,0.008598742661
2023-04-01,auto_cleas_si,cm_hs_total,3320,7.16,1497,23759,419,7.92,0.06889890534,-0.01395536738,-0.03059287821
2023-05-01,auto_cleas_si,cm_hs_total,3620,6.64,1613,24037,477,7.59,0.09036144578,0.01172273678,-0.04221919123
2023-06-01,auto_cleas_si,cm_hs_total,3951,6.27,1709,24762,487,8.11,0.09143646409,0.0301348689,0.06902503772
2023-07-01,auto_cleas_si,cm_hs_total,4329,5.89,1818,25512,516,8.39,0.09567198178,0.03030092466,0.03409351768
2023-08-01,auto_cleas_si,cm_hs_total,4806,5.24,2044,25189,646,7.44,0.1101871102,-0.01265480249,-0.1132251566
2023-09-01,auto_cleas_si,cm_hs_total,5254,4.65,2304,24423,733,7.17,0.09321681232,-0.03040422596,-0.03653743416
2023-10-01,auto_cleas_si,cm_hs_total,5721,4.29,2496,24555,912,6.27,0.08888465931,0.005417517246,-0.1248328341
2023-11-01,auto_cleas_si,cm_hs_total,6357,3.8,2816,24187,931,6.83,0.111169376,-0.01501411407,0.08849244994
2023-12-01,auto_cleas_si,cm_hs_total,7108,3.03,3533,21555,965,7.37,0.1181374862,-0.10881005,0.07874196859
2024-01-01,auto_cleas_si,cm_hs_total,7966,2.51,4261,20028,1141,6.98,0.1207090602,-0.07083177155,-0.05216104899
2024-02-01,auto_cleas_si,cm_hs_total,8992,2.22,4825,19964,1081,8.32,0.1287973889,-0.00318734556,0.191450343
